referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,36,Council,75,RDA,subject,medium,,0.519,2023-04-12,2024-03-27,-350,
2,42,Council,72,RDA,subject,medium,,0.477,2023-05-10,2024-03-13,-308,
3,43,Council,49,RDA,subject,medium,,0.612,2023-05-10,2023-05-24,-14,
4,43,Council,78,RDA,subject,medium,,0.728,2023-05-10,2024-03-27,-322,
5,46,Council,78,RDA,subject,medium,,1.0,2023-05-24,2024-03-27,-308,
6,47,Council,75,RDA,subject,medium,,0.325,2023-05-24,2024-03-27,-308,
7,53,Council,72,RDA,subject,medium,,0.499,2023-06-14,2024-03-13,-273,
8,57,Council,75,RDA,subject,medium,,0.584,2023-09-27,2024-03-27,-182,
9,58,Council,99,RDA,subject,medium,,0.406,2023-10-11,2024-10-23,-378,
10,59,Council,99,RDA,subject,medium,,0.491,2023-10-25,2024-10-23,-364,
11,89,Council,72,RDA,subject,medium,,0.501,2024-06-12,2024-03-13,91,
12,90,Council,99,RDA,subject,medium,,0.303,2024-07-10,2024-10-23,-105,
13,91,Council,75,RDA,subject,medium,,0.584,2024-07-10,2024-03-27,105,
14,92,Council,99,RDA,subject,medium,,0.406,2024-07-31,2024-10-23,-84,
15,93,Council,223,PlanningCommission,subject,medium,,0.779,2024-07-31,2024-09-05,-36,
16,96,Council,72,RDA,subject,medium,,0.501,2024-10-09,2024-03-13,210,
17,97,Council,99,RDA,subject,medium,,0.303,2024-10-23,2024-10-23,0,
18,100,Council,99,RDA,subject,medium,,0.491,2024-12-11,2024-10-23,49,
19,100,Council,113,RDA,subject,medium,,0.491,2024-12-11,2025-05-14,-154,
20,106,Council,99,RDA,subject,medium,,0.491,2025-01-22,2024-10-23,91,
21,106,Council,113,RDA,subject,medium,,0.491,2025-01-22,2025-05-14,-112,
22,108,Council,72,RDA,subject,medium,,0.477,2025-03-12,2024-03-13,364,
23,111,Council,99,RDA,subject,medium,,0.491,2025-04-23,2024-10-23,182,
24,111,Council,113,RDA,subject,medium,,0.491,2025-04-23,2025-05-14,-21,
25,115,Council,223,PlanningCommission,subject,medium,,0.779,2025-05-28,2024-09-05,265,
26,119,Council,99,RDA,subject,medium,,0.303,2025-06-11,2024-10-23,231,
27,126,Council,99,RDA,subject,medium,,0.303,2025-07-23,2024-10-23,273,
28,130,Council,99,RDA,subject,medium,,0.491,2025-07-23,2024-10-23,273,
29,130,Council,113,RDA,subject,medium,,0.491,2025-07-23,2025-05-14,70,
30,131,Council,99,RDA,subject,medium,,0.491,2025-08-13,2024-10-23,294,
31,131,Council,113,RDA,subject,medium,,0.491,2025-08-13,2025-05-14,91,
32,132,Council,117,RDA,subject,medium,,0.359,2025-08-13,2025-05-28,77,
33,133,Council,117,RDA,subject,medium,,0.337,2025-08-13,2025-05-28,77,
34,134,Council,117,RDA,subject,medium,,0.337,2025-08-13,2025-05-28,77,
35,135,Council,99,RDA,subject,medium,,0.406,2025-08-27,2024-10-23,308,
36,139,Council,117,RDA,subject,medium,,0.326,2025-10-15,2025-05-28,140,
37,141,Council,99,RDA,subject,medium,,0.491,2025-10-29,2024-10-23,371,
38,141,Council,113,RDA,subject,medium,,0.491,2025-10-29,2025-05-14,168,
39,143,Council,99,RDA,subject,medium,,0.303,2025-10-29,2024-10-23,371,
40,154,Council,113,RDA,subject,medium,,0.406,2026-01-14,2025-05-14,245,
41,158,Council,253,PlanningCommission,subject,medium,,0.529,2026-03-25,2025-06-19,279,
42,162,Council,113,RDA,subject,medium,,0.303,2026-05-27,2025-05-14,378,
43,163,Council,113,RDA,subject,medium,,0.406,2026-05-27,2025-05-14,378,
