date,title,body,meeting_type,packet_kind,source_url,retrieved_date,format,extraction_method,path,meeting_id,size_mb,stored_locally
2020-01-02,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6961_Agenda_1_2_2020_3_30_00_PM.pdf?documentType=1&meetingId=6961,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6961_Agenda_1_2_2020_3_30_00_PM.pdf,6961,0.067,yes
2020-01-07,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7005_Agenda_1_7_2020_4_30_00_PM.pdf?documentType=1&meetingId=7005,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7005_Agenda_1_7_2020_4_30_00_PM.pdf,7005,0.131,yes
2020-01-07,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7055_Agenda_1_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7055,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7055_Agenda_1_7_2020_6_30_00_PM.pdf,7055,0.153,yes
2020-01-07,City Council Special Meeting,Council,special,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Special_Meeting_7120_Agenda_1_7_2020_3_00_00_PM.pdf?documentType=1&meetingId=7120,2026-07-06,text,pdftotext,raw/2020/City_Council_Special_Meeting_7120_Agenda_1_7_2020_3_00_00_PM.pdf,7120,0.125,yes
2020-01-07,HA Regular Meeting,HousingAuthority,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/HA_Regular_Meeting_7106_Agenda_1_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7106,2026-07-06,text,pdftotext,raw/2020/HA_Regular_Meeting_7106_Agenda_1_7_2020_6_30_00_PM.pdf,7106,0.128,yes
2020-01-07,BA Regular Meeting,MBA,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/BA_Regular_Meeting_7107_Agenda_1_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7107,2026-07-06,text,pdftotext,raw/2020/BA_Regular_Meeting_7107_Agenda_1_7_2020_6_30_00_PM.pdf,7107,0.129,yes
2020-01-07,RDA Regular Meeting,RDA,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/RDA_Regular_Meeting_7105_Agenda_1_7_2020_6_30_00_PM.pdf?documentType=1&meetingId=7105,2026-07-06,text,pdftotext,raw/2020/RDA_Regular_Meeting_7105_Agenda_1_7_2020_6_30_00_PM.pdf,7105,0.129,yes
2020-01-08,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6983_Agenda_1_8_2020_4_00_00_PM.pdf?documentType=1&meetingId=6983,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6983_Agenda_1_8_2020_4_00_00_PM.pdf,6983,0.085,yes
2020-01-14,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7006_Agenda_1_14_2020_4_30_00_PM.pdf?documentType=1&meetingId=7006,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7006_Agenda_1_14_2020_4_30_00_PM.pdf,7006,0.134,yes
2020-01-14,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7056_Agenda_1_14_2020_6_30_00_PM.pdf?documentType=1&meetingId=7056,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7056_Agenda_1_14_2020_6_30_00_PM.pdf,7056,0.151,yes
2020-01-15,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6962_Agenda_1_15_2020_3_30_00_PM.pdf?documentType=1&meetingId=6962,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6962_Agenda_1_15_2020_3_30_00_PM.pdf,6962,0.058,yes
2020-01-17,Strategic Planning Meeting,StrategicPlanning,special,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Strategic_Planning_Meeting_7123_Agenda_1_17_2020_7_30_00_AM.pdf?documentType=1&meetingId=7123,2026-07-06,text,pdftotext,raw/2020/Strategic_Planning_Meeting_7123_Agenda_1_17_2020_7_30_00_AM.pdf,7123,0.127,yes
2020-01-21,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7007_Agenda_1_21_2020_4_30_00_PM.pdf?documentType=1&meetingId=7007,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7007_Agenda_1_21_2020_4_30_00_PM.pdf,7007,0.132,yes
2020-01-21,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7121_Agenda_1_21_2020_6_30_00_PM.pdf?documentType=1&meetingId=7121,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7121_Agenda_1_21_2020_6_30_00_PM.pdf,7121,0.154,yes
2020-01-22,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6984_Agenda_1_22_2020_4_00_00_PM.pdf?documentType=1&meetingId=6984,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6984_Agenda_1_22_2020_4_00_00_PM.pdf,6984,0.065,yes
2020-01-28,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7008_Agenda_1_28_2020_4_30_00_PM.pdf?documentType=1&meetingId=7008,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7008_Agenda_1_28_2020_4_30_00_PM.pdf,7008,0.136,yes
2020-01-28,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7058_Agenda_1_28_2020_6_30_00_PM.pdf?documentType=1&meetingId=7058,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7058_Agenda_1_28_2020_6_30_00_PM.pdf,7058,0.152,yes
2020-02-04,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7009_Agenda_2_4_2020_4_30_00_PM.pdf?documentType=1&meetingId=7009,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7009_Agenda_2_4_2020_4_30_00_PM.pdf,7009,0.133,yes
2020-02-04,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7059_Agenda_2_4_2020_6_30_00_PM.pdf?documentType=1&meetingId=7059,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7059_Agenda_2_4_2020_6_30_00_PM.pdf,7059,0.156,yes
2020-02-04,Special RDA Meeting,RDA,special,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Special_RDA_Meeting_7124_Agenda_2_4_2020_6_30_00_PM.pdf?documentType=1&meetingId=7124,2026-07-06,text,pdftotext,raw/2020/Special_RDA_Meeting_7124_Agenda_2_4_2020_6_30_00_PM.pdf,7124,0.13,yes
2020-02-05,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6963_Agenda_2_5_2020_3_30_00_PM.pdf?documentType=1&meetingId=6963,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6963_Agenda_2_5_2020_3_30_00_PM.pdf,6963,0.058,yes
2020-02-11,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7010_Agenda_2_11_2020_4_30_00_PM.pdf?documentType=1&meetingId=7010,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7010_Agenda_2_11_2020_4_30_00_PM.pdf,7010,0.134,yes
2020-02-11,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7060_Agenda_2_11_2020_6_30_00_PM.pdf?documentType=1&meetingId=7060,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7060_Agenda_2_11_2020_6_30_00_PM.pdf,7060,0.152,yes
2020-02-12,Planning Commission Public Hearing,PlanningCommission,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Public_Hearing_6985_Agenda_2_12_2020_4_00_00_PM.pdf?documentType=1&meetingId=6985,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Public_Hearing_6985_Agenda_2_12_2020_4_00_00_PM.pdf,6985,0.064,yes
2020-02-18,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7011_Agenda_2_18_2020_4_30_00_PM.pdf?documentType=1&meetingId=7011,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7011_Agenda_2_18_2020_4_30_00_PM.pdf,7011,0.133,yes
2020-02-18,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7061_Agenda_2_18_2020_6_30_00_PM.pdf?documentType=1&meetingId=7061,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7061_Agenda_2_18_2020_6_30_00_PM.pdf,7061,0.154,yes
2020-02-18,Special RDA Meeting,RDA,special,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Special_RDA_Meeting_7125_Agenda_2_18_2020_6_30_00_PM.pdf?documentType=1&meetingId=7125,2026-07-06,text,pdftotext,raw/2020/Special_RDA_Meeting_7125_Agenda_2_18_2020_6_30_00_PM.pdf,7125,0.128,yes
2020-02-19,Planning Commission Study Meeting,PlanningCommission,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/Planning_Commission_Study_Meeting_6964_Agenda_2_19_2020_3_30_00_PM.pdf?documentType=1&meetingId=6964,2026-07-06,text,pdftotext,raw/2020/Planning_Commission_Study_Meeting_6964_Agenda_2_19_2020_3_30_00_PM.pdf,6964,0.056,yes
2020-02-25,City Council Study Meeting,Council,study,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Study_Meeting_7012_Agenda_2_25_2020_4_30_00_PM.pdf?documentType=1&meetingId=7012,2026-07-06,text,pdftotext,raw/2020/City_Council_Study_Meeting_7012_Agenda_2_25_2020_4_30_00_PM.pdf,7012,0.134,yes
2020-02-25,City Council Regular Meeting,Council,regular,agenda,https://ob.wvc-ut.gov/OnBaseAgendaOnline/Documents/DownloadFileBytes/City_Council_Regular_Meeting_7062_Agenda_2_25_2020_6_30_00_PM.pdf?documentType=1&meetingId=7062,2026-07-06,text,pdftotext,raw/2020/City_Council_Regular_Meeting_7062_Agenda_2_25_2020_6_30_00_PM.pdf,7062,0.153,yes
