date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-14,2020,Planning Commission,PlanningCommission,1,"Commissioner Gedge made a motion to approve the January 14, 2020 Planning Commission Amended Agenda.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Sean Morrissey,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,2,Commissioner Morrissey motioned to nominate Commissioner Michele Hollist as the new Chair.,Procedural/Administrative,unanimous in favor,Sean Morrissey,Nathan Gedge,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,3,Commissioner Morrissey motioned to nominate Commissioner Nathan Gedge as the Vice-Chair.,Procedural/Administrative,unanimous in favor,Sean Morrissey,Michele Hollist,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,4,Commissioner Hollist motioned to nominate Commissioner Trevor Darby to the Architectural Review Committee.,Procedural/Administrative,unanimous in favor,Michele Hollist,Sean Morrissey,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,5,"Commissioner Morrissey made a motion to approve the December 10, 2019 Planning Commission Minutes.",Procedural/Administrative,unanimous in favor,Sean Morrissey,Steven Catmull,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,6,"Commissioner Gedge motioned to approve the Ron Reeves 1st Amendment, file number PLPLA201900655, subject to the following requirements: 1. Prior to recordation, the Applicant shall provide “cash-in-lieu” for a period of one year, for the removal of all accessory structures in the event a primary structure has not been constructed. 2. Permanent structures are prohibited within the 100-year flood plain.",Land-Use/Zoning,5-0 unanimous in favor,Nathan Gedge,Sean Morrissey,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,7,"Commissioner Gedge motioned to approve the South Jordan Professional Business Condominium plat, file number PLPP201900696, as proposed.",Land-Use/Zoning,5-0 unanimous in favor,Nathan Gedge,Steven Catmull,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,8,Commissioner Catmull motioned to send a recommendation to the City Council to approve the following:  Ordinance No. 2020-01-Z approving the zone change.,Land-Use/Zoning,5-0 unanimous in favor,Steven Catmull,Nathan Gedge,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-14,2020,Planning Commission,PlanningCommission,9,"Commissioner Morrissey motioned to adjourn the January 14, 2020 Planning Commission meeting.",Procedural/Administrative,unanimous in favor,Sean Morrissey,Nathan Gedge,,,minutes/2020/2020-01-13/2020-01-14_planning-commission.md
2020-01-28,2020,Planning Commission Work Session,PlanningCommission,1,"Chair Hollist made a motion to approve the January 28, 2020 Planning Commission Work Session Agenda.",Procedural/Administrative,unanimous in favor,Michele Hollist,Sean Morrissey,,,minutes/2020/2020-01-27/2020-01-28_planning-commission-work-session.md
2020-01-28,2020,Planning Commission Work Session,PlanningCommission,2,"Commissioner Gedge motioned to adjourn the January 28, 2020 Planning Commission meeting.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Sean Morrissey,,,minutes/2020/2020-01-27/2020-01-28_planning-commission-work-session.md
2020-01-28,2020,Planning Commission,PlanningCommission,1,"Commissioner Morrissey made a motion to approve the January 28, 2020 Planning Commission Agenda.",Procedural/Administrative,unanimous in favor,Sean Morrissey,Nathan Gedge,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-01-28,2020,Planning Commission,PlanningCommission,2,"Commissioner Gedge made a motion to approve the January 14, 2020 Planning Commission Minutes.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-01-28,2020,Planning Commission,PlanningCommission,3,"Commissioner Gedge made a motion to approve File No. PLPP201900609, Clover Ridge 5 Preliminary Subdivision with the following requirements:  A six foot tall decorative masonry wall shall be required along the south property line due to the large animal rights on the adjacent property; and  The developer of the property shall incorporate any additional design elements recommended by a geotechnical study or required by the City Engineer; and  Prior to plat recordation, the Applicant shall secure any easements or agreements on adjacent properties pertaining to retaining walls, land drains, dra",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Steven Catmull,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-01-28,2020,Planning Commission,PlanningCommission,4,"Commissioner Catmull made a motion to approve the Conditional Use Permit application, File No. PLCUP201900711, allowing the My Child Care Daycare business to expand within the current building located at 1325 W. South Jordan Pkwy, with the following conditions:  The applicant shall follow the approved circulation plan and proposed operation plan; and  Both the business owner and property owner shall proactively monitor and enforce the approved circulation plan, and as may be further directed by the City Engineer.",Land-Use/Zoning,5-0 in favor,Steven Catmull,Trevor Darby,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-01-28,2020,Planning Commission,PlanningCommission,5,"Commissioner Gedge made a motion to approve File No. PLCUP201900495, for the installation of a roof-mounted small cell telecommunications facility located at 3595 W. South Jordan Parkway as presented to the Planning Commission with the condition that the specs of the antenna be as applied on page 35 of the Planning Commission packet.",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-01-28,2020,Planning Commission,PlanningCommission,6,"Commissioner Gedge made a motion based on the staff report and other information presented to the Planning Commission during the public hearing and the Planning Commission’s discussion, to forward a recommendation to the City Council to approve the proposed rezone from C-C to C-C- PD.",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Steven Catmull,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-01-28,2020,Planning Commission,PlanningCommission,7,"Commissioner Morrissey motioned to adjourn the January 28, 2020 Planning Commission meeting.",Procedural/Administrative,unanimous in favor,Sean Morrissey,Nathan Gedge,,,minutes/2020/2020-01-27/2020-01-28_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,1,"Commissioner Gedge made a motion to approve the February 11, 2020 Planning Commission Agenda.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,2,"Commissioner Gedge made a motion to approve the January 28, 2020 Planning Commission Work Meeting Minutes.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,3,"Commissioner Gedge made a motion to table approval of the 01-28-2020 Planning Commission Meeting Minutes to the next meeting on February 25, 2020.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,4,"Commissioner Gedge motioned to approve File No. PLPP201900673, Daybreak Village 3 Multi- Family #1, Preliminary Plat as proposed.",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Steven Catmull,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,5,"Commissioner Gedge made a motion to approve File No. PLPLA201900713, Garden Park Lakeside Phase 2, 1st Subdivision Amendment as presented.",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,6,"Commissioner Darby made a motion to approve File No. PLPP201900662, Daybreak Village 12A Plat 1, Preliminary Plat as presented.",Land-Use/Zoning,5-0 in favor,Trevor Darby,Michele Hollist,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,7,"Commissioner Gedge made a motion to approve File No. PLPP201900705, Daybreak Village 11A Plat 3, Preliminary Plat as presented.",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,8,"Commissioner Gedge made a motion to approve File No. PLPP201900605, Mabey Lane Estates, Preliminary Subdivision with the following requirement:  The Applicant shall provide all improvement costs to the City pertaining to the construction of Mabey Lane, prior to construction.",Land-Use/Zoning,5-0 in favor,Nathan Gedge,Steven Catmull,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,9,"Commissioner Gedge made a motion that the Planning Commission recommend to the City Council to approve the following:  Resolution R2020-12, changing the land use designation from Economic Center (EC) to Stable Neighborhood (SN), and  Rezone Ordinance 2020-03-Z, rezoning the property from Agriculture A-1 and A-5 to Residential R-3.",Procedural/Administrative,5-0 in favor,Nathan Gedge,Steven Catmull,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-11,2020,Planning Commission,PlanningCommission,10,"Commissioner Gedge motioned to adjourn the February 11, 2020 Planning Commission meeting.",Procedural/Administrative,unanimous in favor,Nathan Gedge,Trevor Darby,,,minutes/2020/2020-02-10/2020-02-11_planning-commission.md
2020-02-25,2020,Planning Commission,PlanningCommission,1,"Commissioner Gedge made a motion to approve the February 25, 2020 Planning Commission Agenda.",Procedural/Administrative,unanimous in favor; Commissioner Darby and Commissioner Peirce were absent,Nathan Gedge,Sean Morrissey,,,minutes/2020/2020-02-24/2020-02-25_planning-commission.md
2020-02-25,2020,Planning Commission,PlanningCommission,2,"Commissioner Gedge made a motion to approve the January 28, 2020 Planning Commission Meeting Minutes with corrections.",Procedural/Administrative,unanimous in favor; Commissioner Darby and Commissioner Peirce were absent,Nathan Gedge,Sean Morrissey,,,minutes/2020/2020-02-24/2020-02-25_planning-commission.md
2020-02-25,2020,Planning Commission,PlanningCommission,3,"Commissioner Gedge made a motion to approve the February 11, 2020 Planning Commission Meeting Minutes.",Procedural/Administrative,unanimous in favor; Commissioner Darby and Commissioner Peirce were absent,Nathan Gedge,Sean Morrissey,,,minutes/2020/2020-02-24/2020-02-25_planning-commission.md
2020-02-25,2020,Planning Commission,PlanningCommission,4,Commissioner Gedge motioned to approve file no. PLCUP202000046 for the installation of a Drive up Financial Institution ATM (Automated Teller Machine) located at 1750 West 11400 South as presented to the Planning Commission.,Land-Use/Zoning,4-0 unanimous in favor; Commissioner Darby and Commissioner Peirce were absent from the vote,Nathan Gedge,Steven Catmull,Trevor Darby,Absent,minutes/2020/2020-02-24/2020-02-25_planning-commission.md
