motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,2,1,DISCUSSION AND POSSIBLE ACTION REGARDING RESOLUTION 2020-R-3 ae,Resolution,APPROVED,Pass,council_vote,,,unclassified,low,,,,12,16,0,minutes/2020/2020-02-10/2020-02-12_2020_2_12_tc_minutes_approved.md,minutes
2,1,2,2,Council. Member Davis. moved. to accept the consent agenda and Council Member Bourke seconded,Consent/Minutes,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,16,12,0,minutes/2020/2020-02-10/2020-02-12_2020_2_12_tc_minutes_approved.md,minutes
3,1,2,3,ADJOURN at 8:10 PM,Procedural/Administrative,ADJOURNED,Pass,council_vote,,procedural,keyword,high,,,,12,,0,minutes/2020/2020-02-10/2020-02-12_2020_2_12_tc_minutes_approved.md,minutes
4,2,2,1,DISCUSSION AND POSSIBLE ACTION REGARDING RESOLUTION 2020-R-4 CONCERNING NUMBER OF DOG LICENSES,Resolution,RECORDED (no vote line),,council_vote,,,unclassified,low,,,,16,12,0,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
5,2,2,2,"amend Section 2 of the resolution to reflect that the fee for Class D licenses less than 14 days would be $125, regardless of whether the dogs are spayed or neutered",Resolution,APPROVED (4-1),Pass,council_vote,,,unclassified,low,,,,12,16,1,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
6,2,2,3,"amend the resolution by inserting the following language at the end of Section 2: “The Mayor shall have discretion to waive fees for Class D Licenses, in whole or in part, for cause shown, as the Mayor deems reasonable”",Resolution,APPROVED,Pass,council_vote,,,unclassified,low,,,,2,7,0,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
7,2,2,4,APPROVAL OF CONSENT AGENDA,Consent/Minutes,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,16,12,1,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
8,2,2,5,ADJOURN at 7:02 PM,Procedural/Administrative,ADJOURNED,Pass,council_vote,,procedural,keyword,high,,,,2,16,0,minutes/2020/2020-03-09/2020-03-11_2020_3_11_tc_minutes_approved.md,minutes
9,3,2,1,DISCUSSION AND POSSIBLE ACTION ON 2020-R-5; A RESOLUTION EXTENDING 30 DAY PERIOD OF EMERGENCY PROCLAMATION #1,Resolution,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,16,6,0,minutes/2020/2020-04-06/2020-04-08_2020_4_8_minutes_approved.md,minutes
10,3,2,2,APPROVAL OF CONSENT AGENDA,Consent/Minutes,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,2,6,0,minutes/2020/2020-04-06/2020-04-08_2020_4_8_minutes_approved.md,minutes
11,3,2,3,DISCUSSION AND POSSIBLE ACTION REGARDING RESOLUTION 2020-R-6 REGARDING TOA’S INTENT TO ADJUST UFSA BOUNDARY,Resolution,APPROVED,Pass,council_vote,,,unclassified,low,,,,2,6,0,minutes/2020/2020-04-06/2020-04-08_2020_4_8_minutes_approved.md,minutes
12,3,2,4,DISCUSSION AND POSSIBLE ACTION ON RESOLUTION 2020-R-7 AMENDING RESOLUTION 2020-R-4 REGARDING NUMBER OF DOG LICENSES,Resolution,APPROVED,Pass,council_vote,,,unclassified,low,,,,16,6,0,minutes/2020/2020-04-06/2020-04-08_2020_4_8_minutes_approved.md,minutes
13,3,2,5,ADJOURN at 7:16 PM,Procedural/Administrative,ADJOURNED,Pass,council_vote,,procedural,keyword,high,,,,2,16,0,minutes/2020/2020-04-06/2020-04-08_2020_4_8_minutes_approved.md,minutes
14,4,2,1,APPROVAL OF CONSENT AGENDA,Consent/Minutes,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,6,16,0,pmn_backfill/text/pmn_council_2020-05-06_618395.txt,pmn_minutes
15,4,2,2,"DISCUSSION AND POSSIBLE ACTION ON 2020-R-8, A RESOLUTION EXTENDING 30 DAY PERIOD OF THE EMERGENCY PROCLAMATION #1 (COVID-19)",Resolution,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,2,7,0,pmn_backfill/text/pmn_council_2020-05-06_618395.txt,pmn_minutes
16,4,2,3,"DISCUSSION AND POSSIBLE ACTION REGARDING 2020-R-9, A RESOLUTION REGARDING CENTRAL WASATCH COMMISSION INTERLOCAL AGREEMENT CHANGE",Interlocal,APPROVED,Pass,council_vote,,,unclassified,low,,,,2,6,0,pmn_backfill/text/pmn_council_2020-05-06_618395.txt,pmn_minutes
17,4,2,4,"DISCUSSION AND POSSIBLE ACTION REGARDING RESOLUTION 2020-R-10, A RESOLUTION TO RAISE RESORT COMMUNITY TAX BY 0.1%, FROM 1.0% TO 1.1%",Resolution,FAILED (1-2),Fail,council_vote,,,unclassified,low,,,,16,12,1,pmn_backfill/text/pmn_council_2020-05-06_618395.txt,pmn_minutes
18,4,2,5,"DISCUSSION AND POSSIBLE ACTION TO REVIEW, CONSIDER AND ADOPT TENTATIVE FY 2020-21 BUDGETS",Budget/Finance,APPROVED,Pass,council_vote,,approve,keyword,high,,,,6,16,1,pmn_backfill/text/pmn_council_2020-05-06_618395.txt,pmn_minutes
19,4,2,6,ADJOURN at 6:59 PM,Procedural/Administrative,ADJOURNED,Pass,council_vote,,procedural,keyword,high,,,,2,6,0,pmn_backfill/text/pmn_council_2020-05-06_618395.txt,pmn_minutes
20,5,2,1,Council Member Davis moved that the Town Council close the public hearing for the FY2021 Budget. Council Member Morgan seconded the motion. The motion carried with,Budget/Finance,APPROVED,Pass,council_vote,,procedural,keyword,medium,,,,16,6,0,pmn_backfill/text/pmn_council_2020-06-17_618397.txt,pmn_minutes
21,5,2,2,Council Member Morgan moved that the Town Council close the public hearing for the Town of Alta’s Intent to Adjust the UFSA Boundary. Council Member Davis seconded the,Public Hearing Action,APPROVED,Pass,council_vote,,procedural,keyword,medium,,,,6,16,0,pmn_backfill/text/pmn_council_2020-06-17_618397.txt,pmn_minutes
22,5,2,3,APPROVAL OF CONSENT AGENDA:,Consent/Minutes,APPROVED,Pass,council_vote,,procedural,keyword,high,,,,12,6,0,pmn_backfill/text/pmn_council_2020-06-17_618397.txt,pmn_minutes
23,5,2,4,DISCUSSION AND POSSIBLE ACTION ADOPTING A RESOLUTION APPROVING BOUNDARY ADJUSTMENT 2020-R-11,Resolution,APPROVED (3-1),Pass,council_vote,,approve,keyword,high,,,,6,16,1,pmn_backfill/text/pmn_council_2020-06-17_618397.txt,pmn_minutes
24,5,2,5,DISCUSSION AND POSSIBLE ACTION REGARDING EXTENSION OF EMERGENCY PROCLAMATION #1 2020-R-12,Resolution,RECORDED (no vote line),,council_vote,,procedural,keyword,high,,,,7,12,0,pmn_backfill/text/pmn_council_2020-06-17_618397.txt,pmn_minutes
