application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2020/2020-10-12/2020-10-14_2020_10_14_tc_minutes_approved.md|2,2,,DISCUSSION AND POSSIBLE ACTION ON ORDINANCE 2020-O-4 SUPPORTING LAND USE AMENDMENTS
2,Council|s|minutes/2020/2020-10-12/2020-10-14_2020_10_14_tc_minutes_approved.md|3,2,,DISCUSSION AND POSSIBLE ACTION ON ORDINANCE 2020-O-4 SUPPORTING LAND USE AMENDMENTS
3,Council|s|minutes/2020/2020-11-09/2020-11-12_2020_11_12_alta_town_council_mgt_work_session_minutes_approved.md|2,2,,DISCUSSION AND POSSIBLE ACTION ON ORDINANCE 2020-O-4 SUPPORTING LAND USE AMENDMENTS
4,Council|s|minutes/2021/2021-02-08/2021-02-10_2021_2_10_tc_minutes_approved.md|3,2,,DISCUSSION AND POSSIBLE ACTION ON 2021-O-1 LAND USE AMENDMENTS
5,Council|s|minutes/2021/2021-04-12/2021-04-14_2021_4_14_alta_town_council_minutes_approved.md|5,2,,RATIFICATION OF TOA ZONING MAP AS PART OF ORDINANCE 2021-O-1
6,Council|s|minutes/2021/2021-04-12/2021-04-14_2021_4_14_alta_town_council_minutes_approved.md|6,2,,RATIFICATION OF TOA ZONING MAP AS PART OF ORDINANCE 2021-O-1
7,Council|s|minutes/2021/2021-08-09/2021-08-11_08_11_21_tc_minutes_approved.md|5,2,,"DISCUSSION AND POSSIBLE ACTION ON 2021-O-6 PERTAINING TO ADOPTING THE BUSINESS LICENSE STUDY AND AMENDING TITLE 3 CHAPTER 1 RELATED TO BUSINESS LICENSE, DISPROPORTIONATE COSTS, AND ENHANCED FEES"
8,Council|s|minutes/2021/2021-08-09/2021-08-11_08_11_21_tc_minutes_approved.md|6,2,,"DISCUSSION AND POSSIBLE ACTION ON 2021-O-6 PERTAINING TO ADOPTING THE BUSINESS LICENSE STUDY AND AMENDING TITLE 3 CHAPTER 1 RELATED TO BUSINESS LICENSE, DISPROPORTIONATE COSTS, AND ENHANCED FEES"
9,Council|s|minutes/2021/2021-09-27/2021-09-29_2021_9_29_minutes_final.md|1,2,,"DISCUSSION AND POSSIBLE ACTION TO ADOPT 2021-O-8, AN ORIDINANCE ADOPTING BUSINESS LICENSE FEE STUDY, AUTHORIZING ADDING DISPROPORTIONATE AND ENHANCED FEES TO THE FEE SCHEDULE AND AMENDING TITLE 3 CHAPTER 1 OF THE ALTA CODE"
10,Council|s|minutes/2022/2022-06-13/2022-06-15_22_6_15_tc_meeting_minutes_approved.md|11,2,,DISCUSSION AND POSSIBLE ACTION ON ALTA SKI AREA’S REQUEST FOR A VARIANCE TO ALLOW INSTALLATION OF 8 WYSSEN TOWERS ON MOUNT BALDY ON SLOPES OVER 30 PERCENT
11,Council|s|minutes/2023/2023-08-07/2023-08-09_2023_8_9_tc_meeting_minutes_approved.md|5,2,,DISCUSSION AND POSSIBLE ACTION: ALTA SKI AREA REQUEST FOR A VARIANCE TO INSTALL A BH EXPLODER REMOTE AVALANCHE CONTROL SYSTEM ON A SLOPE OVER 30 PERCENT ON MOUNT BALDY
12,Council|s|minutes/2023/2023-10-09/2023-10-11_2023_10_11_tc_meeting_minutes_approved.md|2,2,,"approve the site plan agreement for the Sugarplum Meadows, Phase 5"
13,Council|s|minutes/2024/2024-11-11/2024-11-13_2024_11_13_alta_town_council_mgt_minutes_approved.md|5,2,,DISCUSSION AND POSSIBLE ACTION TO ADOPT ORDINANCE 2024-0-9 UPDATING THE | SUBDIVISION ORDINANCE
14,Council|s|minutes/2024/2024-11-11/2024-11-13_2024_11_13_alta_town_council_mgt_minutes_approved.md|6,2,,DISCUSSION AND POSSIBLE ACTION TO ADOPT ORDINANCE 2024-0-9 UPDATING THE | SUBDIVISION ORDINANCE
15,Council|s|minutes/2025/2025-04-07/2025-04-09_2025_4_9_town_council_meeting_minutes_approved.md|3,2,,"FACILITIES MASTER PLAN UPDATE, CHRIS CAWLEY"
16,Council|s|minutes/2025/2025-11-10/2025-11-12_2025_11_12_alta_town_council_meeting_minutes_approved.md|3,2,,DISCUSSION AND POSSIBLE ACTION ON THE SHRONTZ ESTATE’S PROPOSAL TO REZONE A | PORTION OF THE PATSEY MARLEY HILL PROPERTY AND AMEND THE 2014 DEVELOPMENT | AGREEMENT
17,Council|s|minutes/2025/2025-11-10/2025-11-12_2025_11_12_alta_town_council_meeting_minutes_approved.md|6,2,,DISCUSSION AND POSSIBLE ACTION TO ADOPT 2025-0-5 AMENDING SECTION 10-1-8 . “AMENDMENTS” AND SECTION 10-1-9 “HEARING AND PUBLICATION OF NOTICE BEFORE | AMENDING”
18,Council|s|minutes/2026/2026-04-06/2026-04-08_2026_4_8_alta_town_council_meeting_minutes_approved.md|8,2,,Discussion and possible action to adopt 2026-O-2 updating references to the Utah Land Use
19,Council|s|minutes/2026/2026-04-06/2026-04-08_2026_4_8_alta_town_council_meeting_minutes_approved.md|9,2,,Discussion and possible action to adopt 2026-0-3 amending the Town of Alta Zoning Map to
20,Council|s|minutes/2026/2026-04-06/2026-04-08_2026_4_8_alta_town_council_meeting_minutes_approved.md|11,2,,Discussion and possible action to adopt 2026-O-5 amending provisions of the Subdivision
21,PlanningCommission|s|minutes/2022/2022-05-30/2022-06-02_22_6_2_alta_planning_commission_minutes.md|1,3,,"approve granting a conditional use permit for the eight Wyssen Towers on Alta Ski Lifts’ private property, as requested in their letter dated May 23 rd, 2022, subject to the following conditions: that all requirements in the USFS decision letter dated January 2022, and all requirements in the ATF approval letter dated March 3rd, 2021 be incorporated as conditions in the conditional use permit granted by the Town of Alta, also including the"
22,PlanningCommission|s|minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md|2,3,,approve the conditional use permit application with the condition that Alta Ski Area use the smaller of the two tank farm structure options
23,PlanningCommission|s|minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md|3,3,,DISCUSSION AND POSSIBLE ACTION: CONDITIONAL USE PERMIT APPLICATION FROM ALTA SKI AREA TO INSTALL TWO CONEX STORAGE CONTAINERS ON A SEMI-PERMANENT BASIS ON PRIVATE LAND ADJACENT TO THE WILDCAT PARKING LOT: DAVE RICHARDS
24,PlanningCommission|s|minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md|2,3,,"approve the application and the plat amendment submitted to the Town of Alta, subject to two conditions: That a current and updated title report be provided to the Town of Alta that encompasses all the properties shown on the plat; and That Town of Alta legal counsel determines that the appropriate signatories are shown on"
