date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,1,MOTION: Council Member Birrell moved to ADJOURN. The motion was seconded by Council Member Newell,Procedural/Administrative,Passed (unanimous consent),Ellen Birrell,Shawn E. Newell,,,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,2,"MOTION: Council Member Newell moved to APPROVE Resolution 2022-38. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Ellen Birrell,Douglas Petersen,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,2,"MOTION: Council Member Newell moved to APPROVE Resolution 2022-38. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Ellen Birrell,Scott Bracken,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,2,"MOTION: Council Member Newell moved to APPROVE Resolution 2022-38. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Ellen Birrell,Shawn E. Newell,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,2,"MOTION: Council Member Newell moved to APPROVE Resolution 2022-38. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Ellen Birrell,Ellen Birrell,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,2,"MOTION: Council Member Newell moved to APPROVE Resolution 2022-38. The motion was seconded by Council Member Birrell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Shawn E. Newell,Ellen Birrell,Mike Weichers,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-39. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Douglas Petersen,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-39. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Scott Bracken,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-39. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Shawn E. Newell,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-39. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Ellen Birrell,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,3,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-39. The motion was seconded by Council Member Petersen. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Douglas Petersen,Mike Weichers,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-40. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Douglas Petersen,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-40. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Scott Bracken,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-40. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Shawn E. Newell,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-40. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Ellen Birrell,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,4,"MOTION: Council Member Bracken moved to APPROVE Resolution 2022-40. The motion was seconded by Council Member Newell. Vote on motion: Council Member Petersen-Aye, Council Member Bracken-Aye, Council Member Newell-Aye, Council Member Birrell-Aye, Mayor Mike Weichers-Aye",Resolution,Passed unanimously,Scott Bracken,Shawn E. Newell,Mike Weichers,Aye,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,5,"MOTION: Council Member Newell moved to APPROVE the City Council Work Session and Business Meeting Minutes from July 5, 2022. The motion was seconded by Council Member Birrell",Procedural/Administrative,Passed (unanimous consent),Shawn E. Newell,Ellen Birrell,,,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
2022-07-19,2022,"City Council — July 19, 2022 Work Session and Business Meeting&nbsp;",Council,6,MOTION: Council Member Bracken moved to ADJOURN. The motion was seconded by Council Member Petersen,Procedural/Administrative,Passed (unanimous consent),Scott Bracken,Douglas Petersen,,,minutes/2022/2022-07-18/2022-07-19_work-session-and-business-meeting.md,minutes
