source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-work-session.md,1,2020-01-07,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,pass,7,0,,tally-only,7:0 Pass,rule:lu-rezone,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,1,2020-01-07,Council,Procedural/Administrative,Appointment,,final-action,pass,7,0,,roll-call,7:0 Pass,rule:officer-elect,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,2,2020-01-07,Council,Procedural/Administrative,Appointment,,final-action,pass,7,0,,roll-call,7:0 Pass,rule:officer-elect,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,3,2020-01-07,Council,Resolution,Appointment,,final-action,pass,7,0,,roll-call,7:0 Pass,rule:officer-elect,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,4,2020-01-07,Council,Procedural/Administrative,Appointment,,final-action,pass,7,0,,roll-call,7:0 Pass,rule:officer-elect,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,5,2020-01-07,Council,Procedural/Administrative,Appointment,,final-action,pass,7,0,,roll-call,7:0 Pass,rule:officer-elect,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,6,2020-01-07,RDA,Appointment,Appointment,,final-action,pass,7,0,,roll-call,7:0 Pass,crosswalk,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,7,2020-01-07,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,fail,0,7,,roll-call,0:7 Fail,rule:lu-rezone,high
meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md,8,2020-01-07,Council,Land-Use/Zoning,Land-Use,Rezone,final-action,fail,0,7,,roll-call,0:7 Fail,rule:lu-rezone,high
meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-regular-meeting.md,1,2020-01-21,Council,Land-Use/Zoning,Land-Use,Annexation,final-action,pass,7,0,,roll-call,7:0 Pass,rule:lu-annex,high
meeting_minutes/minutes/2020/2020-01-20/2020-01-21_council-work-session.md,1,2020-01-21,Council,Other,Other,,final-action,pass,6,0,,roll-call,6:0 Pass,rule:no-signal,low
