date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-07,2020,Council Work Session,Council,1,Ordinances amending the General Plan designation/Zone Map classification of approximately 0.78 acres of property generally located at 862 E Quail Valley Dr from Public Facilities (PF) to Residential (R). Edgemont Neighborhood. (PLGPA20190009/ PLRZ20180430) This item was continued to the evening Council Meeting. (3:29:45),Land-Use/Zoning,7:0 Pass,,,,,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-work-session.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,Bill Fillmore,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,David Harding,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,David Sewell,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,David Shipley,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,George Handley,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,Shannon Ellsworth,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,1,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,Travis Hoban,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,2,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,Bill Fillmore,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,2,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,David Harding,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
2020-01-07,2020,Council Regular Meeting,Council,2,The election of the Municipal Council Chair and Vice-chair. (20-001) (0:32:04),Procedural/Administrative,7:0 Pass,,,David Sewell,Aye,meeting_minutes/minutes/2020/2020-01-06/2020-01-07_council-regular-meeting.md
