date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source
2020-01-14,2020,City Council,Council,1,"Approve Minutes from the December 3, 2019 Work Session, and the December 10, 2019 Council Meeting.",Procedural/Administrative,5:0 Pass,Chris Condie,Mike Southwick,Chris Condie,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,1,"Approve Minutes from the December 3, 2019 Work Session, and the December 10, 2019 Council Meeting.",Procedural/Administrative,5:0 Pass,Chris Condie,Mike Southwick,Katie Koivisto,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,1,"Approve Minutes from the December 3, 2019 Work Session, and the December 10, 2019 Council Meeting.",Procedural/Administrative,5:0 Pass,Chris Condie,Mike Southwick,Mike Southwick,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,1,"Approve Minutes from the December 3, 2019 Work Session, and the December 10, 2019 Council Meeting.",Procedural/Administrative,5:0 Pass,Chris Condie,Mike Southwick,Paige Albrecht,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,1,"Approve Minutes from the December 3, 2019 Work Session, and the December 10, 2019 Council Meeting.",Procedural/Administrative,5:0 Pass,Chris Condie,Mike Southwick,Paul Hancock,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,2,Fee Schedule Amendment a. Public Hearing Mayor Johnson opened the public hearing on this item.,Resolution,5:0 Pass,Mike Southwick,Paul Hancock,Chris Condie,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,2,Fee Schedule Amendment a. Public Hearing Mayor Johnson opened the public hearing on this item.,Resolution,5:0 Pass,Mike Southwick,Paul Hancock,Katie Koivisto,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,2,Fee Schedule Amendment a. Public Hearing Mayor Johnson opened the public hearing on this item.,Resolution,5:0 Pass,Mike Southwick,Paul Hancock,Mike Southwick,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,2,Fee Schedule Amendment a. Public Hearing Mayor Johnson opened the public hearing on this item.,Resolution,5:0 Pass,Mike Southwick,Paul Hancock,Paige Albrecht,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
2020-01-14,2020,City Council,Council,2,Fee Schedule Amendment a. Public Hearing Mayor Johnson opened the public hearing on this item.,Resolution,5:0 Pass,Mike Southwick,Paul Hancock,Paul Hancock,Aye,meeting_minutes/minutes/2020/2020-01-13/2020-01-14_city-council-meeting.md
