year,election_type,office,district,contest,precinct,candidate,votes,suppressed
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2702,HERBERT T. GOLDHARDT,113,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2702,MIKE RUTTER,77,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2702,Write-in,3,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2706,HERBERT T. GOLDHARDT,95,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2706,MIKE RUTTER,71,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2706,Write-in,1,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2708,HERBERT T. GOLDHARDT,66,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2708,MIKE RUTTER,103,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2708,Write-in,2,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2720,HERBERT T. GOLDHARDT,81,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2720,MIKE RUTTER,76,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2720,Write-in,1,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2722,HERBERT T. GOLDHARDT,77,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2722,MIKE RUTTER,106,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2722,Write-in,3,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2738,HERBERT T. GOLDHARDT,73,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2738,MIKE RUTTER,47,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2738,Write-in,1,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2738E,HERBERT T. GOLDHARDT,31,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2738E,MIKE RUTTER,61,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2738E,Write-in,0,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2746,HERBERT T. GOLDHARDT,52,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2746,MIKE RUTTER,63,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2746,Write-in,2,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2747,HERBERT T. GOLDHARDT,28,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2747,MIKE RUTTER,28,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2747,Write-in,0,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2748,HERBERT T. GOLDHARDT,70,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2748,MIKE RUTTER,82,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2748,Write-in,4,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2750,HERBERT T. GOLDHARDT,47,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2750,MIKE RUTTER,59,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2750,Write-in,0,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2752,HERBERT T. GOLDHARDT,59,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2752,MIKE RUTTER,58,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2752,Write-in,3,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2754,HERBERT T. GOLDHARDT,114,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2754,MIKE RUTTER,172,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2754,Write-in,0,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2756,HERBERT T. GOLDHARDT,38,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2756,MIKE RUTTER,53,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2756,Write-in,0,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2758,HERBERT T. GOLDHARDT,72,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2758,MIKE RUTTER,66,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2758,Write-in,0,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2760,HERBERT T. GOLDHARDT,98,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2760,MIKE RUTTER,28,False
2007,municipal general,Council,At-Large,South Salt Lake City Council At-Large,2760,Write-in,0,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2706,MARILYN H. BRUSCH,92,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2706,RYAN GOLD,82,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2706,Write-in,1,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2708,MARILYN H. BRUSCH,76,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2708,RYAN GOLD,102,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2708,Write-in,0,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2720,MARILYN H. BRUSCH,121,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2720,RYAN GOLD,49,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2720,Write-in,1,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2722,MARILYN H. BRUSCH,112,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2722,RYAN GOLD,78,False
2007,municipal general,Council,1,South Salt Lake City Council District 1,2722,Write-in,1,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2747,BILL ANDERSON,31,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2747,ROY TURNER,26,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2747,Write-in,0,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2752,BILL ANDERSON,55,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2752,ROY TURNER,66,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2752,Write-in,2,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2754,BILL ANDERSON,132,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2754,ROY TURNER,171,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2754,Write-in,0,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2756,BILL ANDERSON,49,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2756,ROY TURNER,48,False
2007,municipal general,Council,4,South Salt Lake City Council District 4,2756,Write-in,0,False
2007,municipal general,Council,5,South Salt Lake City Council District 5,2758,ERIC KINGSTON,47,False
2007,municipal general,Council,5,South Salt Lake City Council District 5,2758,L. SHANE SIWIK,91,False
2007,municipal general,Council,5,South Salt Lake City Council District 5,2758,Write-in,0,False
2007,municipal general,Council,5,South Salt Lake City Council District 5,2760,ERIC KINGSTON,33,False
2007,municipal general,Council,5,South Salt Lake City Council District 5,2760,L. SHANE SIWIK,99,False
2007,municipal general,Council,5,South Salt Lake City Council District 5,2760,Write-in,0,False
2009,municipal general,Council,2,South Salt Lake City Council District 2,2702,NICK GOSDIS,89,False
2009,municipal general,Council,2,South Salt Lake City Council District 2,2702,BOYD L. MARSHALL,98,False
2009,municipal general,Council,2,South Salt Lake City Council District 2,2702,Write-in,1,False
2009,municipal general,Council,2,South Salt Lake City Council District 2,2746,NICK GOSDIS,34,False
2009,municipal general,Council,2,South Salt Lake City Council District 2,2746,BOYD L. MARSHALL,71,False
2009,municipal general,Council,2,South Salt Lake City Council District 2,2746,Write-in,2,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2738,LINDA L. TURKOVICH,82,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2738,JOHN B. WEAVER,141,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2738,Write-in,0,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2748,LINDA L. TURKOVICH,66,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2748,JOHN B. WEAVER,69,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2748,Write-in,0,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2750,LINDA L. TURKOVICH,45,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2750,JOHN B. WEAVER,22,False
2009,municipal general,Council,3,South Salt Lake City Council District 3,2750,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2702,WES LOSSER,78,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2702,CHERIE WOOD,119,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2702,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2706,WES LOSSER,48,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2706,CHERIE WOOD,103,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2706,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2708,WES LOSSER,48,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2708,CHERIE WOOD,113,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2708,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2720,WES LOSSER,77,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2720,CHERIE WOOD,78,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2720,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2722,WES LOSSER,56,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2722,CHERIE WOOD,100,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2722,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2738,WES LOSSER,51,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2738,CHERIE WOOD,175,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2738,Write-in,3,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2746,WES LOSSER,38,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2746,CHERIE WOOD,72,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2746,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2747,WES LOSSER,7,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2747,CHERIE WOOD,49,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2747,Write-in,1,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2748,WES LOSSER,33,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2748,CHERIE WOOD,105,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2748,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2750,WES LOSSER,31,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2750,CHERIE WOOD,36,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2750,Write-in,0,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2752,WES LOSSER,32,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2752,CHERIE WOOD,45,False
2009,municipal general,Mayor,,South Salt Lake City Mayor,2752,Write-in,0,False
