city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
sandy,Brooke D'Sousa,2021,Council At-Large,,19766.72,21672.45,5,5,sum-interim,
sandy,Brooke Christensen,2021,Council District 1,,41276.49,36995.88,3,3,override,"OVERRIDE: per-period filer; the Oct-26 'October 26 - Final' summary is ITSELF a period report. PROOF: the Dec-02 report's printed Column B YTD = $41,276.49 / $36,995.88 = the exact sum of all three filings' Column A (38,411.24+1,865.25+1,000.00 / 28,033.13+3,533.58+5,429.17) — the max() rule had dropped the Final's period ($39,411.24/$33,462.30). Resolves this row's MIXED review_flag"
sandy,Alison Stroud,2021,Council District 2,,0.0,0.0,2,2,summary,
sandy,Kris Nicholl,2021,Council District 3,,46406.16,64730.6,4,3,override,"OVERRIDE: per-period filer whose Dec-01 'Final Disclosure' is itself a period report (Nov activity $16,939.84/$18,140.05). PROOF (spent, exact): Final's printed Column B $64,730.60 = 28,854.35 + 17,736.20 + 18,140.05 = the sum of the three live reports' Column A to the cent. Raised = the same per-period sum $46,406.16 (27,912.84+1,553.48+16,939.84); the filer's raised-side Column B ($61,640.76) does not foot to any combination of the A columns and is recorded as a filer YTD anomaly — the A-column chain is the auditable figure. Resolves this row's MIXED review_flag"
sandy,Monica Zoltanski,2021,Mayor,,39095.25,39065.19,5,5,sum-interim,"MIXED: latest summary $2,977 vs summed interims $39,065 spent — took the larger; verify per-candidate incremental-vs-cumulative"
sandy,Cyndi Sharkey,2021,Mayor,,0.0,0.0,2,2,summary,
sandy,Brooke D'Sousa,2023,Council At-Large,,6093.99,0.0,2,2,override,"OVERRIDE: officeholder-year chain: the 2024-01-10 'Annual Disclosure 2023' prints Column A = Column B = $6,093.99 raised / $0.00 spent (the 2023 year-end figure); the latest-summary rule instead took the LATER 2024-12-30 'Annual Disclosure 2024' (0/0), which reports the FOLLOWING year. Cycle-2023 figure = the 2023 year-end's printed totals"
sandy,Brooke Christensen,2023,Council District 1,,6312.62,6729.63,6,2,override,"OVERRIDE: the filer typed her EMAIL as reporting_period on 5 filings, so period-dedup superseded ALL earlier ones incl. two REAL periods (Aug-06 $3,100/$2,754.30 and Oct $3,212.62/$3,471.87 — Aug-06 vs Aug-28 itemizations are DISJOINT, row-verified). Only the Oct-21/Oct-30 pair is an exact re-file (identical rows both sides, row-verified; counted once). PROOF: Nov-14's printed Column B = $6,312.62/$6,312.62 = 3,100+3,212.62 / 2,754.30+86.45+3,471.87 EXACT. Raised = $6,312.62 (B-exact; Nov/Dec add $0); spent = 6,312.62 + Nov 157.76 + Dec 259.25 = $6,729.63 (trailing per-period Column A, the filer's consistent style)"
sandy,Alison Stroud,2023,Council District 2,,970.0,970.0,8,8,sum-interim,
sandy,Cyndi Sharkey,2023,Mayor,,21797.0,20302.31,9,7,override,"OVERRIDE: per-period filer; PROOF: Dec-20 summary's printed Column B YTD = $21,797.00 raised (= sum of the four live period reports' Column A exactly) and $20,302.31 spent (= 20,294.59 + the Dec-20 report's own $7.72 EXACT). The Jan-2025 'Annual Disclosure' ($4,000/$1,171.45) is a later officeholder-year statement outside this chain (its B is blank) and stays excluded, as the max() rule also did. Resolves this row's MIXED review_flag"
sandy,Monica Zoltanski,2023,Mayor,,0.0,0.0,2,2,summary,
sandy,Brooke D'Sousa,2025,Council At-Large,,8535.0,5542.45,4,4,sum-interim,
sandy,Brooke Christensen,2025,Council District 1,,8215.85,8215.85,4,4,override,"OVERRIDE: per-period filer whose Nov-20 '30 days after election' summary is itself a period report (post-election bills $1,830.80). PROOF: the sum of ALL live filings' Column A is IDENTICAL on both sides — $8,215.85 raised = $8,215.85 spent (6,140.85+2,075+0 / 6,140.85+244.20+1,830.80) — the campaign zeroed out exactly, which only holds under the per-period reading. Resolves this row's MIXED review_flag"
sandy,Alison Stroud,2025,Council District 2,,17743.61,13483.97,4,4,sum-interim,
sandy,Kris Nicholl,2025,Council District 3,,5590.0,5509.74,6,5,sum-interim,
sandy,Parry Harrison,2025,Council District 3,,3942.01,3942.01,4,4,override,"OVERRIDE: per-period filer whose Oct-09 '30 Day Post Primary' summary is itself a period report. PROOF: the sum of ALL live filings' Column A is IDENTICAL on both sides — $3,942.01 = $3,942.01 (0+1,968.40+470+1,503.61 both sides) — exact campaign closure, which only holds under the per-period reading. (The '7.15.25 Disclosure' prints $0/$0; its 'Ammended 28 day' re-file carries the real period and both stay live without double-counting.) Resolves this row's MIXED review_flag"
sandy,Monica Zoltanski,2025,Mayor,,213475.19,212744.86,7,7,override,"OVERRIDE: the 'July 15 2025 Amended' report (74,895.78/31,648.98) RESTATES the 'July 15 2025 Report' (74,106.51/30,465.27) — row-verified: all 104 contribution rows and all 26 expenditure rows of the original recur identically in the amendment — but the differing stated totals defeat the identical-totals orphan-amendment pairing, so both stayed live and the naive sum double-counted the period. Cycle = sum of live periods minus the superseded-in-substance original: 287,581.70-74,106.51 = $213,475.19 raised; 243,210.13-30,465.27 = $212,744.86 spent"
sandy,Cyndi Sharkey,2025,Mayor,,92841.21,96891.98,6,6,override,"OVERRIDE: per-period filer (mayoral); the latest-summary rule took the Jan-2026 near-empty Annual (0/0) and dropped the REAL Dec-04 '30 days after general' period ($5,950.00/$26,432.56). Cycle = sum of the five period reports' Column A: raised 51,231.21+1,850+17,925+15,885+5,950 = $92,841.21; spent 17,432.68+8,252.96+27,867.88+16,905.90+26,432.56 = $96,891.98. Itemizations are disjoint across reports (regime detector: incremental; each filing reconciles stated-vs-itemized)"
