body,pmn_body_id,notice_id,notice_url,notice_title,date,notice_date,audio_url,pmn_file_id,audio_filename,media_type,category
Council,5809,370411,https://www.utah.gov/pmn/sitemap/notice/370411.html,Agenda,2017-01-11,2017-01-11,https://www.utah.gov/pmn/files/282681.MP3,282681,01-11-2017 Emigration.MP3,mp3,Audio Recording
Council,5809,373523,https://www.utah.gov/pmn/sitemap/notice/373523.html,Agenda,2017-01-26,2017-01-26,https://www.utah.gov/pmn/files/282735.MP3,282735,01-26-2017 Emigration.MP3,mp3,Audio Recording
Council,5809,375867,https://www.utah.gov/pmn/sitemap/notice/375867.html,Agenda,2017-02-07,2017-02-07,https://www.utah.gov/pmn/files/282683.MP3,282683,02-07-17 Emigration.MP3,mp3,Audio Recording
Council,5809,380303,https://www.utah.gov/pmn/sitemap/notice/380303.html,Agenda,2017-02-28,2017-02-28,https://www.utah.gov/pmn/files/282687.MP3,282687,02-28-17 Emigration.MP3,mp3,Audio Recording
Council,5809,381829,https://www.utah.gov/pmn/sitemap/notice/381829.html,Agenda,2017-03-07,2017-03-07,https://www.utah.gov/pmn/files/284945.MP3,284945,03-07-17 Emigration .MP3,mp3,Audio Recording
Council,5809,381877,https://www.utah.gov/pmn/sitemap/notice/381877.html,Agenda,2017-03-07,2017-03-07,https://www.utah.gov/pmn/files/284947.MP3,284947,03-07-17 Emigration .MP3,mp3,Audio Recording
Council,5809,387095,https://www.utah.gov/pmn/sitemap/notice/387095.html,Agenda,2017-04-04,2017-04-04,https://www.utah.gov/pmn/files/295571.MP3,295571,04-04-17.MP3,mp3,Audio Recording
Council,5809,390099,https://www.utah.gov/pmn/sitemap/notice/390099.html,Agenda,2017-04-24,2017-04-24,https://www.utah.gov/pmn/files/295583.MP3,295583,04-24-17.MP3,mp3,Audio Recording
Council,5809,392869,https://www.utah.gov/pmn/sitemap/notice/392869.html,Agenda,2017-05-02,2017-05-02,https://www.utah.gov/pmn/files/297679.MP3,297679,05-02-17.MP3,mp3,Audio Recording
Council,5809,399589,https://www.utah.gov/pmn/sitemap/notice/399589.html,Agenda,2017-06-06,2017-06-06,https://www.utah.gov/pmn/files/305553.MP3,305553,06-06-17.MP3,mp3,Audio Recording
Council,5809,400911,https://www.utah.gov/pmn/sitemap/notice/400911.html,Agenda,2017-06-12,2017-06-12,https://www.utah.gov/pmn/files/307345.MP3,307345,06-12-17.MP3,mp3,Audio Recording
Council,5809,405733,https://www.utah.gov/pmn/sitemap/notice/405733.html,Agenda,2017-07-10,2017-07-10,https://www.utah.gov/pmn/files/313983.MP3,313983,07-10-17.MP3,mp3,Audio Recording
Council,5809,409739,https://www.utah.gov/pmn/sitemap/notice/409739.html,Agenda,2017-08-01,2017-08-01,https://www.utah.gov/pmn/files/319055.MP3,319055,08-01-17.MP3,mp3,Audio Recording
Council,5809,415169,https://www.utah.gov/pmn/sitemap/notice/415169.html,Agenda,2017-09-05,2017-09-05,https://www.utah.gov/pmn/files/326667.MP3,326667,09-05-17.MP3,mp3,Audio Recording
Council,5809,420461,https://www.utah.gov/pmn/sitemap/notice/420461.html,Agenda,2017-10-03,2017-10-03,https://www.utah.gov/pmn/files/334603.MP3,334603,10-03-17.MP3,mp3,Audio Recording
Council,5809,427077,https://www.utah.gov/pmn/sitemap/notice/427077.html,Agenda,2017-11-06,2017-11-06,https://www.utah.gov/pmn/files/345239.MP3,345239,11-06-17.MP3,mp3,Audio Recording
Council,5809,436095,https://www.utah.gov/pmn/sitemap/notice/436095.html,Agenda,2017-12-20,2017-12-20,https://www.utah.gov/pmn/files/358717.MP3,358717,12-20-17.MP3,mp3,Audio Recording
