audio_url,http,content_type,bytes
https://www.utah.gov/pmn/files/282681.MP3,404,,
https://www.utah.gov/pmn/files/282735.MP3,404,,
https://www.utah.gov/pmn/files/282683.MP3,404,,
https://www.utah.gov/pmn/files/282687.MP3,404,,
https://www.utah.gov/pmn/files/284945.MP3,404,,
https://www.utah.gov/pmn/files/284947.MP3,404,,
https://www.utah.gov/pmn/files/295571.MP3,404,,
https://www.utah.gov/pmn/files/295583.MP3,404,,
https://www.utah.gov/pmn/files/297679.MP3,404,,
https://www.utah.gov/pmn/files/305553.MP3,404,,
https://www.utah.gov/pmn/files/307345.MP3,404,,
https://www.utah.gov/pmn/files/313983.MP3,404,,
https://www.utah.gov/pmn/files/319055.MP3,404,,
https://www.utah.gov/pmn/files/326667.MP3,404,,
https://www.utah.gov/pmn/files/334603.MP3,404,,
https://www.utah.gov/pmn/files/345239.MP3,404,,
https://www.utah.gov/pmn/files/358717.MP3,404,,
https://www.utah.gov/pmn/files/358881.MP3,404,,
https://www.utah.gov/pmn/files/362997.mp3,404,,
https://www.utah.gov/pmn/files/362999.mp3,404,,
https://www.utah.gov/pmn/files/368393.mp3,404,,
https://www.utah.gov/pmn/files/382353.MP3,404,,
https://www.utah.gov/pmn/files/392109.mp3,404,,
https://www.utah.gov/pmn/files/400127.MP3,404,,
https://www.utah.gov/pmn/files/409213.MP3,404,,
https://www.utah.gov/pmn/files/415061.MP3,404,,
https://www.utah.gov/pmn/files/422745.MP3,404,,
https://www.utah.gov/pmn/files/433497.MP3,404,,
https://www.utah.gov/pmn/files/439739.MP3,404,,
https://www.utah.gov/pmn/files/445229.MP3,404,,
https://www.utah.gov/pmn/files/445227.MP3,404,,
https://www.utah.gov/pmn/files/451827.MP3,404,,
https://www.utah.gov/pmn/files/454963.MP3,404,,
https://www.utah.gov/pmn/files/462901.MP3,200,audio/mpeg,243870114
https://www.utah.gov/pmn/files/464051.MP3,200,audio/mpeg,141573768
https://www.utah.gov/pmn/files/474181.MP3,200,audio/mpeg,286340828
https://www.utah.gov/pmn/files/482087.MP3,200,audio/mpeg,244722124
https://www.utah.gov/pmn/files/484655.mp3,200,audio/mpeg,41699496
https://www.utah.gov/pmn/files/490509.mp3,200,audio/mpeg,225764154
https://www.utah.gov/pmn/files/500023.MP3,200,audio/mpeg,271165148
https://www.utah.gov/pmn/files/507049.MP3,200,audio/mpeg,180903519
https://www.utah.gov/pmn/files/507089.MP3,200,audio/mpeg,445461
https://www.utah.gov/pmn/files/514111.MP3,200,audio/mpeg,188844386
https://www.utah.gov/pmn/files/522687.MP3,200,audio/mpeg,201391251
https://www.utah.gov/pmn/files/516077.MP3,200,audio/mpeg,201391251
https://www.utah.gov/pmn/files/524651.MP3,200,audio/mpeg,235660978
https://www.utah.gov/pmn/files/532851.MP3,200,audio/mpeg,147078980
https://www.utah.gov/pmn/files/533607.mp3,200,audio/mpeg,177488286
https://www.utah.gov/pmn/files/543875.MP3,200,audio/mpeg,226019914
https://www.utah.gov/pmn/files/556731.mp3,200,audio/mpeg,5974928
https://www.utah.gov/pmn/files/556729.MP3,200,audio/mpeg,267530784
https://www.utah.gov/pmn/files/608369.MP3,200,audio/mpeg,146090308
https://www.utah.gov/pmn/files/608367.mp3,200,audio/mpeg,93739071
https://www.utah.gov/pmn/files/569273.mp3,200,audio/mpeg,116629438
https://www.utah.gov/pmn/files/569271.mp3,200,audio/mpeg,110691573
https://www.utah.gov/pmn/files/579921.MP3,200,audio/mpeg,147731622
https://www.utah.gov/pmn/files/581655.MP3,200,audio/mpeg,200328
https://www.utah.gov/pmn/files/581653.MP3,200,audio/mpeg,104996906
https://www.utah.gov/pmn/files/595461.mp3,200,audio/mpeg,182915410
https://www.utah.gov/pmn/files/606843.MP3,200,audio/mpeg,174257968
https://www.utah.gov/pmn/files/612753.mp3,200,audio/mpeg,67276579
https://www.utah.gov/pmn/files/615425.mp3,200,audio/mpeg,110542293
https://www.utah.gov/pmn/files/621017.mp3,200,audio/mpeg,150408310
https://www.utah.gov/pmn/files/640531.MP3,200,audio/mpeg,124507930
https://www.utah.gov/pmn/files/639567.MP3,200,audio/mpeg,154819792
https://www.utah.gov/pmn/files/641707.MP3,200,audio/mpeg,91653830
https://www.utah.gov/pmn/files/647219.MP3,200,audio/mpeg,128748544
https://www.utah.gov/pmn/files/648477.MP3,200,audio/mpeg,36632430
https://www.utah.gov/pmn/files/684261.MP3,200,audio/mpeg,30274644
https://www.utah.gov/pmn/files/660177.MP3,200,audio/mpeg,145314146
https://www.utah.gov/pmn/files/663953.MP3,200,audio/mpeg,186040090
https://www.utah.gov/pmn/files/668857.MP3,200,audio/mpeg,121373236
https://www.utah.gov/pmn/files/672917.MP3,200,audio/mpeg,190823632
https://www.utah.gov/pmn/files/675527.MP3,200,audio/mpeg,84901700
https://www.utah.gov/pmn/files/680641.MP3,200,audio/mpeg,137021566
https://www.utah.gov/pmn/files/692293.mp3,200,audio/mpeg,130241631
https://www.utah.gov/pmn/files/692295.MP3,200,audio/mpeg,119259948
https://www.utah.gov/pmn/files/693513.mp3,200,audio/mpeg,87618802
https://www.utah.gov/pmn/files/702377.mp3,200,audio/mpeg,101071263
https://www.utah.gov/pmn/files/702375.MP3,200,audio/mpeg,101383266
https://www.utah.gov/pmn/files/702387.mp3,200,audio/mpeg,87351155
https://www.utah.gov/pmn/files/717467.mp3,200,audio/mpeg,129955647
https://www.utah.gov/pmn/files/717469.MP3,200,audio/mpeg,130355798
https://www.utah.gov/pmn/files/711817.mp3,200,audio/mpeg,123574824
https://www.utah.gov/pmn/files/722481.MP3,200,audio/mpeg,92278199
https://www.utah.gov/pmn/files/722465.mp3,200,audio/mpeg,162602770
https://www.utah.gov/pmn/files/764609.mp3,200,audio/mpeg,132704425
https://www.utah.gov/pmn/files/764613.mp3,200,audio/mpeg,130613111
https://www.utah.gov/pmn/files/744221.mp3,200,audio/mpeg,93273947
https://www.utah.gov/pmn/files/752701.mp3,200,audio/mpeg,118869880
https://www.utah.gov/pmn/files/760675.MP3,200,audio/mpeg,58092544
https://www.utah.gov/pmn/files/760677.MP3,200,audio/mpeg,19722010
https://www.utah.gov/pmn/files/764599.mp3,200,audio/mpeg,106729026
https://www.utah.gov/pmn/files/775263.mp3,200,audio/mpeg,136634136
https://www.utah.gov/pmn/files/783659.mp3,200,audio/mpeg,96578386
https://www.utah.gov/pmn/files/793907.mp3,200,audio/mpeg,108483341
https://www.utah.gov/pmn/files/820841.m4a,200,audio/mp4,133222075
https://www.utah.gov/pmn/files/817379.mp3,200,audio/mpeg,183610931
https://www.utah.gov/pmn/files/828145.MP3,200,audio/mpeg,72252064
https://www.utah.gov/pmn/files/840991.MP3,200,audio/mpeg,64169151
https://www.utah.gov/pmn/files/840993.MP3,200,audio/mpeg,391170
https://www.utah.gov/pmn/files/844757.MP3,200,audio/mpeg,52060320
https://www.utah.gov/pmn/files/847617.mp3,200,audio/mpeg,54070125
https://www.utah.gov/pmn/files/857279.MP3,200,audio/mpeg,59281254
https://www.utah.gov/pmn/files/865719.MP3,200,audio/mpeg,78223205
https://www.utah.gov/pmn/files/869589.MP3,200,audio/mpeg,55086372
https://www.utah.gov/pmn/files/879375.MP3,200,audio/mpeg,59384563
https://www.utah.gov/pmn/files/879363.MP3,200,audio/mpeg,85001382
https://www.utah.gov/pmn/files/879365.MP3,200,audio/mpeg,38713240
https://www.utah.gov/pmn/files/886288.MP3,200,audio/mpeg,56161115
https://www.utah.gov/pmn/files/890999.MP3,200,audio/mpeg,106633906
https://www.utah.gov/pmn/files/895431.MP3,200,audio/mpeg,50074731
https://www.utah.gov/pmn/files/901409.MP3,200,audio/mpeg,140408350
https://www.utah.gov/pmn/files/907981.MP3,200,audio/mpeg,70762666
https://www.utah.gov/pmn/files/913469.MP3,200,audio/mpeg,75553397
https://www.utah.gov/pmn/files/913733.MP3,200,audio/mpeg,160770068
https://www.utah.gov/pmn/files/923107.MP3,200,audio/mpeg,127062706
https://www.utah.gov/pmn/files/925359.MP3,200,audio/mpeg,53908671
https://www.utah.gov/pmn/files/930807.MP3,200,audio/mpeg,79860484
https://www.utah.gov/pmn/files/930809.MP3,200,audio/mpeg,54533412
https://www.utah.gov/pmn/files/930811.MP3,200,audio/mpeg,57495070
https://www.utah.gov/pmn/files/938407.MP3,200,audio/mpeg,58594676
