application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2018/2018-11-21/2018-11-21_council-meeting.md|5,1,,to add Chris Johnson and Cheryl Kerrigan to the Annexation Committee on an interim basis
2,Council|s|minutes/2019/2019-05-15/2019-05-15_council-meeting.md|2,1,,"to approve the resolution with the amendment that if Rio Tinto protests the annexation, Copperton Metro Township will withdraw"
3,Council|s|minutes/2019/2019-05-15/2019-05-15_council-meeting.md|3,1,,to direct the Copperton Metro Township Planning Commission to make the general plan its focus starting in June
4,Council|s|minutes/2019/2019-06-19/2019-06-19_council-meeting.md|5,1,,to approve the resolution withdrawing the annexation petition
5,Council|s|minutes/2019/2019-06-19/2019-06-19_council-meeting.md|6,1,,to close the Council meeting to discuss qualifications of possible members of the General Plan Steering Committee
6,Council|s|minutes/2020/2020-01-15/2020-01-15_council-meeting.md|13,1,,to appoint Kevin Severson as the liaison to the Planning & Zoning Commission
7,Council|s|minutes/2020/2020-10-21/2020-10-21_council-meeting.md|6,1,,to approve the General Plan as presented with recommended changes from the Planning Commission and Nathan Bracken
8,Council|s|minutes/2020/2020-12-16/2020-12-16_council-meeting.md|6,1,,"to approve the agreement and set May 1, 2020, as the deadline to have a master plan to the Council for approval"
9,Council|s|minutes/2022/2022-03-16/2022-03-16_council-meeting.md|3,1,,to adopt the annexation policy plan as written
10,Council|s|minutes/2022/2022-03-16/2022-03-16_council-meeting.md|4,1,,to approve the Annexation Ordinance as written
11,Council|s|minutes/2023/2023-06-06/2023-06-06_council-meeting.md|4,1,,to approve Title 18 Subdivisions
12,Council|s|minutes/2024/2024-10-16/2024-10-16_council-meeting.md|5,1,,"to send the proposed changes before the Planning and Zoning Commission to review, along with direction for Council Member Stitzer to submit her redlined revisions to staff, including Dan Torres and Bianca Paulino for evaluation"
13,Council|s|minutes/2025/2025-01-15/2025-01-15_council-meeting.md|5,1,,to have Copperton opt-in for the Water Elements General Plan Amendments
14,PlanningCommission|s|minutes/2020/2020-09-23/2020-09-23_planningcommission-meeting.md|2,2,,To recommend the Copperton Metro Township General Plan to the Copperton Metro Township Council for approval with one amendment to remove the incorrect R-1-6 label from the Zoning Map
15,PlanningCommission|s|minutes/2021/2021-09-28/2021-09-28_planningcommission-meeting.md|4,2,,To recommend file #OAM2021-000427 for a proposed ordinance creating Chapter 19.15 of the Copperton Code of Ordinances allowing for and regulating Accessory Dwelling Units (ADUs) and Interior Accessory Dwelling Units (IADUs) to the Copperton Council for approval as presented with recommended formatting and date changes discussed for consistency
16,PlanningCommission|s|minutes/2021/2021-09-28/2021-09-28_planningcommission-meeting.md|5,2,,To recommend file #OAM2021-000429 for a proposed ordinance removing square footage limits in the R-1 Zones for accessory structures in the Copperton Code of Ordinances Section 19.14 to the Copperton Council for approval as presented with recommended changes discussed
17,PlanningCommission|s|minutes/2021/2021-09-28/2021-09-28_planningcommission-meeting.md|6,2,,To recommend file #OAM2021-000428 for a proposal to amend the existing Floodplain Ordinance in Section 19.74 of the Copperton Code of Ordinances. This update will replace the existing Section 19.74 with new language that conforms with current State of Utah and FEMA requirements to the Copperton Council for approval as presented with recommended changes discussed
18,PlanningCommission|copperton s draft annexation,2,Copperton's Draft Annexation,"To recommend approval of the Annexation Policy Plan - Pursuant to State Code 10-2-401.5, the Planning Commission is holding a public hearing to allow members of the public to review and provide comment on Copperton's Draft Annexation Policy Plan. Prior to the opening of the public hearing, Long Range Planner, Kayla Mauldin, will give a brief presentation on the draft. Following the public hearing,"
19,PlanningCommission|annexation ordinance pursuant to state code 10 9a 205,2,Annexation Ordinance - Pursuant to State Code 10-9a-205,"To recommend approval of the Annexation Ordinance - Pursuant to State Code 10-9a-205, the Planning Commission is holding a public hearing to allow members of the public to review and provide comment on a drafted Annexation Ordinance for Copperton. This proposed Ordinance establishes the language and policies that would allow Copperton to consider an annexation petition or initiate an annexation in"
20,PlanningCommission|s|minutes/2023/2023-04-11/2023-04-11_planningcommission-meeting.md|2,2,,"To recommend approval to the Copperton Council of file # OAM2022-000737 to repeal and replace Copperton’s land use ordinances, Title 18 Subdivisions, and Title 19 Zoning to the Copperton Council with recommended changes and amendments as provided below. 1. Remove the larger animals, cows, sheep, and goats, from the definition of “Family Food Production.” 2. Amend Table 19.28.020 - Uses Allowed in "
21,PlanningCommission|s|minutes/2023/2023-06-13/2023-06-13_planningcommission-meeting.md|2,2,,To recommend approval of application #REZ2023-000840 Charles Adderley is requesting a rezone to change his property’s zoning classification from the C-2 (Commercial Zone) to NMU (Neighborhood Mixed Use Zone) to the Copperton Council as proposed
22,PlanningCommission|s|minutes/2024/2024-09-10/2024-09-10_planningcommission-meeting.md|4,2,,"To approve application #PUD2024-001214 Dale Bennett is seeking to develop a mixed-use planned unit development and will consist of 18 total units, 17 residential, and 1 commercial unit on ground level with staff recommendations"
23,PlanningCommission|copperton subdivision,2,Copperton Subdivision,"To recommend file #OAM2024-0001253 proposed amendments to the Copperton Subdivision Ordinance, Title 18 of the Copperton Municipal Code, to comply with 2024 Utah Legislative Mandates for approval to the Copperton Council, including clean up and non-substantive changes"
24,PlanningCommission|s|minutes/2024/2024-11-19/2024-11-19_planningcommission-meeting.md|2,2,,To recommend file #OAM2024-001298 Consideration of an ordinance amending the setback requirements other location provisions for accessory structures in residential zones to the Copperton Town Council for approval. All other discussion items are tabled to the December 9th planning commission meeting
25,PlanningCommission|s|minutes/2025/2025-05-13/2025-05-13_planningcommission-meeting.md|4,2,,"To recommend file #OAM2025-001372 Consideration of an ordinance adopting Copperton Engineering Standard Drawings and Specifications. The proposed ordinance includes the adoption by reference of the latest revision of AASHTO “A Policy on Geometric Design of Highways and Streets” (Green Book), the Utah Manual on Uniform Traffic Control Devices (MUTCD), and APWA Manual of Standard Plans and Manual of"
26,PlanningCommission|s|minutes/2025/2025-05-13/2025-05-13_planningcommission-meeting.md|5,2,,To recommend file #OAM2025-001375 Consideration of a resolution amending Copperton’s land use fee schedule for denial to the Copperton Council
27,PlanningCommission|s|minutes/2025/2025-05-13/2025-05-13_planningcommission-meeting.md|6,2,,To recommend file #OAM2025-001376 Consideration of an ordinance amending Title 19 of the Copperton Municipal Code to clarify when infrastructure and public improvements must be installed by a developer subject to the limitations on exactions in Utah Code for approval to the Copperton Council
