motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,"to approve the minutes of the Copperton Metro Township Council meeting held on June 18, 2018",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,8,7,0,minutes/2018/2018-07-18/2018-07-18_council-meeting.md,minutes
2,1,1,2,"to approve the resolution including the following amendments: If an inspection is required, the business owner will pay for the inspection costs. Business owners will notify Copperton Metro Township that it is doing business in Copperton. The name will be changed from “business license” to “business listing.”",Resolution,5-0 Pass,Pass,council_vote,,approve,keyword,high,,,,2,7,1,minutes/2018/2018-07-18/2018-07-18_council-meeting.md,minutes
3,1,1,3,"to make the changes effective as of January 1, 2019",Other,5-0 Pass,Pass,council_vote,,,unclassified,low,,,,2,12,1,minutes/2018/2018-07-18/2018-07-18_council-meeting.md,minutes
4,1,1,4,to approve the resolution,Resolution,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,13,2,0,minutes/2018/2018-07-18/2018-07-18_council-meeting.md,minutes
5,2,1,1,to approve the legal invoice for June and July,Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,2,0,minutes/2018/2018-08-15/2018-08-15_council-meeting.md,minutes
6,2,1,2,that the Council begin the process to move the cemetery funds away from the County with a deadline of two weeks. Mayor Clayton amended the motion to indicate that the service provider provide an accounting of the monies,Other,Pass,Pass,council_vote,,,unclassified,low,,,,2,7,0,minutes/2018/2018-08-15/2018-08-15_council-meeting.md,minutes
7,2,1,3,to give the Planning Commission another option to prepare a new ordinance based on the feedback received to date,Ordinance,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,13,7,0,minutes/2018/2018-08-15/2018-08-15_council-meeting.md,minutes
8,3,1,1,"to conditionally approve the policy and resolution with the following changes: 1. Specify that this is specific to the cemetery, 2. Change the finance department to the department that needs to be defined (finance director of the Greater Salt Lake Municipal Services District (GSLMSD)), 3. Remove reference to ticket sales. 4. Remove report for travel. 5. Other formatting and technical changes",Resolution,Pass,Pass,council_vote,,approve,keyword,high,,,,2,7,0,minutes/2018/2018-09-04/2018-09-04_council-meeting.md,minutes
9,3,1,2,to have Council Member Pazell and Nathan Bracken work together to draft the letter,Other,Pass (unanimous),Pass,council_vote,,,unclassified,low,,,,13,8,0,minutes/2018/2018-09-04/2018-09-04_council-meeting.md,minutes
10,3,1,3,to approve Mr. Bracken sending the letter to the Census Bureau,Other,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,8,0,minutes/2018/2018-09-04/2018-09-04_council-meeting.md,minutes
11,4,1,1,"to approve the minutes of the Copperton Metro Township Council meetings held on July 18, 2018, and August 15, 2018",Procedural/Administrative,Pass (unanimous),Pass,council_vote,,procedural,keyword,high,,,,7,2,0,minutes/2018/2018-09-19/2018-09-19_council-meeting.md,minutes
12,4,1,2,to table this matter until next month,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,2,8,0,minutes/2018/2018-09-19/2018-09-19_council-meeting.md,minutes
13,4,1,3,to table this item until next month,Procedural/Administrative,Pass (unanimous),Pass,council_vote,,table,keyword,high,,,,13,2,0,minutes/2018/2018-09-19/2018-09-19_council-meeting.md,minutes
14,5,1,1,"to approve an attorney bill for $2,287.50",Budget/Fiscal,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,2,7,0,minutes/2018/2018-11-21/2018-11-21_council-meeting.md,minutes
15,5,1,2,to approve the tentative budget,Budget/Fiscal,Pass (unanimous),Pass,council_vote,,approve,keyword,high,,,,7,2,0,minutes/2018/2018-11-21/2018-11-21_council-meeting.md,minutes
