adid,date,title,filename,url,bytes,sha256,is_pdf
4919,2020-01-02,"January 2, 2020",2020-01-02_january_2_2020_adid4919.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/4919,1747455,bec59829d5ab18f7f645b4ff6046374ea5505825c21dd3efee0b3e9eb656e533,True
4920,2020-01-16,"January 16, 2020",2020-01-16_january_16_2020_adid4920.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/4920,2945475,fb007079989657b41484d915b1f274ce8e7db481ad08502b0b1d7d5a68579064,True
4936,2020-02-06,"February 6, 2020",2020-02-06_february_6_2020_adid4936.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/4936,4142868,2144a78728a8e9e5fe94b856db171071ec417df848be26f6ed43d1a4f6cd2449,True
4937,2020-02-20,"February 20, 2020",2020-02-20_february_20_2020_adid4937.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/4937,8813480,090a2d65282a3cdf49cbd4c98fc2afb98d4033a8ca2803c8775ac1f52a6caa49,True
4984,2020-03-05,"March 5, 2020",2020-03-05_march_5_2020_adid4984.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/4984,99707,710378008b164f4f7ea04f700bdf697f991e0b9b747d32e6f75e2426e3771492,True
4985,2020-04-02,"April 2, 2020",2020-04-02_april_2_2020_adid4985.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/4985,182937,1382f338bf03b725b4f2965c8ff6cbd7bfe9904708b462d171b30c11b1cc2403,True
5017,2020-04-16,"April 16, 2020",2020-04-16_april_16_2020_adid5017.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5017,105384,0f22137a958b420dbce3f3b405c7ffbae996f3ecea2900669b2eb819f0050032,True
5044,2020-05-07,"May 7, 2020",2020-05-07_may_7_2020_adid5044.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5044,80096,476f3e150da08fd5e1569ca9c5d2ce38114e3770242d07dbb130d7cb5e36ebad,True
5114,2020-05-21,"May 21, 2020",2020-05-21_may_21_2020_adid5114.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5114,281781,a03384397c4a4c3d7b841e6251283ec4d43c16e72d59797a45bb417e7bce8ab2,True
5115,2020-06-04,"June 4, 2020",2020-06-04_june_4_2020_adid5115.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5115,85274,019ae2fe2101a4f610b48ad4249c64a0335666342a05f5e238a26368d060bd98,True
5113,2020-06-18,"June 18, 2020",2020-06-18_june_18_2020_adid5113.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5113,150088,39a84a72cdef59deccfd7843b05e1a114a076f7997a978773296fba602617d79,True
5145,2020-07-02,"July 2, 2020",2020-07-02_july_2_2020_adid5145.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5145,204228,847f82d2878c652367e68792c008e3e38b35c16c596c2e1f667a7ce611473566,True
5146,2020-07-16,"July 16, 2020",2020-07-16_july_16_2020_adid5146.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5146,115852,5b51c9f39a964ad5b5f797aba1c9887865528310ef804e223a0fb1a7f1c458ba,True
5167,2020-08-06,"August 6, 2020",2020-08-06_august_6_2020_adid5167.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5167,74383,1fe93551072d81accda610fe9985f27ef306c37f36121ba53355db56f837abc7,True
5206,2020-08-20,"August 20, 2020",2020-08-20_august_20_2020_adid5206.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5206,89718,89702da2de4f5639b25b0ed4c40af756bc046c62c4911d18fa09e545a2d357ae,True
5233,2020-09-17,"September 17, 2020",2020-09-17_september_17_2020_adid5233.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5233,107797,a13cd6bd9478ef058ed50bb1775e34c401f2929b2d5a981bdbc76c5ccb74007c,True
5234,2020-10-01,"October 1, 2020",2020-10-01_october_1_2020_adid5234.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5234,76563,ddff4a23a2a371e13402b0d62dc4ed839e69fd048a396f33195af51fa5e18b60,True
5280,2020-10-15,"October 15, 2020",2020-10-15_october_15_2020_adid5280.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5280,131638,34c28d536cccd2a9a9e8cdd6d1e869f79d401458fecd58e384a1dd9b6c32d7ca,True
5319,2020-11-05,"November 5, 2020",2020-11-05_november_5_2020_adid5319.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5319,85913,3d056953d6da651c9f955d5030516ef78144cf792cc95b424f5ae75bd6029d29,True
5330,2020-11-19,"November 19, 2020",2020-11-19_november_19_2020_adid5330.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5330,127297,dadb21a140d650f150f7641803002bda348df5523dbff4eefd7ddd63f9531468,True
5340,2020-12-03,"December 3, 2020",2020-12-03_december_3_2020_adid5340.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5340,147243,06971305a2189a3475ba3d5e5e34880999cba01c38ae3fc9f75944a4ae20c237,True
5365,2020-12-17,"December 17, 2020",2020-12-17_december_17_2020_adid5365.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5365,138072,752c95e3bfcc306109dfb5f2267a91f62b7bd2050ae0c1ac1a3aec83984adbd5,True
5392,2021-01-07,"January 7, 2021",2021-01-07_january_7_2021_adid5392.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5392,83307,a9ee348e3ebdb97f9f271455ab35953c9916a5e9f5e4a309428d226731785dd1,True
5439,2021-01-21,"January 21, 2021",2021-01-21_january_21_2021_adid5439.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5439,82353,740f4acee56a7f3c5b624512f4e8502e6f10e184885a1046b4f6a269e852f46a,True
5440,2021-02-04,"February 4, 2021",2021-02-04_february_4_2021_adid5440.pdf,https://www.murray.utah.gov/Archive/ViewFile/Item/5440,93503,df857e084c3bc55bd936da52fc6bf4973cdb6260f043fe953ee69a04fec76604,True
