source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2020/2019-12-30/2020-01-02_planning-commission-meeting.md,1,2020-01-02,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,4,0,,voice,"A voice vote was made, motion passed 4-0",crosswalk,medium
minutes/2020/2019-12-30/2020-01-02_planning-commission-meeting.md,2,2020-01-02,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,0,,roll-call,Motion passed 4-0,rule:lu-subdiv,high
minutes/2020/2019-12-30/2020-01-02_planning-commission-meeting.md,3,2020-01-02,PlanningCommission,Land-Use/Zoning,Land-Use,Rezone,recommendation,pass,4,0,,roll-call,Motion passed 4-0,rule:lu-rezone,high
minutes/2020/2019-12-30/2020-01-02_planning-commission-meeting.md,4,2020-01-02,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,4,0,,roll-call,Motion passed 4-0,rule:lu-subdiv,high
minutes/2020/2019-12-30/2020-01-02_planning-commission-meeting.md,5,2020-01-02,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,voice,"A voice vote was made, motion passed 4-0",crosswalk,high
minutes/2020/2020-01-13/2020-01-16_planning-commission-meeting.md,1,2020-01-16,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,6,0,,voice,"A voice vote was made, motion passed 6-0",crosswalk,high
minutes/2020/2020-01-13/2020-01-16_planning-commission-meeting.md,2,2020-01-16,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,6,0,,roll-call,Motion passed 6-0,rule:lu-cup,high
minutes/2020/2020-01-13/2020-01-16_planning-commission-meeting.md,3,2020-01-16,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,6,0,,roll-call,Motion passed 6-0,rule:lu-subdiv,high
minutes/2020/2020-01-13/2020-01-16_planning-commission-meeting.md,4,2020-01-16,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,recommendation,pass,5,0,,roll-call,Motion passed 5-0,crosswalk,high
minutes/2020/2020-01-13/2020-01-16_planning-commission-meeting.md,5,2020-01-16,PlanningCommission,Appointment,Appointment,,final-action,pass,6,0,,tally-only,Motion passed 6-0,crosswalk,high
minutes/2020/2020-02-03/2020-02-06_planning-commission-meeting.md,1,2020-02-06,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,7,0,,voice,"A voice vote was made, motion passed 7-0",rule:lu-accessory,high
minutes/2020/2020-02-03/2020-02-06_planning-commission-meeting.md,2,2020-02-06,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,7,0,,roll-call,Motion passed 7-0,rule:lu-cup,high
minutes/2020/2020-02-03/2020-02-06_planning-commission-meeting.md,3,2020-02-06,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,7,0,,roll-call,Motion passed 7-0,rule:lu-cup,high
minutes/2020/2020-02-03/2020-02-06_planning-commission-meeting.md,4,2020-02-06,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,voice,"A voice vote was made, motion passed 7-0",crosswalk,high
minutes/2020/2020-02-17/2020-02-20_planning-commission-meeting.md,1,2020-02-20,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,0,,voice,"A voice vote was made, motion passed 4-0",crosswalk,high
minutes/2020/2020-02-17/2020-02-20_planning-commission-meeting.md,2,2020-02-20,PlanningCommission,Land-Use/Zoning,Land-Use,Other-Land-Use,final-action,pass,4,0,,voice,"A voice vote was made, motion passed 4-0",crosswalk,medium
