city,candidate,election_year,office,seat,regime,regime_basis,raised_gross,spent_gross,carryover_opening,carryover_basis,raised_net_of_carryover,ending_balance,chain_closes,n_filings,n_live,n_governing,chain_len,is_floor,in_kind_basis,confidence,governing_filings,excluded_filings,gap_reason,itemized_check_raised,itemized_check_spent,itemized_check_note,review_flag
utah_county,Larry Alton Ellertson,2008,County Commission Seat C,,undetermined,none,,,,,,,,2,2,0,1,,unknown,,,,"chain-broken: 2 of 2 live filings close on their own arithmetic, but their balances do not link into a chain (longest chain 1), so the periods cannot be proved disjoint and are never summed",,,,
utah_county,Kris Poulson,2010,County Assessor,,per-period,chain-closure,1000.00,2549.71,0.00,chain-first-bb,1000.00,-1549.71,True,3,3,3,3,,unknown,A,raw/2010/2010_CountyAssessor-PoulsonKris-061510.pdf;raw/2010/2010_CountyAssessor-PoulsonKris-102210.pdf;raw/2010/2010_CountyAssessor-PoulsonKris-121510.pdf,,,,,not-comparable: itemized rows exist for only 2/3 governing filings,
utah_county,STEVE HEMINGWAY,2010,County Assessor,,per-period-single,single-filing,913.33,913.33,0.00,governing-report-bb,913.33,0.00,,1,1,1,0,1,unknown,C,raw/2010/2010_AssessHemmingwaySteve52110.pdf,,,913.33,913.33,sum-incremental,
utah_county,Jeffrey R. Buhman,2010,County Attorney,,per-period,chain-closure,900.00,288.37,0.00,chain-first-bb,900.00,611.63,True,2,2,2,2,,unknown,A,raw/2010/2010_CountyAttorneyBuhmanJeffreyR060410.pdf;raw/2010/2010_CountyAttorney-BuhmanJeffreyR-102610.pdf,,,,,not-comparable: itemized rows exist for only 1/2 governing filings,
utah_county,SEAN HULLINGER,2010,County Attorney,,per-period-single,single-filing,520.00,675.00,0.00,governing-report-bb,520.00,-155.00,,1,1,1,0,1,unknown,C,raw/2010/2010_CountyAttorney-HullingerSean-061410_1.pdf,,,520.00,675.00,sum-incremental,
utah_county,Sean Hullinger,2010,County Attorney,,per-period-single,single-filing,0.00,0.00,-155.00,governing-report-bb,0.00,-155.00,,1,1,1,0,1,unknown,C,raw/2010/2010_CountyAttorney-HullingerSean-102610.pdf,,,,,no itemized layer,
utah_county,Bryan E. Thompson,2010,County Clerk/Auditor,,per-period,chain-closure,1444.16,944.16,0.00,chain-first-bb,1444.16,500.00,True,2,2,2,2,,unknown,A,raw/2010/2010_CountyClerkAuditor-ThompsonBryanE-061510.pdf;raw/2010/2010_CountyClerkAuditor-ThompsonBryanE-102610.pdf,,,1444.16,944.16,sum-incremental,
utah_county,Gary J Anderson,2010,County Commission Seat A,,per-period-single,single-filing,26148.25,21549.12,0.00,governing-report-bb,26148.25,4599.13,,1,1,1,0,1,unknown,C,raw/2010/2010_CountyCommissionSeatA-AndersonGaryJ-061510.pdf,,,26148.25,21549.12,sum-incremental,
utah_county,Gary J. Anderson,2010,County Commission Seat A,,undetermined,none,,,,,,,False,2,2,0,2,,unknown,,,,chain-broken: the longest balance chain (2 of 2 live filings) does not close,,,,
utah_county,J. Lane Henderson,2010,County Commission Seat A,,undetermined,none,,,,,,,False,3,3,0,3,,unknown,,,,chain-broken: the longest balance chain (3 of 3 live filings) does not close,,,,
