election_year,candidate,office,office_source,office_confidence,office_note,reporting_period,alt_reporting_periods,filing_type,amended,title,source_url,alt_source_urls,channel,channel_desc,listing_url,listing_label,listing_status,listing_party,fetch_url,retrieved_date,retrieved_utc,http_status,bytes,sha256,format,extraction_method,text_chars,form_header,contest_class,matched_election_offices,path,text_path,n_channel_copies,needs_review,scope
2008,Larry Alton Ellertson,County Commission Seat C,filing text (curated override),high,"RESOLVED 2026-08-01 by direct read of the filing at 250dpi: the Office Seeking line is legible and reads 'Utah County Commission Seat (c)'. This closes the CLAUDE.md 'seat unresolved' case: the county's own PDF filename (CountyCommissionSeatC-) agrees with the filer's hand; the only source saying Seat B is the Wayback listing accordion heading, which is a portal LABEL (portal labels lie). Corroborated by the same filer's 2008 year-end filing, which prints the same seat.  || CANDIDATE CELL FILLED 2026-08-19: candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/e73afe36.json reads candidate_printed='Larry Alton Ellertson', office_printed='Utah County Commission Seat (C)'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",Ellertson - 06/16/08,,statement,,(filer not named by the channel) — 2008 County Commission — Financial Campaign Report (Ellertson - 06/16/08),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2008/CountyCommissionSeatC-EllertsonLarryAlton-061608.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2008Disclosures.html,Ellertson - 06/16/08,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2008/CountyCommissionSeatC-EllertsonLarryAlton-061608.pdf,2026-08-01,2026-08-01T18:40:47Z,cached,83966,bc5a12fb31db4569c1845cab59326fc5eac609d86d18d8bc38bcf9d0bc17a9ae,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2516,county_form,,,raw/2008/2008_CountyCommissionSeatC-EllertsonLarryAlton-061608.pdf,text/2008_CountyCommissionSeatC-EllertsonLarryAlton-061608.txt,1,0,in
2008,Larry Alton Ellertson,County Commission Seat C,filing text (curated override),high,"Office Seeking line reads 'Utah County Commission Seat (C)'. Same filer/cycle as the 06/16/08 filing, which prints the same seat; index previously carried Seat B from the Wayback listing heading only.  || CANDIDATE CELL FILLED 2026-08-19: candidate promoted from the filing's OWN PAGE FACE: the 2026-08-01 vision transcript vision/0380fd89.json reads candidate_printed='Larry Alton Ellertson', office_printed='Utah County Commission Seat (C)'; the acquisition channel (county_static) named NO filer for this document (the 2008-2018 listing grouped filings by OFFICE). Promoted 2026-08-19 by the Phase B itemization wave because this filing publishes itemized rows and the shared validator requires a contributions row's (candidate, election_year) to exist in index.csv. A non-empty channel label is NEVER overwritten by this mechanism — the Ainge 2018 precedent.",Ellertson - 12/01/08,,statement,,(filer not named by the channel) — 2008 County Commission Seat B — Financial Campaign Report (Ellertson - 12/01/08),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2008/LarryEllertson2008YearEnd.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2008Disclosures.html,Ellertson - 12/01/08,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCCOMMISS/2008/LarryEllertson2008YearEnd.pdf,2026-08-01,2026-08-01T18:40:48Z,cached,149259,455f3862b79bcb9306c03d4490620c5458d16a7eed890eeed4b72b5023fa4db3,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2141,county_form,,,raw/2008/2008_LarryEllertson2008YearEnd.pdf,text/2008_LarryEllertson2008YearEnd.txt,1,0,in
2010,Kris Poulson,County Assessor,listing,high,filing text agrees,Poulson - 06/15/10,,statement,,(filer not named by the channel) — 2010 County Assessor — Financial Campaign Report (Poulson - 06/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/CountyAssessor-PoulsonKris-061510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Poulson - 06/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/CountyAssessor-PoulsonKris-061510.pdf,2026-08-01,2026-08-01T18:40:49Z,cached,86722,aa8051f622a078b1cace40d3e02c2a639dc81852fd48f6da227c007ca4fc35f2,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2686,county_form,,,raw/2010/2010_CountyAssessor-PoulsonKris-061510.pdf,text/2010_CountyAssessor-PoulsonKris-061510.txt,1,0,in
2010,Kris Poulson,County Assessor,listing,high,,Poulson - 10/22/10,,statement,,(filer not named by the channel) — 2010 County Assessor — Financial Campaign Report (Poulson - 10/22/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/CountyAssessor-PoulsonKris-102210.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Poulson - 10/22/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/CountyAssessor-PoulsonKris-102210.pdf,2026-08-01,2026-08-01T18:40:49Z,cached,69353,f080038c24d06e2b7b90b091eac16eee6f427ee74edda7468b395d65979ff11b,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2148,county_form,,,raw/2010/2010_CountyAssessor-PoulsonKris-102210.pdf,text/2010_CountyAssessor-PoulsonKris-102210.txt,1,0,in
2010,Kris Poulson,County Assessor,listing,high,,Poulson - 12/15/10,,statement,,(filer not named by the channel) — 2010 County Assessor — Financial Campaign Report (Poulson - 12/15/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/CountyAssessor-PoulsonKris-121510.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Poulson - 12/15/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/CountyAssessor-PoulsonKris-121510.pdf,2026-08-01,2026-08-01T18:40:49Z,cached,67069,2f3ae779049a1c3363c142735188bb65a3da61ac5befbb5aa6f2ac91fdda4977,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",1978,county_form,,,raw/2010/2010_CountyAssessor-PoulsonKris-121510.pdf,text/2010_CountyAssessor-PoulsonKris-121510.txt,1,0,in
2010,STEVE HEMINGWAY,County Assessor,listing,high,,Hemmingway - 05/21/10,,statement,,(filer not named by the channel) — 2010 County Assessor — Financial Campaign Report (Hemmingway - 05/21/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/AssessHemmingwaySteve52110.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Hemmingway - 05/21/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCASSESS/2010/AssessHemmingwaySteve52110.pdf,2026-08-01,2026-08-01T18:40:48Z,cached,88474,1ca604fe5b77fb96af84e831c82bb0903102ca99967e76d2a3619c4923e4cf91,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2388,county_form,,,raw/2010/2010_AssessHemmingwaySteve52110.pdf,text/2010_AssessHemmingwaySteve52110.txt,1,0,in
2010,Jeffrey R. Buhman,County Attorney,listing,high,,Buhman - 10/26/10,,statement,,(filer not named by the channel) — 2010 County Attorney — Financial Campaign Report (Buhman - 10/26/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorney-BuhmanJeffreyR-102610.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Buhman - 10/26/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorney-BuhmanJeffreyR-102610.pdf,2026-08-01,2026-08-01T18:40:50Z,cached,65037,41cc6f25954e14700b31b570874c4ce599e14d94c95f8bd872c829db0773509e,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2163,county_form,,,raw/2010/2010_CountyAttorney-BuhmanJeffreyR-102610.pdf,text/2010_CountyAttorney-BuhmanJeffreyR-102610.txt,1,0,in
2010,Jeffrey R. Buhman,County Attorney,listing,high,,Buhman - 06/04/10,,statement,,(filer not named by the channel) — 2010 County Attorney — Financial Campaign Report (Buhman - 06/04/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorneyBuhmanJeffreyR060410.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Buhman - 06/04/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorneyBuhmanJeffreyR060410.pdf,2026-08-01,2026-08-01T18:40:50Z,cached,68666,8badcf880cee54045bd3fbcb4f76922185ea068a05c5a78b014b81a5244faa55,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2308,county_form,,,raw/2010/2010_CountyAttorneyBuhmanJeffreyR060410.pdf,text/2010_CountyAttorneyBuhmanJeffreyR060410.txt,1,0,in
2010,SEAN HULLINGER,County Attorney,listing,high,,Hullinger - 06/14/10,,statement,,(filer not named by the channel) — 2010 County Attorney — Financial Campaign Report (Hullinger - 06/14/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorney-HullingerSean-061410_1.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Hullinger - 06/14/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorney-HullingerSean-061410_1.pdf,2026-08-01,2026-08-01T18:40:50Z,cached,67178,0d78f6328aabe7b8c72bc3e1de0d7aa8ec826010ce84ed3eae4ff0aed91c9e6d,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2277,county_form,,,raw/2010/2010_CountyAttorney-HullingerSean-061410_1.pdf,text/2010_CountyAttorney-HullingerSean-061410_1.txt,1,0,in
2010,Sean Hullinger,County Attorney,listing,high,,Hullinger - 10/26/10,,statement,,(filer not named by the channel) — 2010 County Attorney — Financial Campaign Report (Hullinger - 10/26/10),https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorney-HullingerSean-102610.pdf,,county_static,county clerk <YEAR>Disclosures.html (Wayback listing -> live PDF store),https://www.utahcounty.gov/Dept/Clerk/Elections/candidates/disclosures/2010Disclosures.html,Hullinger - 10/26/10,,,https://www.utahcounty.gov/dept/Clerk/Data/Minutes/CANDFINDISCATTORNEY/2010/CountyAttorney-HullingerSean-102610.pdf,2026-08-01,2026-08-01T18:40:51Z,cached,64309,fb222faebd5d378c0379fc33526b9d49ed4b001f8c92acc4428dfc5078ea6fd6,scanned,"tesseract OCR (pdftoppm 300dpi, <=25pp)",2111,county_form,,,raw/2010/2010_CountyAttorney-HullingerSean-102610.pdf,text/2010_CountyAttorney-HullingerSean-102610.txt,1,0,in
