meeting_id,body_id,meeting_date,title,source_file
1,2,2020-01-08,City Council Meeting,minutes/2020/2020-01-06/2020-01-08_city-council-meeting.md
2,2,2020-01-15,City Council Meeting,minutes/2020/2020-01-13/2020-01-15_city-council-meeting.md
3,2,2020-01-22,City Council Meeting,minutes/2020/2020-01-20/2020-01-22_city-council-meeting.md
4,2,2020-01-29,City Council Meeting,minutes/2020/2020-01-27/2020-01-29_city-council-meeting.md
5,1,2020-02-12,Community Development Agency Meeting,minutes/2020/2020-02-10/2020-02-12_community-development-agency-meeting.md
6,2,2020-02-12,City Council Meeting,minutes/2020/2020-02-10/2020-02-12_city-council-meeting.md
7,2,2020-02-26,City Council Meeting,minutes/2020/2020-02-24/2020-02-26_city-council-meeting.md
8,1,2020-03-11,Community Development Agency Meeting,minutes/2020/2020-03-09/2020-03-11_community-development-agency-meeting.md
9,2,2020-03-25,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-03-25_591353.md
10,1,2020-04-08,Community Development Agency Meeting,minutes/2020/2020-04-06/2020-04-08_community-development-agency-meeting.md
11,2,2020-04-08,City Council Meeting,minutes/2020/2020-04-06/2020-04-08_city-council-meeting.md
12,2,2020-04-22,City Council Meeting,minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md
13,2,2020-05-06,City Council Meeting,minutes/2020/2020-05-04/2020-05-06_city-council-meeting.md
14,2,2020-05-13,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-05-13_614857.md
15,1,2020-05-27,Community Development Agency Meeting,minutes/2020/2020-05-25/2020-05-27_community-development-agency-meeting.md
16,2,2020-05-27,City Council Meeting,minutes/2020/2020-05-25/2020-05-27_city-council-meeting.md
17,4,2020-05-27,HCSEA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_hcsea_2020-05-27_731969.md
18,1,2020-06-10,Community Development Agency Meeting,minutes/2020/2020-06-08/2020-06-10_community-development-agency-meeting.md
19,2,2020-06-10,City Council Meeting,minutes/2020/2020-06-08/2020-06-10_city-council-meeting.md
20,4,2020-06-10,HCSEA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_hcsea_2020-06-10_732003.md
21,2,2020-06-24,City Council Meeting,minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md
22,2,2020-07-08,City Council Meeting,minutes/2020/2020-07-06/2020-07-08_city-council-meeting.md
23,2,2020-08-12,City Council Meeting,minutes/2020/2020-08-10/2020-08-12_city-council-meeting.md
24,2,2020-08-19,City Council Meeting,minutes/2020/2020-08-17/2020-08-19_city-council-meeting.md
25,2,2020-08-26,City Council Meeting,minutes/2020/2020-08-24/2020-08-26_city-council-meeting.md
26,1,2020-09-09,Community Development Agency Meeting,minutes/2020/2020-09-07/2020-09-09_community-development-agency-meeting.md
27,2,2020-09-09,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-09-09_660948.md
28,2,2020-09-23,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-09-23_675893.md
29,2,2020-09-30,Joint City Council Meeting,minutes/2020/2020-09-28/2020-09-30_joint-city-council-meeting.md
30,2,2020-09-30,Special City Council Work Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-09-30_660952.md
31,2,2020-09-30,Special City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-09-30_660950.md
32,2,2020-10-05,Special City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-10-05_648501.md
33,2,2020-10-08,Special City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-10-08_660954.md
34,2,2020-10-14,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-10-14_660956.md
35,2,2020-10-28,City Council Meeting,minutes/2020/2020-10-26/2020-10-28_city-council-meeting.md
36,2,2020-11-05,Special City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-11-05_660960.md
37,2,2020-11-18,Special City Council Meeting,minutes/2020/2020-11-16/2020-11-18_special-city-council-meeting.md
38,2,2020-12-09,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2020-12-09_675897.md
39,2,2020-12-16,City Council Meeting,minutes/2020/2020-12-14/2020-12-16_city-council-meeting.md
40,1,2021-01-13,Community Development and Renewal Agency Meeting (portal-titled City Council Meeting),minutes/2021/2021-01-11/2021-01-13_city-council-meeting.md
41,2,2021-01-13,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2021-01-13_690779.md
42,1,2021-01-27,CDRA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_cdra_2021-01-27_707989.md
43,2,2021-01-27,City Council Meeting,minutes/2021/2021-01-25/2021-01-27_city-council-meeting.md
44,2,2021-02-04,Special City Council Meeting,minutes/2021/2021-02-01/2021-02-04_special-city-council-meeting.md
45,2,2021-02-10,City Council Meeting,minutes/2021/2021-02-08/2021-02-10_city-council-meeting.md
46,2,2021-02-11,Special City Council Meeting,minutes/2021/2021-02-08/2021-02-11_special-city-council-meeting.md
47,2,2021-02-22,Special City Council Meeting,minutes/2021/2021-02-22/2021-02-22_special-city-council-meeting.md
48,2,2021-02-24,City Council Meeting,minutes/2021/2021-02-22/2021-02-24_city-council-meeting.md
49,2,2021-02-26,Special City Council Meeting,minutes/2021/2021-02-22/2021-02-26_special-city-council-meeting.md
50,2,2021-03-01,Special City Council Meeting,minutes/2021/2021-03-01/2021-03-01_special-city-council-meeting.md
51,2,2021-03-08,Special City Council Meeting,minutes/2021/2021-03-08/2021-03-08_special-city-council-meeting.md
52,2,2021-03-10,City Council Meeting,minutes/2021/2021-03-08/2021-03-10_city-council-meeting.md
53,2,2021-03-11,Special City Council Meeting,minutes/2021/2021-03-08/2021-03-11_special-city-council-meeting.md
54,2,2021-03-12,Special City Council Meeting,minutes/2021/2021-03-08/2021-03-12_special-city-council-meeting.md
55,2,2021-03-18,Special City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2021-03-18_707985.md
56,1,2021-03-24,CDRA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_cdra_2021-03-24_707987.md
57,2,2021-03-24,City Council Meeting,minutes/2021/2021-03-22/2021-03-24_city-council-meeting.md
58,2,2021-03-31,Special City Council Meeting,minutes/2021/2021-03-29/2021-03-31_special-city-council-meeting.md
59,2,2021-04-14,City Council Meeting,minutes/2021/2021-04-12/2021-04-14_city-council-meeting.md
60,2,2021-04-28,City Council Work Meeting Part 2,minutes/2021/2021-04-26/2021-04-28_city-council-work-meeting-part-2.md
61,2,2021-04-30,Special City Council Meeting,minutes/2021/2021-04-26/2021-04-30_special-city-council-meeting.md
62,2,2021-05-04,Special City Council Meeting,minutes/2021/2021-05-03/2021-05-04_special-city-council-meeting.md
63,2,2021-05-12,City Council Work Meeting Part 2,minutes/2021/2021-05-10/2021-05-12_city-council-work-meeting-part-2.md
64,2,2021-05-26,City Council Work Meeting Part 1,minutes/2021/2021-05-24/2021-05-26_city-council-work-meeting-part-1.md
65,1,2021-06-09,CDRA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_cdra_2021-06-09_757747.md
66,2,2021-06-09,City Council Work Meeting Part 2,minutes/2021/2021-06-07/2021-06-09_city-council-work-meeting-part-2.md
67,4,2021-06-09,HCSEA Meeting,minutes/2021/2021-06-07/2021-06-09_hcsea-meeting.md
68,2,2021-07-14,City Council Meeting,minutes/2021/2021-07-12/2021-07-14_city-council-meeting.md
69,2,2021-08-04,Special City Council Meeting,minutes/2021/2021-08-02/2021-08-04_special-city-council-meeting.md
70,2,2021-08-09,Special City Council Work Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2021-08-09_807041.md
71,2,2021-08-11,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2021-08-11_770437.md
72,2,2021-08-16,Special City Council Work Meeting,minutes/2021/2021-08-16/2021-08-16_special-city-council-work-meeting.md
73,2,2021-08-25,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2021-08-25_801299.md
74,2,2021-09-08,City Council Meeting,minutes/2021/2021-09-06/2021-09-08_city-council-meeting.md
75,2,2021-09-15,Special City Council Work Meeting,minutes/2021/2021-09-13/2021-09-15_special-city-council-work-meeting.md
76,2,2021-09-22,City Council Meeting,minutes/2021/2021-09-20/2021-09-22_city-council-meeting.md
77,2,2021-09-29,Special City Council Meeting,minutes/2021/2021-09-27/2021-09-29_special-city-council-meeting.md
78,2,2021-10-13,City Council Work Meeting 2,minutes/2021/2021-10-11/2021-10-13_city-council-work-meeting-2.md
79,2,2021-10-27,City Council Meeting,minutes/2021/2021-10-25/2021-10-27_city-council-meeting.md
80,2,2021-11-03,Special City Council Work Meeting,minutes/2021/2021-11-01/2021-11-03_special-city-council-work-meeting.md
81,1,2021-11-10,CDRA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_cdra_2021-11-10_807427.md
82,2,2021-11-10,City Council Meeting,minutes/2021/2021-11-08/2021-11-10_city-council-meeting.md
83,2,2021-11-16,Special Board of Canvassers Meeting,minutes/2021/2021-11-15/2021-11-16_special-board-of-canvassers-meeting.md
84,2,2021-12-08,City Council Meeting,minutes/2021/2021-12-06/2021-12-08_city-council-meeting.md
85,2,2022-01-12,City Council Meeting,minutes/2022/2022-01-10/2022-01-12_city-council-meeting.md
86,1,2022-01-26,CDRA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_cdra_2022-01-26_818993.md
87,2,2022-01-26,City Council Meeting,minutes/2022/2022-01-24/2022-01-26_city-council-meeting.md
88,3,2022-01-26,HCFSA Meeting,minutes/2022/2022-01-24/2022-01-26_hcfsa-meeting.md
89,2,2022-02-09,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2022-02-09_828869.md
90,2,2022-02-15,City Council Strategic Planning Meeting Part 1,minutes/2022/2022-02-14/2022-02-15_city-council-strategic-planning-meeting-part-1.md
91,2,2022-02-23,City Council Meeting Part 1,minutes/2022/2022-02-21/2022-02-23_city-council-meeting-part-1.md
92,2,2022-03-09,City Council Work Meeting 2,minutes/2022/2022-03-07/2022-03-09_city-council-work-meeting-2.md
93,2,2022-03-23,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2022-03-23_842231.md
94,2,2022-03-30,Joint City Council/Planning Commission Meeting,minutes/2022/2022-03-28/2022-03-30_joint-city-council-planning-commission-meeting.md
95,2,2022-04-13,City Council Meeting,minutes/2022/2022-04-11/2022-04-13_city-council-meeting.md
96,2,2022-04-27,City Council Work Meeting,minutes/2022/2022-04-25/2022-04-27_city-council-work-meeting.md
97,2,2022-05-04,Special City Council Work Meeting,minutes/2022/2022-05-02/2022-05-04_special-city-council-work-meeting.md
98,1,2022-05-11,CDRA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_cdra_2022-05-11_894655.md
99,2,2022-05-11,City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2022-05-11_887543.md
100,4,2022-05-11,HCSEA Meeting (PMN standalone minutes),pmn_backfill/text/pmn_hcsea_2022-05-11_894661.md
101,2,2022-05-25,City Council Agenda,minutes/2022/2022-05-23/2022-05-25_city-council-agenda.md
102,2,2022-06-08,City Council Agenda,minutes/2022/2022-06-06/2022-06-08_city-council-agenda.md
103,2,2022-06-13,Special City Council Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2022-06-13_887097.md
104,2,2022-06-23,City Council Meeting,minutes/2022/2022-06-20/2022-06-23_city-council-meeting.md
105,2,2022-06-29,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_joint_2022-06-29_917631.md
106,2,2022-06-29,Special City Council Meeting,minutes/2022/2022-06-27/2022-06-29_special-city-council-meeting.md
107,2,2022-07-13,City Council Meeting,minutes/2022/2022-07-11/2022-07-13_city-council-meeting.md
108,2,2022-08-03,Special City Council Work Meeting,minutes/2022/2022-08-01/2022-08-03_special-city-council-work-meeting.md
109,2,2022-08-24,City Council Meeting,minutes/2022/2022-08-22/2022-08-24_city-council-meeting.md
110,2,2022-09-14,City Council Meeting,minutes/2022/2022-09-12/2022-09-14_city-council-meeting.md
111,2,2022-09-28,City Council Meeting,minutes/2022/2022-09-26/2022-09-28_city-council-meeting.md
112,2,2022-10-12,City Council Meeting,minutes/2022/2022-10-10/2022-10-12_city-council-meeting.md
113,2,2022-10-19,Strategic Planning Meeting,minutes/2022/2022-10-17/2022-10-19_strategic-planning-meeting.md
114,2,2022-10-26,City Council Meeting,minutes/2022/2022-10-24/2022-10-26_city-council-meeting.md
115,2,2022-11-09,City Council Meeting,minutes/2022/2022-11-07/2022-11-09_city-council-meeting.md
116,2,2022-11-30,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_joint_2022-11-30_984447.md
117,2,2022-12-14,City Council Meeting,minutes/2022/2022-12-12/2022-12-14_city-council-meeting.md
118,2,2023-01-11,City Council Meeting,minutes/2023/2023-01-09/2023-01-11_city-council-meeting.md
119,2,2023-01-11,City Council Special Meeting,minutes/2023/2023-01-09/2023-01-11_city-council-special-meeting.md
120,2,2023-01-25,City Council Meeting,minutes/2023/2023-01-23/2023-01-25_city-council-meeting.md
121,2,2023-02-08,City Council Meeting,minutes/2023/2023-02-06/2023-02-08_city-council-meeting.md
122,2,2023-02-22,City Council Meeting,minutes/2023/2023-02-20/2023-02-22_city-council-meeting.md
123,2,2023-03-08,City Council Meeting,minutes/2023/2023-03-06/2023-03-08_city-council-meeting.md
124,2,2023-03-22,City Council Meeting,minutes/2023/2023-03-20/2023-03-22_city-council-meeting.md
125,2,2023-04-12,City Council Meeting,minutes/2023/2023-04-10/2023-04-12_city-council-meeting.md
126,2,2023-04-26,City Council Meeting,minutes/2023/2023-04-24/2023-04-26_city-council-meeting.md
127,2,2023-05-04,Special City Council Budget Meeting,minutes/2023/2023-05-01/2023-05-04_special-city-council-budget-meeting.md
128,2,2023-05-10,City Council Meeting,minutes/2023/2023-05-08/2023-05-10_city-council-meeting.md
129,2,2023-05-24,City Council Meeting,minutes/2023/2023-05-22/2023-05-24_city-council-meeting.md
130,2,2023-05-31,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_joint_2023-05-31_1015933.md
131,2,2023-06-14,City Council Meeting,minutes/2023/2023-06-12/2023-06-14_city-council-meeting.md
132,2,2023-07-12,City Council Meeting,minutes/2023/2023-07-10/2023-07-12_city-council-meeting.md
133,2,2023-08-09,City Council Meeting,minutes/2023/2023-08-07/2023-08-09_city-council-meeting.md
134,2,2023-08-23,City Council Meeting,minutes/2023/2023-08-21/2023-08-23_city-council-meeting.md
135,2,2023-08-30,Joint City Council/Planning Commission Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_joint_2023-08-30_1128737.md
136,2,2023-09-13,City Council Meeting,minutes/2023/2023-09-11/2023-09-13_city-council-meeting.md
137,2,2023-09-27,City Council Meeting,minutes/2023/2023-09-25/2023-09-27_city-council-meeting.md
138,2,2023-10-11,City Council Meeting,minutes/2023/2023-10-09/2023-10-11_city-council-meeting.md
139,2,2023-11-08,City Council Meeting,minutes/2023/2023-11-06/2023-11-08_city-council-meeting.md
140,2,2023-11-15,Special City Council Work Meeting,minutes/2023/2023-11-13/2023-11-15_special-city-council-work-meeting.md
141,2,2023-12-05,Special Board of Canvassers (PMN-recovered minutes),pmn_backfill/text/pmn_council_2023-12-05_1069349.md
142,2,2023-12-13,City Council Meeting,minutes/2023/2023-12-11/2023-12-13_city-council-meeting.md
143,2,2023-12-15,Special City Council Work Meeting (PMN-recovered minutes),pmn_backfill/text/pmn_council_2023-12-15_1069405.md
144,2,2024-01-10,City Council Meeting,minutes/2024/2024-01-08/2024-01-10_city-council-meeting.md
145,2,2024-01-24,City Council Meeting,minutes/2024/2024-01-22/2024-01-24_city-council-meeting.md
