referral_id,primary_application_id,primary_body,related_application_id,related_body,match_method,confidence,shared_address,subject_score,primary_date,related_date,gap_days,note
1,12,Council,206,PlanningCommission,subject,medium,,0.708,2020-06-24,2020-05-07,48,
2,21,Council,235,PlanningCommission,subject,medium,,0.641,2020-10-14,2020-09-03,41,
3,23,Council,238,PlanningCommission,subject,medium,,0.395,2020-11-18,2020-10-01,48,
4,33,Council,278,PlanningCommission,subject,medium,,0.854,2021-07-14,2021-05-06,69,
5,39,Council,289,PlanningCommission,address+subject,high,6387 w 13100 s,0.913,2021-08-11,2021-06-17,55,
6,40,Council,289,PlanningCommission,address,low,6387 w 13100 s,0.628,2021-08-11,2021-06-17,55,
7,40,Council,290,PlanningCommission,address,low,6387 w 13100 s,0.729,2021-08-11,2021-06-17,55,
8,48,Council,291,PlanningCommission,subject,medium,,0.791,2021-09-08,2021-06-17,83,
9,57,Council,305,PlanningCommission,address,low,5652 w 13100 s,0.522,2022-01-12,2021-11-04,69,
10,63,Council,325,PlanningCommission,address+subject,high,5301 w herriman,0.909,2022-02-23,2022-02-03,20,
11,65,Council,320,PlanningCommission,address+subject,high,4001 w bruin view; 4010 real vista,0.754,2022-03-09,2022-01-20,48,
12,68,Council,329,PlanningCommission,address+subject,high,12823 s 6300 w,1.0,2022-03-23,2022-03-03,20,
13,71,Council,332,PlanningCommission,subject,medium,,0.367,2022-04-13,2022-03-17,27,
14,77,Council,328,PlanningCommission,address+subject,high,5077 w 12560 s,0.577,2022-06-08,2022-03-03,97,
15,85,Council,355,PlanningCommission,address+subject,high,5057 w 12500 s,0.837,2022-09-14,2022-08-18,27,
16,87,Council,361,PlanningCommission,subject,medium,,0.284,2022-10-12,2022-09-01,41,
17,88,Council,362,PlanningCommission,address,low,4874 w 12600 s,0.128,2022-10-12,2022-09-01,41,
18,89,Council,363,PlanningCommission,subject,medium,,0.571,2022-10-12,2022-09-01,41,
19,90,Council,364,PlanningCommission,address+subject,high,5452 w herriman,0.27,2022-10-12,2022-09-01,41,
20,91,Council,365,PlanningCommission,address,low,5047 w 12560 s,0.181,2022-10-12,2022-09-01,41,
21,93,Council,386,PlanningCommission,subject,medium,,0.309,2023-01-25,2023-01-04,21,
22,98,Council,401,PlanningCommission,subject,medium,,1.0,2023-05-10,2023-04-19,21,
23,102,Council,421,PlanningCommission,address+subject,high,6378 w 13100 s,0.728,2023-09-13,2023-08-16,28,
24,103,Council,432,PlanningCommission,address+subject,high,13286 s rose canyon,0.954,2023-11-08,2023-10-18,21,
25,103,Council,433,PlanningCommission,address+subject,high,13286 s rose canyon,0.287,2023-11-08,2023-10-18,21,
26,104,Council,432,PlanningCommission,address+subject,high,13286 s rose canyon,0.768,2023-11-08,2023-10-18,21,
27,104,Council,433,PlanningCommission,address+subject,high,13286 s rose canyon,0.768,2023-11-08,2023-10-18,21,
28,107,Council,441,PlanningCommission,subject,medium,,0.595,2024-01-10,2023-12-20,21,
29,108,Council,440,PlanningCommission,subject,medium,,0.93,2024-01-24,2023-12-20,35,
30,109,Council,443,PlanningCommission,subject,medium,,1.0,2024-02-14,2024-01-17,28,
31,114,Council,458,PlanningCommission,address+subject,high,12664 s 6000 w,0.935,2024-05-22,2024-05-01,21,
32,115,Council,456,PlanningCommission,address+subject,high,7475 w hi country,0.855,2024-06-12,2024-05-01,42,
33,115,Council,457,PlanningCommission,address+subject,high,7475 w hi country,0.907,2024-06-12,2024-05-01,42,
34,119,Council,469,PlanningCommission,subject,medium,,0.785,2024-07-10,2024-06-19,21,
35,120,Council,470,PlanningCommission,subject,medium,,0.811,2024-07-10,2024-06-19,21,
36,122,Council,473,PlanningCommission,address+subject,high,13333 s rose canyon,0.939,2024-08-28,2024-07-17,42,
37,125,Council,480,PlanningCommission,subject,medium,,0.792,2024-10-09,2024-09-18,21,
38,126,Council,481,PlanningCommission,subject,medium,,0.831,2024-10-09,2024-09-18,21,
39,129,Council,483,PlanningCommission,subject,medium,,0.625,2024-11-13,2024-10-02,42,
40,139,Council,496,PlanningCommission,subject,medium,,0.818,2025-01-22,2024-12-18,35,
41,150,Council,511,PlanningCommission,address+subject,high,5616 w 12900 s,0.248,2025-04-23,2025-04-02,21,
42,151,Council,512,PlanningCommission,address,low,5616 w 12900 s,0.181,2025-04-23,2025-04-02,21,
43,154,Council,514,PlanningCommission,address+subject,high,12160 s 6400 w,0.66,2025-04-23,2025-04-02,21,
44,154,Council,522,PlanningCommission,address+subject,high,12160 s 6400 w,0.611,2025-04-23,2025-04-16,7,
45,155,Council,515,PlanningCommission,address+subject,high,12160 s 6400 w,0.211,2025-04-23,2025-04-02,21,
46,155,Council,523,PlanningCommission,address+subject,high,12160 s 6400 w,0.247,2025-04-23,2025-04-16,7,
47,156,Council,508,PlanningCommission,address+subject,high,5860 w herriman,0.817,2025-04-23,2025-04-02,21,
48,157,Council,509,PlanningCommission,address+subject,high,5860 w herriman,0.202,2025-04-23,2025-04-02,21,
49,168,Council,548,PlanningCommission,subject,medium,,0.675,2025-11-12,2025-10-15,28,
50,170,Council,557,PlanningCommission,subject,medium,,0.796,2026-01-28,2026-01-07,21,
51,176,Council,572,PlanningCommission,subject,medium,,1.0,2026-05-13,2026-04-15,28,
