application_id,app_key,body_id,name,rep_title
1,Council|s|minutes/2020/2020-01-06/2020-01-08_city-council-meeting.md|9,2,,"approve Ordinance No. 02-2020 adopting the parks Master Plan with the following amendments: replace “Nicole Martin” with “Steven Shields” for District 4 on the acknowledgements page and increase the acres of open space on page 56 to 2,417"
2,Council|s|minutes/2020/2020-01-06/2020-01-08_city-council-meeting.md|12,2,,approve Ordinance No. 03-2020 approving the first amendment to the Master Development Agreement for Anthem Commercial Project
3,Council|s|minutes/2020/2020-02-10/2020-02-12_city-council-meeting.md|6,2,,approve Ordinance No. 2020-07 authorizing a Herriman City Zoning Map amendment to rezone property from A-1 (Agricultural) to A-.25 for property located at approximately 13494 South 7530 West with a zoning condition of 2.0 units per acre and the lots along the west side of the property shall be one-half acre lots
4,Council|rosecrest master plan,2,Rosecrest Master Plan,approve the Ordinance No. 2020-10 approving an amendment to the Amended and Restated Master Development Agreement for the Rosecrest Master Plan Community to remove approximately 28.885 acres located at or near 14001 South Sentinel Ridge Boulevard from the amended and restated Master Development Agreement
5,Council|s|minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md|4,2,,"approve Ordinance No. 2020-11 approving the first amendment to the Master Development Agreement for Creek Ridge with respect to property located at or near 6600 West 11800 South to reduce the maximum residential units permitted by the Master Development Agreement subject to the 150 units removed from apartments in Area A and 120 Units in Area B, and the 13 units from Area C"
6,Council|s|minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md|5,2,,approve Ordinance No. 2020-12 adopting an amendment to the Herriman City General Plan for property located at approximately 14011 South Sentinel Ridge Boulevard
7,Council|s|minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md|6,2,,approve Ordinance No. 2020-13 approving a zoning map amendment to rezone 77 acres from A-1 to R-2-10 for property located at 14011 S Sentinel Ridge Boulevard with the inclusion of a Zoning Condition of 6.16 units per acre
8,Council|s|minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md|7,2,,approve Ordinance No. 2020-14 superimposing the Planned Development Overlay zone to certain property at approximately 14011 South Sentinel Ridge Boulevard
9,Council|s|minutes/2020/2020-04-20/2020-04-22_city-council-meeting.md|8,2,,"approve Ordinance No. 2020-15 approving a Master Development Agreement with Edge Homes for approximately 105 acres of land located at or near 14011 South Sentinel Ridge Boulevard. With the following inclusions: civic use includes a park, 1.2.17 no more than 625 units; and change language that includes 5-acre park as a civic use, amended must have firm plans within 24 month or mutually agree to…"
10,Council|s|minutes/2020/2020-06-08/2020-06-10_city-council-meeting.md|4,2,,"continue the authorization of a zoning map amendment to rezone property located at June 10, 2020 – City Council Meeting Minutes Page 9 of 10 approximately 4950 West 12600 South from AMSD (Auto Mall Special District) to C-2 (Commercial)"
11,Council|s|minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md|5,2,,"approve Ordinance No. 2020-20 authorizing a zoning map amendment to rezone property located at approximately 4950 West 12600 South from AMSD (Auto Mall Special District) to C-2 (Commercial) with the following zoning conditions being removed as permitted uses: ‘Conference and Reception Center, Bank or Financial Institution, Food Truck, and Recreation and Entertainment’"
12,Council|s|minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md|6,2,,approve Ordinance No. 2020-21 authorizing a General Plan amendment from “Parks and Recreation to Commercial for 10.22 acres of property located at approximately 5101 West 11800 South and Open Space to Light Industrial/Business Park for 11.14 acres of property located at approximately 12000 South Black Powder Drive
13,Council|s|minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md|7,2,,approve Ordinance No. 2020-22 authorizing a Zoning Map Amendment from A-1 to C-2 (Commercial) with for 10.22 acres of property located at approximately 5101 West 11800 South and A-1 to M-1 (Manufacturing) located at approximately 12000 South Black Powder Drive with zoning conditions to exclude Fireworks Stand and Kennels
14,Council|s|minutes/2020/2020-06-22/2020-06-24_city-council-meeting.md|8,2,,approve Ordinance No. 2020-23 approving a Master Development Agreement for the development known as the Mountain View Office and Self-Storage located at approximately 5101 West 11800 South and Black Powder drive with zoning conditions to exclude Fireworks Stand and Kennels
