date,year,title,slug,path,source,source_url,format,body
2020-01-08,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-01-06/2020-01-08_city-council-meeting_585443.md,pmn,https://www.utah.gov/pmn/files/585443.pdf,pdf-text,Council
2020-01-09,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-01-06/2020-01-09_city-council-meeting_571111.md,pmn,https://www.utah.gov/pmn/files/571111.pdf,pdf-text,Council
2020-01-23,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-01-20/2020-01-23_city-council-meeting_585441.md,pmn,https://www.utah.gov/pmn/files/585441.pdf,pdf-text,Council
2020-01-30,2020,City Council Meeting,city-council-work-meeting,minutes/2020/2020-01-27/2020-01-30_city-council-work-meeting_585437.md,pmn,https://www.utah.gov/pmn/files/585437.pdf,pdf-text,Council
2020-02-06,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-02-03/2020-02-06_city-council-meeting_585435.md,pmn,https://www.utah.gov/pmn/files/585435.pdf,pdf-text,Council
2020-02-20,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-02-17/2020-02-20_city-council-meeting_599387.md,pmn,https://www.utah.gov/pmn/files/599387.pdf,pdf-text,Council
2020-02-26,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-02-24/2020-02-26_city-council-meeting_593959.md,pmn,https://www.utah.gov/pmn/files/593959.pdf,pdf-text,Council
2020-03-05,2020,City Council Meeting,city-council-work-meeting,minutes/2020/2020-03-02/2020-03-05_city-council-work-meeting_593961.md,pmn,https://www.utah.gov/pmn/files/593961.pdf,pdf-text,Council
2020-03-12,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-03-09/2020-03-12_city-council-meeting_607777.md,pmn,https://www.utah.gov/pmn/files/607777.pdf,pdf-text,Council
2020-04-02,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-03-30/2020-04-02_city-council-meeting_616769.md,pmn,https://www.utah.gov/pmn/files/616769.pdf,pdf-text,Council
2020-04-16,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-04-13/2020-04-16_city-council-meeting_607779.md,pmn,https://www.utah.gov/pmn/files/607779.pdf,pdf-text,Council
2020-05-07,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-05-04/2020-05-07_city-council-meeting_616773.md,pmn,https://www.utah.gov/pmn/files/616773.pdf,pdf-text,Council
2020-05-14,2020,City Council Meeting,city-council-work-meeting,minutes/2020/2020-05-11/2020-05-14_city-council-work-meeting_619407.md,pmn,https://www.utah.gov/pmn/files/619407.pdf,pdf-text,Council
2020-05-28,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-05-25/2020-05-28_city-council-meeting_626783.md,pmn,https://www.utah.gov/pmn/files/626783.pdf,pdf-text,Council
2020-06-04,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-06-01/2020-06-04_city-council-meeting_626785.md,pmn,https://www.utah.gov/pmn/files/626785.pdf,pdf-text,Council
2020-06-18,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-06-15/2020-06-18_city-council-meeting_626787.md,pmn,https://www.utah.gov/pmn/files/626787.pdf,pdf-text,Council
2020-07-09,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-07-06/2020-07-09_city-council-meeting_638705.md,pmn,https://www.utah.gov/pmn/files/638705.pdf,pdf-text,Council
2020-07-16,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-07-13/2020-07-16_city-council-meeting_638707.md,pmn,https://www.utah.gov/pmn/files/638707.pdf,pdf-text,Council
2020-08-06,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-08-03/2020-08-06_city-council-meeting_638709.md,pmn,https://www.utah.gov/pmn/files/638709.pdf,pdf-text,Council
2020-08-27,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-08-24/2020-08-27_city-council-meeting_655817.md,pmn,https://www.utah.gov/pmn/files/655817.pdf,pdf-text,Council
2020-09-03,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-08-31/2020-09-03_city-council-meeting_655819.md,pmn,https://www.utah.gov/pmn/files/655819.pdf,pdf-text,Council
2020-09-17,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-09-14/2020-09-17_city-council-meeting_665067.md,pmn,https://www.utah.gov/pmn/files/665067.pdf,pdf-text,Council
2020-10-01,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-09-28/2020-10-01_city-council-meeting_665065.md,pmn,https://www.utah.gov/pmn/files/665065.pdf,pdf-text,Council
2020-10-15,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-10-12/2020-10-15_city-council-meeting_665063.md,pmn,https://www.utah.gov/pmn/files/665063.pdf,pdf-text,Council
2020-11-05,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-11-02/2020-11-05_city-council-meeting_674231.md,pmn,https://www.utah.gov/pmn/files/674231.pdf,pdf-text,Council
2020-11-19,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-11-16/2020-11-19_city-council-meeting_674237.md,pmn,https://www.utah.gov/pmn/files/674237.pdf,pdf-text,Council
2020-12-03,2020,City Council Meeting,city-council-meeting,minutes/2020/2020-11-30/2020-12-03_city-council-meeting_674239.md,pmn,https://www.utah.gov/pmn/files/674239.pdf,pdf-text,Council
2021-01-07,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-01-04/2021-01-07_city-council-meeting_688597.md,pmn,https://www.utah.gov/pmn/files/688597.pdf,pdf-text,Council
2021-01-14,2021,City Council Meeting,city-council-work-meeting,minutes/2021/2021-01-11/2021-01-14_city-council-work-meeting_688603.md,pmn,https://www.utah.gov/pmn/files/688603.pdf,pdf-text,Council
2021-01-21,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-01-18/2021-01-21_city-council-meeting_688607.md,pmn,https://www.utah.gov/pmn/files/688607.pdf,pdf-text,Council
2021-02-04,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-02-01/2021-02-04_city-council-meeting_703479.md,pmn,https://www.utah.gov/pmn/files/703479.pdf,pdf-text,Council
2021-02-18,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-02-15/2021-02-18_city-council-meeting_703503.md,pmn,https://www.utah.gov/pmn/files/703503.pdf,pdf-text,Council
2021-03-04,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-03-01/2021-03-04_city-council-meeting_703493.md,pmn,https://www.utah.gov/pmn/files/703493.pdf,pdf-text,Council
2021-03-11,2021,City Council Meeting,city-council-work-meeting,minutes/2021/2021-03-08/2021-03-11_city-council-work-meeting_716413.md,pmn,https://www.utah.gov/pmn/files/716413.pdf,pdf-text,Council
2021-03-25,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-03-22/2021-03-25_city-council-meeting_716411.md,pmn,https://www.utah.gov/pmn/files/716411.pdf,pdf-text,Council
2021-04-01,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-03-29/2021-04-01_city-council-meeting_716409.md,pmn,https://www.utah.gov/pmn/files/716409.pdf,pdf-text,Council
2021-04-08,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-04-05/2021-04-08_city-council-meeting_716407.md,pmn,https://www.utah.gov/pmn/files/716407.pdf,pdf-text,Council
2021-05-06,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-05-03/2021-05-06_city-council-meeting_732089.md,pmn,https://www.utah.gov/pmn/files/732089.pdf,pdf-text,Council
2021-06-03,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-05-31/2021-06-03_city-council-meeting_747007.md,pmn,https://www.utah.gov/pmn/files/747007.pdf,pdf-text,Council
2021-06-17,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-06-14/2021-06-17_city-council-meeting_747047.md,pmn,https://www.utah.gov/pmn/files/747047.pdf,pdf-text,Council
2021-07-08,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-07-05/2021-07-08_city-council-meeting_768655.md,pmn,https://www.utah.gov/pmn/files/768655.pdf,pdf-text,Council
2021-08-05,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-08-02/2021-08-05_city-council-meeting_768657.md,pmn,https://www.utah.gov/pmn/files/768657.pdf,pdf-text,Council
2021-08-17,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-08-16/2021-08-17_city-council-meeting_768659.md,pmn,https://www.utah.gov/pmn/files/768659.pdf,pdf-text,Council
2021-08-26,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-08-23/2021-08-26_city-council-meeting_768663.md,pmn,https://www.utah.gov/pmn/files/768663.pdf,pdf-text,Council
2021-09-09,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-09-06/2021-09-09_city-council-meeting_779499.md,pmn,https://www.utah.gov/pmn/files/779499.pdf,pdf-text,Council
2021-10-07,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-10-04/2021-10-07_city-council-meeting_779501.md,pmn,https://www.utah.gov/pmn/files/779501.pdf,pdf-text,Council
2021-10-14,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-10-11/2021-10-14_city-council-meeting_804899.md,pmn,https://www.utah.gov/pmn/files/804899.pdf,pdf-text,Council
2021-11-04,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-11-01/2021-11-04_city-council-meeting_798599.md,pmn,https://www.utah.gov/pmn/files/798599.pdf,pdf-text,Council
2021-11-18,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-11-15/2021-11-18_city-council-meeting_798585.md,pmn,https://www.utah.gov/pmn/files/798585.pdf,pdf-text,Council
2021-12-02,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-11-29/2021-12-02_city-council-meeting_798589.md,pmn,https://www.utah.gov/pmn/files/798589.pdf,pdf-text,Council
2021-12-16,2021,City Council Meeting,city-council-meeting,minutes/2021/2021-12-13/2021-12-16_city-council-meeting_798591.md,pmn,https://www.utah.gov/pmn/files/798591.pdf,pdf-text,Council
2022-01-20,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-01-17/2022-01-20_city-council-meeting_814055.md,pmn,https://www.utah.gov/pmn/files/814055.pdf,pdf-text,Council
2022-02-17,2022,City Council Meeting,city-council-work-meeting,minutes/2022/2022-02-14/2022-02-17_city-council-work-meeting_827145.md,pmn,https://www.utah.gov/pmn/files/827145.pdf,pdf-text,Council
2022-03-03,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-02-28/2022-03-03_city-council-meeting_845035.md,pmn,https://www.utah.gov/pmn/files/845035.pdf,pdf-text,Council
2022-03-17,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-03-14/2022-03-17_city-council-meeting_845037.md,pmn,https://www.utah.gov/pmn/files/845037.pdf,pdf-text,Council
2022-04-14,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-04-11/2022-04-14_city-council-meeting_845039.md,pmn,https://www.utah.gov/pmn/files/845039.pdf,pdf-text,Council
2022-04-21,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-04-18/2022-04-21_city-council-meeting_861649.md,pmn,https://www.utah.gov/pmn/files/861649.pdf,pdf-text,Council
2022-04-21,2022,Redevelopment Agency (RDA) Meeting,rda-meeting,minutes/2022/2022-04-18/2022-04-21_rda-meeting_861661.md,pmn,https://www.utah.gov/pmn/files/861661.pdf,pdf-text,RDA
2022-05-05,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-05-02/2022-05-05_city-council-meeting_861651.md,pmn,https://www.utah.gov/pmn/files/861651.pdf,pdf-text,Council
2022-05-05,2022,Redevelopment Agency (RDA) Meeting,rda-meeting,minutes/2022/2022-05-02/2022-05-05_rda-meeting_861663.md,pmn,https://www.utah.gov/pmn/files/861663.pdf,pdf-text,RDA
2022-05-12,2022,City Council Meeting,city-council-work-meeting,minutes/2022/2022-05-09/2022-05-12_city-council-work-meeting_861653.md,pmn,https://www.utah.gov/pmn/files/861653.pdf,pdf-text,Council
2022-05-19,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-05-16/2022-05-19_city-council-meeting_861655.md,pmn,https://www.utah.gov/pmn/files/861655.pdf,pdf-text,Council
2022-06-02,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-05-30/2022-06-02_city-council-meeting_894987.md,pmn,https://www.utah.gov/pmn/files/894987.pdf,pdf-text,Council
2022-06-02,2022,Redevelopment Agency (RDA) Meeting,rda-meeting,minutes/2022/2022-05-30/2022-06-02_rda-meeting_861665.md,pmn,https://www.utah.gov/pmn/files/861665.pdf,pdf-text,RDA
2022-06-16,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-06-13/2022-06-16_city-council-meeting_894989.md,pmn,https://www.utah.gov/pmn/files/894989.pdf,pdf-text,Council
2022-07-14,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-07-11/2022-07-14_city-council-meeting_894991.md,pmn,https://www.utah.gov/pmn/files/894991.pdf,pdf-text,Council
2022-08-11,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-08-08/2022-08-11_city-council-meeting_898715.md,pmn,https://www.utah.gov/pmn/files/898715.pdf,pdf-text,Council
2022-08-18,2022,City Council Meeting,city-council-work-meeting,minutes/2022/2022-08-15/2022-08-18_city-council-work-meeting_898713.md,pmn,https://www.utah.gov/pmn/files/898713.pdf,pdf-text,Council
2022-09-08,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-09-05/2022-09-08_city-council-meeting_898709.md,pmn,https://www.utah.gov/pmn/files/898709.pdf,pdf-text,Council
2022-09-15,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-09-12/2022-09-15_city-council-meeting_898705.md,pmn,https://www.utah.gov/pmn/files/898705.pdf,pdf-text,Council
2022-10-06,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-10-03/2022-10-06_city-council-meeting_920992.md,pmn,https://www.utah.gov/pmn/files/920992.pdf,pdf-text,Council
2022-11-03,2022,City Council Meeting,city-council-meeting,minutes/2022/2022-10-31/2022-11-03_city-council-meeting_920994.md,pmn,https://www.utah.gov/pmn/files/920994.pdf,pdf-text,Council
2023-01-19,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-01-16/2023-01-19_city-council-meeting_957581.md,pmn,https://www.utah.gov/pmn/files/957581.pdf,pdf-text,Council
2023-02-02,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-01-30/2023-02-02_city-council-meeting_957577.md,pmn,https://www.utah.gov/pmn/files/957577.pdf,pdf-text,Council
2023-02-16,2023,City Council Meeting,city-council-work-meeting,minutes/2023/2023-02-13/2023-02-16_city-council-work-meeting_943627.md,pmn,https://www.utah.gov/pmn/files/943627.pdf,pdf-text,Council
2023-03-02,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-02-27/2023-03-02_city-council-meeting_975695.md,pmn,https://www.utah.gov/pmn/files/975695.pdf,pdf-text,Council
2023-03-16,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-03-13/2023-03-16_city-council-meeting_975711.md,pmn,https://www.utah.gov/pmn/files/975711.pdf,pdf-text,Council
2023-04-06,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-04-03/2023-04-06_city-council-meeting_999780.md,pmn,https://www.utah.gov/pmn/files/999780.pdf,pdf-text,Council
2023-04-20,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-04-17/2023-04-20_city-council-meeting_999782.md,pmn,https://www.utah.gov/pmn/files/999782.pdf,pdf-text,Council
2023-05-04,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-05-01/2023-05-04_city-council-meeting_999786.md,pmn,https://www.utah.gov/pmn/files/999786.pdf,pdf-text,Council
2023-05-11,2023,City Council Meeting,city-council-work-meeting,minutes/2023/2023-05-08/2023-05-11_city-council-work-meeting_999788.md,pmn,https://www.utah.gov/pmn/files/999788.pdf,pdf-text,Council
2023-05-18,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-05-15/2023-05-18_city-council-meeting_999794.md,pmn,https://www.utah.gov/pmn/files/999794.pdf,pdf-text,Council
2023-06-01,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-05-29/2023-06-01_city-council-meeting_999796.md,pmn,https://www.utah.gov/pmn/files/999796.pdf,pdf-text,Council
2023-06-08,2023,City Council Meeting,city-council-work-meeting,minutes/2023/2023-06-05/2023-06-08_city-council-work-meeting_1019333.md,pmn,https://www.utah.gov/pmn/files/1019333.pdf,pdf-text,Council
2023-06-15,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-06-12/2023-06-15_city-council-meeting_1019335.md,pmn,https://www.utah.gov/pmn/files/1019335.pdf,pdf-text,Council
2023-07-13,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-07-10/2023-07-13_city-council-meeting_1019337.md,pmn,https://www.utah.gov/pmn/files/1019337.pdf,pdf-text,Council
2023-08-17,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-08-14/2023-08-17_city-council-meeting_1043189.md,pmn,https://www.utah.gov/pmn/files/1043189.pdf,pdf-text,Council
2023-09-21,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-09-18/2023-09-21_city-council-meeting_1043195.md,pmn,https://www.utah.gov/pmn/files/1043195.pdf,pdf-text,Council
2023-10-05,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-10-02/2023-10-05_city-council-meeting_1061421.md,pmn,https://www.utah.gov/pmn/files/1061421.pdf,pdf-text,Council
2023-10-19,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-10-16/2023-10-19_city-council-meeting_1061411.md,pmn,https://www.utah.gov/pmn/files/1061411.pdf,pdf-text,Council
2023-11-02,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-10-30/2023-11-02_city-council-meeting_1061409.md,pmn,https://www.utah.gov/pmn/files/1061409.pdf,pdf-text,Council
2023-11-16,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-11-13/2023-11-16_city-council-meeting_1095119.md,pmn,https://www.utah.gov/pmn/files/1095119.pdf,pdf-text,Council
2023-12-14,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-12-11/2023-12-14_city-council-meeting_1058857.md,pmn,https://www.utah.gov/pmn/files/1058857.pdf,pdf-text,Council
2023-12-14,2023,City Council Meeting,city-council-meeting,minutes/2023/2023-12-11/2023-12-14_city-council-meeting_1095121.md,pmn,https://www.utah.gov/pmn/files/1095121.pdf,pdf-text,Council
2024-01-04,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-01-01/2024-01-04_city-council-meeting_1095125.md,pmn,https://www.utah.gov/pmn/files/1095125.pdf,pdf-text,Council
2024-01-04,2024,Redevelopment Agency (RDA) Meeting,rda-meeting,minutes/2024/2024-01-01/2024-01-04_rda-meeting_1136883.md,pmn,https://www.utah.gov/pmn/files/1136883.pdf,pdf-text,RDA
2024-01-11,2024,City Council Meeting,city-council-work-meeting,minutes/2024/2024-01-08/2024-01-11_city-council-work-meeting_1095131.md,pmn,https://www.utah.gov/pmn/files/1095131.pdf,pdf-text,Council
2024-01-18,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-01-15/2024-01-18_city-council-meeting_1115841.md,pmn,https://www.utah.gov/pmn/files/1115841.pdf,pdf-text,Council
2024-02-01,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-01-29/2024-02-01_city-council-meeting_1115837.md,pmn,https://www.utah.gov/pmn/files/1115837.pdf,pdf-text,Council
2024-02-15,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-02-12/2024-02-15_city-council-meeting_1115835.md,pmn,https://www.utah.gov/pmn/files/1115835.pdf,pdf-text,Council
2024-03-07,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-03-04/2024-03-07_city-council-meeting_1115833.md,pmn,https://www.utah.gov/pmn/files/1115833.pdf,pdf-text,Council
2024-03-21,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-03-18/2024-03-21_city-council-meeting_1136879.md,pmn,https://www.utah.gov/pmn/files/1136879.pdf,pdf-text,Council
2024-04-11,2024,City Council Meeting,city-council-meeting,minutes/2024/2024-04-08/2024-04-11_city-council-meeting_1136881.md,pmn,https://www.utah.gov/pmn/files/1136881.pdf,pdf-text,Council
