date,body,notice_title,pmn_notice_id,reason,source_channel
2020-03-31,Council,City Council Annual Planning Meeting,597393,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2021-04-22,Council,Council Meeting,671073,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2021-05-13,Council,City Council Meeting,676027,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2021-05-20,Council,City Council Meeting,677729,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2021-06-10,Council,City Council Work Meeting,682467,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2021-06-15,Council,Planning Commission Meeting,683940,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2022-01-06,Council,City Council Meeting,725681,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2022-02-10,Council,City Council Meeting,733655,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2022-03-14,Council,City Council Annual Planning Meeting,741507,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2022-06-09,Council,REVISED City Council Electronic Work Meeting,760801,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2022-11-17,Council,City Council Meeting,794115,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2022-12-08,Council,City Council Meeting,798239,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2023-01-12,Council,City Council Work Meeting,805001,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2023-09-07,Council,Holladay City Council Meeting,855521,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2024-02-29,Council,Holladay Council Annual Planning Meeting (Retreat),895925,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2025-02-20,Council,Holladay City Council Annual Planning Meeting,974869,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2025-08-07,Council,Holladay City Council Meeting,1013231,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2025-12-11,Council,City Council Meeting,1044261,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-02-12,Council,City Council Annual Planning Meeting,1058283,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-04-23,Council,City Council Meeting,1074341,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-05-07,Council,City Council Meeting,1077545,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-05-14,Council,City Council Work Meeting,1079469,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-05-21,Council,City Council Meeting,1081701,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-06-04,Council,City Council Meeting,1085073,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-06-11,Council,City Council Meeting,1087241,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
2026-07-16,Council,City Council Meeting,1094355,meeting noticed on Utah PMN but no Meeting Minutes attachment published there (only agenda/packet); minutes not recovered from PMN spine,pmn_notice_only
