url,channel,path,sha256,bytes,retrieved_utc,printed_office,document_candidate,portal_candidate,reason
https://www.washco.utah.gov/wp-content/uploads/2026/01/Craig-Seegmiller-Financial-012026.pdf,live_wp,raw/live_wp/Craig-Seegmiller-Financial-012026.pdf,ccbaab9c6b29fa4be86d3e5dc34703a9454742a33db36078ec2b4982721b8262,71278,2026-08-01T18:35:59Z,LOCAL SCHOOL BOARD DISTRICT 2,Craig Seegmiller,CRAIG SEEGMILLER,Local School Board / judicial - out of COUNTY-OFFICE scope
https://www.washco.utah.gov/wp-content/uploads/2026/01/Ronald-M-Wade-2.pdf,live_wp,raw/live_wp/Ronald-M-Wade-2.pdf,b79a16c2b0fb0438288af1246c6cf581991c593376c321f7ccf5c9ee33562feb,72478,2026-08-01T18:36:00Z,LOCAL SCHOOL BOARD DISTRICT 3,Kowgev Vib plgne,RON WADE,Local School Board / judicial - out of COUNTY-OFFICE scope
https://www.washco.utah.gov/wp-content/uploads/2026/01/LaRene-Cox-Financial-012026.pdf,live_wp,raw/live_wp/LaRene-Cox-Financial-012026.pdf,944618c7aaea549eb28acb9756e49ecce4e6e1a728ecea04c7da3e74851689d9,108184,2026-08-01T18:36:01Z,Washington County School District Board Member,LaRene Cox,LARENE COX,Local School Board / judicial - out of COUNTY-OFFICE scope
https://www.washco.utah.gov/wp-content/uploads/2026/01/Burke-Staheli.pdf,live_wp,raw/live_wp/Burke-Staheli.pdf,e32a0ee5fcfbe1ade1be895f7f21a4bd1eaa85e4724938e3d5ed95bc9a6229cc,108732,2026-08-01T18:36:02Z,School Board- District 6,Burke Staheli,BURKE STAHELI,Local School Board / judicial - out of COUNTY-OFFICE scope
https://www.washco.utah.gov/wp-content/uploads/2026/01/N.-Craig-Hammer-2.pdf,live_wp,raw/live_wp/N.-Craig-Hammer-2.pdf,07d0459bcec9c0f15eee18ad823d69e88400a345bdcd9f7a899c1920ebe9c4f4,101821,2026-08-01T18:36:03Z,School Board: Distsict 7,N. Craig Hammer,N. CRAIG HAMMER,Local School Board / judicial - out of COUNTY-OFFICE scope
https://outpost.washco.utah.gov/apps/clerk/elections/2024/reports/Larry%20Meyers_Local%20School%201_Final_01-08-2025.pdf,live_outpost,raw/live_outpost/Larry Meyers_Local School 1_Final_01-08-2025.pdf,1b9f5a0c151776813490dbacd5514428ab8aefa1cb8a39a1f18d68f07fb1862d,109736,2026-08-01T18:36:47Z,LOCAL SCHOOL BOARD DISTRICT 1,Lary Mey C9>,LARRY MEYERS,Local School Board / judicial - out of COUNTY-OFFICE scope
https://outpost.washco.utah.gov/apps/clerk/elections/2024/reports/Larry%20Meyers_Local%20School%201_FCR_10-26-2024.pdf,live_outpost,raw/live_outpost/Larry Meyers_Local School 1_FCR_10-26-2024.pdf,7d526bbb4152c3490cca712a206cb5cc9cc4789353bef6911f9dcc33a421614e,1646434,2026-08-01T18:36:48Z,"Local School Board, db restret",Lary Mey ce,LARRY MEYERS,Local School Board / judicial - out of COUNTY-OFFICE scope
https://outpost.washco.utah.gov/apps/clerk/elections/2024/reports/06-18-2024-Larry%20Meyers-Local%20School%201_06-20-2024.pdf,live_outpost,raw/live_outpost/06-18-2024-Larry Meyers-Local School 1_06-20-2024.pdf,cf16b1cc58d9550b9d8a22198340a71a7ffd7587be266e8d5ff93859c758e0ac,161603,2026-08-01T18:36:49Z,Lec2h School Boant (,L a a Mey es S$,LARRY MEYERS,Local School Board / judicial - out of COUNTY-OFFICE scope
https://outpost.washco.utah.gov/apps/clerk/elections/2024/reports/Hedi%20Gunn_Local%20School%201_Final_01-06-2025.pdf,live_outpost,raw/live_outpost/Hedi Gunn_Local School 1_Final_01-06-2025.pdf,2a20586cb5d89dea67c1c711e2577afcceae75e3be06ecad08edb8a6fc72308e,87907,2026-08-01T18:36:50Z,LOCAL SCHOOL BOARD DISTRICT 1,Le ix‘ \ l ( = jehawA',HEIDI GUNN,Local School Board / judicial - out of COUNTY-OFFICE scope
https://outpost.washco.utah.gov/apps/clerk/elections/2024/reports/Heidi%20Gunn_Local%20School%201_FCR_10-26-2024.pdf,live_outpost,raw/live_outpost/Heidi Gunn_Local School 1_FCR_10-26-2024.pdf,8810bfdfdbf7fa17668651cf66e0d93e192ace7f6d9f8f5000c2ca20c6295667,1394077,2026-08-01T18:36:51Z,LOCAL SCHOOL BOARD DISTRICT 1,He i \\ Cr hata,HEIDI GUNN,Local School Board / judicial - out of COUNTY-OFFICE scope
