date,year,title,body,motion_no,motion,motion_type,result,mover,seconder,member,vote,source,provenance
2022-06-02,2022,Alta Planning Commission — Regular Meeting 2022-06-02,PlanningCommission,1,"approve granting a conditional use permit for the eight Wyssen Towers on Alta Ski Lifts’ private property, as requested in their letter dated May 23 rd, 2022, subject to the following conditions: that all requirements in the USFS decision letter dated January 2022, and all requirements in the ATF approval letter dated March 3rd, 2021 be incorporated as conditions in the conditional use permit granted by the Town of Alta, also including the",Land-Use/Zoning,APPROVED,Jeff Niermeyer,,,,minutes/2022/2022-05-30/2022-06-02_22_6_2_alta_planning_commission_minutes.md,minutes
2022-06-02,2022,Alta Planning Commission — Regular Meeting 2022-06-02,PlanningCommission,2,adjourn the meeting,Procedural/Administrative,ADJOURNED,Jeff Niermeyer,Maren Askins,,,minutes/2022/2022-05-30/2022-06-02_22_6_2_alta_planning_commission_minutes.md,minutes
2023-07-18,2023,Alta Planning Commission — Regular Meeting 2023-07-18,PlanningCommission,1,"APPROVAL OF MINUTES FROM THE JUNE 2, 2022 MEETING",Other,APPROVED,Jeff Niermeyer,Rob Voye,,,minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,minutes
2023-07-18,2023,Alta Planning Commission — Regular Meeting 2023-07-18,PlanningCommission,2,approve the conditional use permit application with the condition that Alta Ski Area use the smaller of the two tank farm structure options,Land-Use/Zoning,APPROVED,Jeff Niermeyer,Rob Voye,,,minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,minutes
2023-07-18,2023,Alta Planning Commission — Regular Meeting 2023-07-18,PlanningCommission,3,DISCUSSION AND POSSIBLE ACTION: CONDITIONAL USE PERMIT APPLICATION FROM ALTA SKI AREA TO INSTALL TWO CONEX STORAGE CONTAINERS ON A SEMI-PERMANENT BASIS ON PRIVATE LAND ADJACENT TO THE WILDCAT PARKING LOT: DAVE RICHARDS,Land-Use/Zoning,APPROVED,Maren Askins,Jeff Niermeyer,,,minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,minutes
2023-07-18,2023,Alta Planning Commission — Regular Meeting 2023-07-18,PlanningCommission,4,DISCUSSION AND POSSIBLE ACTION: APPOINTMENT OF A COMMISSION CHAIR AND VICE-CHAIR,Appointment,APPROVED,Jeff Niermeyer,David Abraham,,,minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,minutes
2023-07-18,2023,Alta Planning Commission — Regular Meeting 2023-07-18,PlanningCommission,5,DISCUSSION AND POSSIBLE ACTION: APPOINTMENT OF A COMMISSION CHAIR AND VICE-CHAIR,Appointment,APPROVED,Jon Nepstad,Rob Voye,,,minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,minutes
2023-07-18,2023,Alta Planning Commission — Regular Meeting 2023-07-18,PlanningCommission,6,adjourn the meeting,Procedural/Administrative,ADJOURNED,Jon Nepstad,Jeff Niermeyer,,,minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,minutes
2023-10-24,2023,Alta Planning Commission — Regular Meeting 2023-10-24,PlanningCommission,1,"APPROVAL OF MINUTES FROM THE JULY 18, 2023 MEETING",Other,APPROVED,Jeff Niermeyer,Rob Voye,,,minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md,minutes
2023-10-24,2023,Alta Planning Commission — Regular Meeting 2023-10-24,PlanningCommission,2,"approve the application and the plat amendment submitted to the Town of Alta, subject to two conditions: That a current and updated title report be provided to the Town of Alta that encompasses all the properties shown on the plat; and That Town of Alta legal counsel determines that the appropriate signatories are shown on",Land-Use/Zoning,APPROVED,Jeff Niermeyer,,,,minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md,minutes
2023-10-24,2023,Alta Planning Commission — Regular Meeting 2023-10-24,PlanningCommission,3,adjourn the meeting,Procedural/Administrative,ADJOURNED,Rob Voye,Jeff Niermeyer,,,minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md,minutes
2024-02-27,2024,Alta Planning Commission — Regular Meeting 2024-02-27,PlanningCommission,1,"APPROVAL OF MINUTES FROM THE NOVEMBER 28, 2023, MEETING",Other,APPROVED,David Abraham,Maren Askins,,,minutes/2024/2024-02-26/2024-02-27_2_27_2024_alta_planning_commission_minutes_approved.md,minutes
2024-02-27,2024,Alta Planning Commission — Regular Meeting 2024-02-27,PlanningCommission,2,Discussion and possible action to adopt a commission meeting schedule for 2024,Other,APPROVED,Maren Askins,Rob Voye,,,minutes/2024/2024-02-26/2024-02-27_2_27_2024_alta_planning_commission_minutes_approved.md,minutes
2024-02-27,2024,Alta Planning Commission — Regular Meeting 2024-02-27,PlanningCommission,3,adjourn the meeting,Procedural/Administrative,ADJOURNED,Rob Voye,David Abraham,,,minutes/2024/2024-02-26/2024-02-27_2_27_2024_alta_planning_commission_minutes_approved.md,minutes
2024-03-27,2024,Alta Planning Commission — Regular Meeting 2024-03-27,PlanningCommission,1,"APPROVAL OF MINUTES FROM THE FEBRUARY 27, 2024, MEETING",Other,APPROVED,Rob Voye,David Abraham,,,minutes/2024/2024-03-25/2024-03-27_2024_3_27_alta_planning_commission_minutes_approved.md,minutes
2024-03-27,2024,Alta Planning Commission — Regular Meeting 2024-03-27,PlanningCommission,2,adjourn the meeting,Procedural/Administrative,ADJOURNED,Jeff Niermeyer,Maren Askins,,,minutes/2024/2024-03-25/2024-03-27_2024_3_27_alta_planning_commission_minutes_approved.md,minutes
2024-04-24,2024,Alta Planning Commission — Regular Meeting 2024-04-24,PlanningCommission,1,"APPROVAL OF MINUTES FROM THE March 27, 2024, MEETING",Other,APPROVED,Jeff Niermeyer,David Abraham,,,pmn_backfill/text/pmn_pc_2024-04-24_1124533.txt,pmn_minutes
