source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence
minutes/2022/2022-05-30/2022-06-02_22_6_2_alta_planning_commission_minutes.md,1,2022-06-02,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unknown,APPROVED,rule:lu-cup,high
minutes/2022/2022-05-30/2022-06-02_22_6_2_alta_planning_commission_minutes.md,2,2022-06-02,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,ADJOURNED,crosswalk,high
minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,1,2023-07-18,PlanningCommission,Other,Procedural-Administrative,,procedural,pass,,,,unknown,APPROVED,rule:proc-minutes,high
minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,2,2023-07-18,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unknown,APPROVED,rule:lu-cup,high
minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,3,2023-07-18,PlanningCommission,Land-Use/Zoning,Land-Use,Conditional-Use,final-action,pass,,,,unknown,APPROVED,rule:lu-cup,high
minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,4,2023-07-18,PlanningCommission,Appointment,Appointment,,final-action,pass,,,,unknown,APPROVED,crosswalk,high
minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,5,2023-07-18,PlanningCommission,Appointment,Appointment,,final-action,pass,,,,unknown,APPROVED,crosswalk,high
minutes/2023/2023-07-17/2023-07-18_23_7_18_alta_planning_commission_minutes.md,6,2023-07-18,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,ADJOURNED,crosswalk,high
minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md,1,2023-10-24,PlanningCommission,Other,Procedural-Administrative,,procedural,pass,,,,unknown,APPROVED,rule:proc-minutes,high
minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md,2,2023-10-24,PlanningCommission,Land-Use/Zoning,Land-Use,Subdivision-Plat,final-action,pass,,,,unknown,APPROVED,rule:lu-subdiv,high
minutes/2023/2023-10-23/2023-10-24_23_10_24_alta_planning_commission_minutes.md,3,2023-10-24,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,ADJOURNED,crosswalk,high
minutes/2024/2024-02-26/2024-02-27_2_27_2024_alta_planning_commission_minutes_approved.md,1,2024-02-27,PlanningCommission,Other,Procedural-Administrative,,procedural,pass,,,,unknown,APPROVED,rule:proc-minutes,high
minutes/2024/2024-02-26/2024-02-27_2_27_2024_alta_planning_commission_minutes_approved.md,2,2024-02-27,PlanningCommission,Other,Procedural-Administrative,,procedural,pass,,,,unknown,APPROVED,rule:proc-schedule,medium
minutes/2024/2024-02-26/2024-02-27_2_27_2024_alta_planning_commission_minutes_approved.md,3,2024-02-27,PlanningCommission,Procedural/Administrative,Procedural-Administrative,,procedural,unknown,,,,unknown,ADJOURNED,crosswalk,high
