date,title,body,video_url,video_id,caption_type,source_url,retrieved_date,format,reason
2026-03-04,Planning Commission 3-04-26,PlanningCommission,https://cpmedia.azureedge.net/bluffdaleut/675dd64d6a.mp4,civicclerk:402,,https://bluffdaleut.portal.civicclerk.com/event/402/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-03-11,City Council Business Meeting  03/11/2026,Council,https://cpmedia.azureedge.net/bluffdaleut/882b60b6ce.mp4,civicclerk:403,,https://bluffdaleut.portal.civicclerk.com/event/403/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-03-18,Planning Commission 3-18-2026,PlanningCommission,https://cpmedia.azureedge.net/bluffdaleut/d6bec24276.mp4,civicclerk:404,,https://bluffdaleut.portal.civicclerk.com/event/404/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-03-25,City Council Business Meeting 3-25-36,Council,https://cpmedia.azureedge.net/bluffdaleut/3c8afb6199.mp4,civicclerk:405,,https://bluffdaleut.portal.civicclerk.com/event/405/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-04-08,City Council Business Meeting 4-8-26,Council,https://cpmedia.azureedge.net/bluffdaleut/b235d84628.mp4,civicclerk:406,,https://bluffdaleut.portal.civicclerk.com/event/406/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-04-15,Planning Commission 4-15-2026,PlanningCommission,https://cpmedia.azureedge.net/bluffdaleut/f05eb60b1b.mp4,civicclerk:407,,https://bluffdaleut.portal.civicclerk.com/event/407/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-04-28,Miss Fisher's 5th Grade Congressional Hearing,Other,https://cpmedia.azureedge.net/bluffdaleut/60ea221b9b.mp4,civicclerk:408,,https://bluffdaleut.portal.civicclerk.com/event/408/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-05-13,City Council Business Meeting 5-13-26,Council,https://cpmedia.azureedge.net/bluffdaleut/dac2a2fb20.mp4,civicclerk:409,,https://bluffdaleut.portal.civicclerk.com/event/409/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-05-20,Planning Commission Meeting 5-20-2026,PlanningCommission,https://cpmedia.azureedge.net/bluffdaleut/a8176f885f.mp4,civicclerk:410,,https://bluffdaleut.portal.civicclerk.com/event/410/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-05-27,City Council Business Meeting 5-27-26,Council,https://cpmedia.azureedge.net/bluffdaleut/aead07788c.mp4,civicclerk:411,,https://bluffdaleut.portal.civicclerk.com/event/411/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-06-03,Planning Commission 6-3-26,PlanningCommission,https://cpmedia.azureedge.net/bluffdaleut/f66d2847ad.mp4,civicclerk:412,,https://bluffdaleut.portal.civicclerk.com/event/412/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-06-10,City Council Business Meeting 6-10-26,Council,https://cpmedia.azureedge.net/bluffdaleut/fc21bd6398.mp4,civicclerk:413,,https://bluffdaleut.portal.civicclerk.com/event/413/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-06-22,Special Meeting 6-22-2026,Council,https://cpmedia.azureedge.net/stream/BLUFFDALEUT/da5af01f-4362-4431-8164-e3b87a7865e3.mp4,civicclerk:414,,https://bluffdaleut.portal.civicclerk.com/event/414/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-07-01,Planning Commission 7-1-2026,PlanningCommission,https://cpmedia.azureedge.net/bluffdaleut/42b42f3d6d.mp4,civicclerk:416,,https://bluffdaleut.portal.civicclerk.com/event/416/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
2026-07-08,City Council Meeting 7-8-2026,Council,https://cpmedia.azureedge.net/bluffdaleut/9d628a5d2d.mp4,civicclerk:429,,https://bluffdaleut.portal.civicclerk.com/event/429/media,2026-07-12,na,"CivicClerk-hosted video (not YouTube); no closed-caption track published (CivicClerk closedCaptionFileName=null, closedCaptionStatus=none); yt-dlp official caption path returns 'no subtitles'. No ASR/manual captions to retrieve."
