date,body,md_path,source_url,minutes_status,note
2020-01-02,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-01-02_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/572831.pdf,Approved,
2020-01-15,Planning Commission,land_use/minutes/2020/2020-01-15_planning_commission.md,https://www.utah.gov/pmn/files/584125.pdf,Approved,
2020-02-06,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-02-06_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/583155.pdf,Approved,
2020-03-05,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-03-05_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/627147.pdf,Approved,
2020-03-11,Planning Commission,land_use/minutes/2020/2020-03-11_planning_commission.md,https://www.utah.gov/pmn/files/592395.pdf,Approved,
2020-04-15,Planning Commission,land_use/minutes/2020/2020-04-15_planning_commission.md,https://www.utah.gov/pmn/files/600151.pdf,Approved,
2020-05-13,Planning Commission,land_use/minutes/2020/2020-05-13_planning_commission.md,https://www.utah.gov/pmn/files/609285.pdf,Approved,
2020-05-27,Planning Commission,land_use/minutes/2020/2020-05-27_planning_commission.md,https://www.utah.gov/pmn/files/609287.pdf,Approved,
2020-06-04,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-06-04_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/643987.pdf,Approved,
2020-06-10,Planning Commission,land_use/minutes/2020/2020-06-10_planning_commission.md,https://www.utah.gov/pmn/files/620321.pdf,Approved,
2020-07-15,Planning Commission,land_use/minutes/2020/2020-07-15_planning_commission.md,https://www.utah.gov/pmn/files/648055.pdf,Approved,
2020-08-06,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-08-06_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/643985.pdf,Approved,
2020-08-12,Planning Commission,land_use/minutes/2020/2020-08-12_planning_commission.md,https://www.utah.gov/pmn/files/659781.pdf,Approved,
2020-10-01,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-10-01_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/655357.pdf,Approved,
2020-10-14,Planning Commission,land_use/minutes/2020/2020-10-14_planning_commission.md,https://www.utah.gov/pmn/files/659783.pdf,Approved,
2020-11-05,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-11-05_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/673387.pdf,Approved,
2020-11-18,Planning Commission,land_use/minutes/2020/2020-11-18_planning_commission.md,https://www.utah.gov/pmn/files/668263.pdf,Approved,
2020-12-03,Mountainous Planning District Planning Commission,land_use/minutes/2020/2020-12-03_mountainous_planning_commission.md,https://www.utah.gov/pmn/files/673389.pdf,Approved,
