city,plan_id,district_id,precinct_id,effective_start,effective_end,source,confidence,note
murray,plan_2022,District 1,MUR001,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR003,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR004,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR008,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR013,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR042,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR043,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 1,MUR047,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 2,MUR014,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR020,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR021,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR022,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR027,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR029,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR030,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR031,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR044,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR046,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 2,MUR048,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 3,MUR002,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR005,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR006,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR007,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR009,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR010,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR011,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR012,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR018,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR019,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR038,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR050,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR052,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 3,MUR053,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 4,MUR015,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR016,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR025,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR026,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR037,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR041,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR049,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 4,MUR051,2022-01-04,,geo/precinct_to_district.csv (2025),medium,
murray,plan_2022,District 5,MUR017,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR023,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR024,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR028,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR032,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR033,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR034,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR035,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR036,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR039,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR040,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_2022,District 5,MUR045,2022-01-04,,geo/precinct_to_district.csv (2023),high,"post-redistrict precinct->district from the current (post-2020-census) Murray map (geo/precinct_to_district.csv, source_year=2023, method=district_contest_precinct_rows)."
murray,plan_pre2022,District 1,,2020-01-01,2022-01-04,,low,Pre-2022 precinct->district composition NOT acquired -> GAP (low).
murray,plan_pre2022,District 2,,2020-01-01,2022-01-04,,low,Pre-2022 precinct->district composition NOT acquired -> GAP (low).
murray,plan_pre2022,District 3,,2020-01-01,2022-01-04,,low,Pre-2022 precinct->district composition NOT acquired -> GAP (low).
murray,plan_pre2022,District 4,,2020-01-01,2022-01-04,,low,Pre-2022 precinct->district composition NOT acquired -> GAP (low).
murray,plan_pre2022,District 5,,2020-01-01,2022-01-04,,low,Pre-2022 precinct->district composition NOT acquired -> GAP (low).
