city,candidate,election_year,office,seat,regime,regime_basis,raised_gross,spent_gross,carryover_opening,carryover_basis,raised_net_of_carryover,ending_balance,chain_closes,n_filings,n_live,n_governing,chain_len,is_floor,in_kind_basis,confidence,governing_filings,excluded_filings,gap_reason,itemized_check_raised,itemized_check_spent,itemized_check_note,review_flag
weber_county,Matthew Bell,2012,Commission,,cumulative,filing-arithmetic,44428.89,39649.18,,,,4779.71,,2,2,1,2,,unknown,B,raw/wayback/wb20160910181514_MBellCampaign2.pdf,raw/wayback/wb20161019231334_MBellCampaign.pdf=duplicate-restatement,,10939.53,6802.11,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,Corey Combe,2012,Commissioner,,cumulative-single,single-filing,24292.52,19834.65,,,,4287.87,,1,1,1,0,,unknown,B,raw/wayback/wb20160824082859_CCombeCampaign.pdf,,,24172.52,19834.65,latest-ledger,
weber_county,John E. Ulibarri II,2014,Assessor,,cumulative,county-prior,1892.08,1892.08,,,,,,2,2,1,1,,unknown,B,raw/wayback/wb20160824031236_JUlibarri_1.5.15.pdf,raw/wayback/wb20160824043328_Ulibarri_financials.pdf=duplicate-restatement,,1892.08,1892.08,latest-ledger,
weber_county,Ricky D. Hatch,2014,Clerk/Auditor,,cumulative,filing-arithmetic,14234.66,10813.73,159.82,chain-first-bb,,3420.93,False,2,2,1,2,,unknown,B,raw/wayback/wb20160824033834_RHatch1.5.2015.pdf,raw/wayback/wb20160824082910_Hatch_financials.pdf=duplicate-restatement,,,62.00,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,James Ebert,2014,Commission Seat A,,cumulative,filing-arithmetic,8130.00,6948.22,,,,1181.78,,2,2,1,2,,unknown,B,raw/wayback/wb20160824045615_JEbert_1.5.15.pdf,raw/wayback/wb20160824055040_Ebert_financials.pdf=duplicate-restatement,,1900.00,,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,Kerry Wayne Gibson,2014,County Commission Seat B,,cumulative-single,single-filing,73445.69,54704.64,13301.58,governing-report-bb,,18741.05,,1,1,1,0,,unknown,B,raw/wayback/wb20151203045241_Gibson_financials.pdf,,,12650.00,7210.53,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,Kerry W. Gibson,2014,County Commissioner Seat B,,cumulative-single,single-filing,83955.32,57099.59,18741.05,governing-report-bb,,26855.73,,1,1,1,0,,unknown,B,raw/wayback/wb20161020003411_KGibson_1.5.15.pdf,,,10509.63,2394.95,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,Terry Thompson,2014,County Sheriff,,per-period-single,single-filing,5734.68,6019.85,1469.60,governing-report-bb,5734.68,1184.43,,1,1,1,0,1,unknown,C,raw/wayback/wb20160824031246_Thompson_financials.pdf,,,5555.00,6019.85,latest-ledger,
weber_county,Ernest Dee Rowley,2014,Recorder / Surveyor,,cumulative,filing-arithmetic,23031.99,23031.99,,,,,,2,2,1,1,,unknown,B,raw/wayback/wb20160824045524_July_Post-Primary_report.pdf,raw/wayback/wb20160824031600_Ernest_Rowley_June_Financial.pdf=duplicate-restatement,,23178.35,24656.28,latest-ledger,
weber_county,Terry L. Thompson,2014,Sheriff,,cumulative-single,single-filing,37344.51,35930.08,1184.43,governing-report-bb,,1414.43,,1,1,1,0,,unknown,B,raw/wayback/wb20160824031922_TThompson_1.5.15.pdf,,,,-230.00,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,Chris Allred,2014,Weber County Attorneys Office,,cumulative,county-prior,4067.20,4067.20,,,,,,2,2,1,1,,unknown,B,raw/wayback/wb20160824055025_CAllred_1.5.15.pdf,raw/wayback/wb20160824031350_Allred_financials.pdf=duplicate-restatement,,,,no itemized layer,
weber_county,Leann Kilts,2014,Weber County Recorder/Surveyor,,cumulative,filing-arithmetic,13926.56,12614.28,,,,1312.28,,3,3,1,3,,unknown,B,raw/wayback/wb20160824045532_LKilts_1.5.15.pdf,raw/wayback/wb20160824033824_Leann_Kilts_June_Financials.pdf=duplicate-restatement;raw/wayback/wb20160824031533_Kilts_financials.pdf=duplicate-restatement,,,,no itemized layer,
weber_county,Jared B. Erickson,2014,Weber County Treasurer,,cumulative,filing-arithmetic,4069.09,4069.09,,,,,,2,2,1,2,,unknown,B,raw/wayback/wb20160824033548_JErickson_1.5.15.pdf,raw/wayback/wb20160824082904_Erickson_Financials.pdf=duplicate-restatement,,,723.00,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,John B. Bond,2014,Weber County Treasurer,,per-period,chain-closure,20196.26,20196.26,0.00,chain-first-bb,20196.26,0.00,True,2,2,2,2,,unknown,A,raw/wayback/wb20160824033528_Bond_financial.pdf;raw/wayback/wb20160824045511_JBond_1.5.15.pdf,,,,,not-comparable: itemized rows exist for only 1/2 governing filings,
weber_county,Neil Hansen,2014,clerk/auditor,,per-period,chain-closure,722.22,722.22,0.00,chain-first-bb,722.22,0.00,True,2,2,2,2,,unknown,A,raw/wayback/wb20160824043247_Hansen_financials.pdf;raw/wayback/wb20160824031446_NHansen_1.5.15.pdf,,,,,not-comparable: itemized rows exist for only 1/2 governing filings,
weber_county,JAMES H HARVEY,2016,WEBER COUNTY COMMISSONER,,cumulative,filing-arithmetic,58639.45,56420.94,,,,2218.51,,3,3,1,1,,unknown,B,raw/archives/2016_combined_7e3a53_2e3f405d.pdf,raw/wayback/wb20160824031502_16June_Harvey_Commission.pdf=duplicate-restatement;raw/wayback/wb20190828041319_harvey_commission.pdf=duplicate-restatement,,58639.45,56420.94,latest-ledger,
weber_county,Caitlin K. Gochnour,2016,Weber County Commissioner Seat C,,cumulative,filing-arithmetic,35662.25,34320.16,,,,1342.09,,2,2,1,2,,excluded,B,raw/wayback/wb20160824045455_16July_Gochnour_Commission.pdf,raw/wayback/wb20160824043243_16June_Gochnour_Commission.pdf=duplicate-restatement,,6826.00,1551.00,not-comparable: ledger is period-scoped (is_incremental=True) while the stated total is cumulative,
weber_county,Ricky D. Hatch,2018,Clerk/Auditor,,cumulative-single,single-filing,3450.93,3154.30,266.63,governing-report-bb,,296.63,,1,1,1,0,,unknown,B,raw/archives/2018_combined_7e3a53_1c487f91.pdf,,,,,not-comparable: mixed is_incremental within cycle,
weber_county,Gage Froerer,2018,County Commission Seat A,,cumulative-single,single-filing,73634.00,70017.23,9976.05,governing-report-bb,,7815.05,,1,1,1,0,,unknown,B,raw/archives/2018_combined_7e3a53_1c487f91.pdf,,,,,not-comparable: mixed is_incremental within cycle,
