doc_type,ordinance_no,adoption_date,title,land_use,book_type,jurisdiction,recodified_date,recodified_ord,n_sections,latest_amendment,source_book,n_amendments,motion_id,match_confidence,path,text_path,format,source_url,doc_class,fetch_status,sha256,text_chars,notes
codified_code,,,Utah County Land Use Ordinance,,landordinances,Unincorporated Utah County,2021-04-09,2021-258,132,Ord. 2026-383 (2026-06-09),,,,,,text/land_use_ordinance.txt,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,code_snapshot,ok,2b7c85d0ccd8c5a50ff9b0537068343121b4487b09d49edac7e32d8577776abc,954858,"THE land-use / zoning code for unincorporated Utah County (a.k.a. UCLUO; formerly the Zoning Ordinance). Revised & adopted in its entirety with new Municode numbering/formatting by Ord. 2021-258 on 2021-04-09 (an earlier entire-recodification was Ord. 2020-1109); continuously amended since — latest captured Ord. 2026-383 (Impound Yards) 2026-06-09. Titles/chapters keyed by integer prefix (1 General Provisions, 2 Definitions/Land Use, 4 General Regulations, 6 Health/Hazards, 8 Special Uses, ... 16 Administration/Planning Commission). 132 sections. Amendment history embeds 303 adopted land-use ordinance numbers -> see adopted_ordinances.csv. Codified web book (not a stored PDF)."
codified_code,,,Utah County Code of Ordinances,,ordinances,Utah County (countywide + unincorporated),,,915,,,,,,,text/code_of_ordinances.txt,html_codified,https://utahcounty.municipalcodeonline.com/book?type=ordinances,code_snapshot,ok,480341c44700805c09a38428aa017cf583f08792dd48a02aa298c53dd6ee1a16,964790,"The general county Code of Ordinances (governance: administration, finance/budget, health, business licensing, public safety, animals, roads, etc.). 915 sections. Fewer amendment-history citations than the land ordinance (19 distinct ordinance numbers found). Codified web book. Growth-relevance: mostly low/indirect; use the Land Use Ordinance for zoning/development. No recodification date printed in the section text."
codified_policies,,,Utah County Policies,,policies,Utah County (internal administrative),,,74,,,,,,,text/county_policies.txt,html_codified,https://utahcounty.municipalcodeonline.com/book?type=policies,code_snapshot,ok,81d7cd5573e92a37fb525bd23686a9fd3b99df1f764fc7c340c5c85f33e438ac,349092,"County administrative/personnel policies (County Administration, HR, procurement, etc.). 74 sections. Included for completeness of the Municode host; NOT land-use / growth relevant and carries no ordinance-number amendment history. Codified web book."
adopted_ordinance,1997-09,1997-04-22,Updated Expansion,yes,,,,,,,Land Use Ordinance,1,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1997-10,1997-04-29,Updated Ski Lifts and Facilities,yes,,,,,,,Land Use Ordinance,1,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1997-12,1997-05-13,Updated Graveled and Paved Roads,yes,,,,,,,Land Use Ordinance,1,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1997-13,1997-05-20,Updated Height Requirements of Occupied Buildings; Updated Human Occupancy and Facilities,yes,,,,,,,Land Use Ordinance,11,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1997-22,1997-08-29,Updated Operations and Rehabilitation Bonding,yes,,,,,,,Land Use Ordinance,1,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1997-23,1997-08-29,Updated Temporary Uses,yes,,,,,,,Land Use Ordinance,1,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1997-42,1998-01-14,Updated Requirements and Reduce Bond Amount,yes,,,,,,,Land Use Ordinance,3,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1998-06,1998-03-24,Updated Actions Taken,yes,,,,,,,Land Use Ordinance,1,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1998-08,1998-08-21,Updated Culinary Water Quality; Updated Required Improvements,yes,,,,,,,Land Use Ordinance,2,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
adopted_ordinance,1998-14,1998-10-27,Updated Residential Facilities for People with Disabilities; Updated Residential Facilities for Persons with Disability - Subdivision,yes,,,,,,,Land Use Ordinance,9,,,,,html_codified,https://utahcounty.municipalcodeonline.com/book?type=landordinances,adopted_ordinance,catalog,,,
