dataset,source,motion_no,date,body,motion_type_native,motion_type_std,land_use_type,action_class,outcome,tally_aye,tally_nay,tally_other,vote_mode,result_raw,classify_method,classify_confidence,motion_id
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,1,2020-01-08,Council,Other,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-agenda,high,1
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,2,2020-01-08,Council,Appointment,Appointment,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,2
meeting_minutes,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,7,2020-01-08,Council,Contract/Purchase,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-adjourn,high,3
meeting_minutes,meeting_minutes/minutes/2020/2020-01-13/2020-01-15_city-council-work-session.md,1,2020-01-15,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,4
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,2,2020-01-22,Council,Resolution,Resolution,,final-action,pass,5,2,,roll-call,5-2 Pass,crosswalk,high,5
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,3,2020-01-22,Council,Other,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-agenda,high,6
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,4,2020-01-22,Council,Other,Other,,final-action,pass,6,0,,roll-call,6-0 Pass,rule:no-signal,low,7
meeting_minutes,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,5,2020-01-22,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,8
meeting_minutes,meeting_minutes/minutes/2020/2020-01-27/2020-01-29_city-council-regular-meeting.md,1,2020-01-29,Council,Contract/Purchase,Procedural-Administrative,,procedural,pass,6,0,,roll-call,6-0 Pass,rule:proc-adjourn,high,9
meeting_minutes,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,2,2020-02-12,Council,Procedural/Administrative,Procedural-Administrative,,procedural,pass,4,3,,roll-call,4-3 Pass,crosswalk,high,10
meeting_minutes,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,3,2020-02-12,Council,Ordinance,Ordinance,,final-action,pass,7,0,,roll-call,7-0 Pass,crosswalk,high,11
meeting_minutes,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,4,2020-02-12,Council,Other,Procedural-Administrative,,procedural,pass,7,0,,roll-call,7-0 Pass,rule:proc-agenda,high,12
meeting_minutes,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,5,2020-02-12,Council,Other,Other,,final-action,pass,7,0,,roll-call,7-0 Pass,rule:no-signal,low,13
