motion_id,meeting_id,body_id,motion_no,motion_text,motion_type,result_raw,outcome,stage,recommendation,disposition,disposition_method,disposition_confidence,application_id,app_match_method,app_confidence,mover_person_id,seconder_person_id,names_recorded,source_file,provenance
1,1,1,1,to approve all four Consent Items,Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,minutes
2,1,1,2,"to approve Resolution 20- 04, consenting to the appointment of Korban Lee as the Chief Administrative Officer of the City of West Jordan and authorizing the Mayor to execute an employment agreement. Councilmember Jacob",Appointment,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,26,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,minutes
3,1,1,7,"to go into a closed session to discuss the character, professional competence, or physical or mental health of an individual; strategy session to discuss pending or reasonably imminent litigation; and strategy session to discuss the purchase, exchange, or lease of real property, including any form of a water right or water shares, and adjourn from there. Chair McConnehey",Contract/Purchase,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,5,7,1,meeting_minutes/minutes/2020/2020-01-06/2020-01-08_city-council-regular-meeting.md,minutes
4,2,1,1,"to go into a closed session for the discussion of the character, professional competence, or physical or mental health of an individual, and adjourn from there",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,17,16,1,meeting_minutes/minutes/2020/2020-01-13/2020-01-15_city-council-work-session.md,minutes
5,3,1,2,to approve Resolution 20- 05,Resolution,5-2 Pass,Pass,council_vote,,approve,keyword,high,,,,17,5,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,minutes
6,3,1,3,to approve both Consent Items. The motion was,Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,5,,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,minutes
7,3,1,4,to nominate Councilmember Jacob to serve as the City Council representative on the Utah League of Cities and Towns Legislative Committee. Councilmember Worthen,Other,6-0 Pass,Pass,council_vote,,,unclassified,low,,,,5,21,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,minutes
8,3,1,5,"to go into a closed session to discuss the character, professional competence, or physical or mental health of an individual; and strategy session to discuss pending or reasonably imminent litigation, and adjourn from there. Councilmember Jacob",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,17,,1,meeting_minutes/minutes/2020/2020-01-20/2020-01-22_city-council-regular-meeting.md,minutes
9,4,1,1,"to recess and go into a closed session to discuss the character, professional or physical or mental health of an individual, and strategy session to discuss pending or reasonably imminent litigation,and strategy session to discuss the purchase, exchange or lease of real property, including any form of water rights or water shares, and adjourn from there. Councilmember Whitelock",Contract/Purchase,6-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,17,,1,meeting_minutes/minutes/2020/2020-01-27/2020-01-29_city-council-regular-meeting.md,minutes
10,5,1,2,to table the application to a date uncertain with the hope that the immediate and long-term future of 5490 West would be determined. Councilmember Pack,Procedural/Administrative,4-3 Pass,Pass,council_vote,,table,keyword,high,,,,26,9,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,minutes
11,5,1,3,to approve Ordinance 20-02,Ordinance,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,16,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,minutes
12,5,1,4,to approve Consent Items a-d,Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,17,21,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,minutes
13,5,1,5,to approve the request for Councilmembers to attend the 2020 Utah League of Cities and Towns Mid-year Conference. Councilmember Whitelock,Other,7-0 Pass,Pass,council_vote,,approve,keyword,high,,,,7,16,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,minutes
14,5,1,8,to approve Resolution 20-10,Resolution,6-1 Pass,Pass,council_vote,,approve,keyword,high,,,,17,16,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,minutes
15,5,1,9,"to go into a closed session to discuss pending or reasonably imminent litigation, and adjourn from there",Procedural/Administrative,7-0 Pass,Pass,council_vote,,procedural,keyword,high,,,,17,21,1,meeting_minutes/minutes/2020/2020-02-10/2020-02-12_city-council-regular-meeting.md,minutes
16,6,1,1,to approve Consent Items 6a- 6d,Other,6-0 Pass,Pass,council_vote,,approve,keyword,high,,,,16,17,1,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-regular-meeting.md,minutes
17,6,1,2,"to approve Ordinance 20- 03, amending Title 5, Chapter 5, and Title 9, Chapter 2, Article A of the 2009 City Code, regarding Solid Waste Collection and Utility Service and Billing, in accordance with the attached redline copy",Ordinance,6-0 Pass,Pass,council_vote,,approve,keyword,high,1,singleton,high,16,5,1,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-regular-meeting.md,minutes
18,6,1,3,to deny Resolution 20- 13 and send it back to Staff for further review. Councilmember Lamb,Resolution,6-0 Pass,Pass,council_vote,,deny,keyword,high,,,,17,5,1,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-regular-meeting.md,minutes
19,6,1,4,to approve Resolution 20- 14 re- establishing the General Plan Committee and appointment of Committee Members. Councilmember Worthen,Appointment,6-0 Pass,Pass,council_vote,,approve,keyword,high,2,singleton,high,16,21,1,meeting_minutes/minutes/2020/2020-02-24/2020-02-26_city-council-regular-meeting.md,minutes
