body_id,body_name,date,flag_class,evidence_url,pmn_title,pmn_files,known_unrecovered,note
1601,Alta Town Council,2020-01-08,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/580043.html,Alta Town Council Meeting,,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2020-09-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/627263.html,Work Session &amp; Town Council Meeting,,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2021-03-10,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/662193.html,Alta Town Council Meeting and Work Session,,,no repo record of this meeting date at all (lower confidence)
1602,Alta Planning Commission,2021-09-28,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/705191.html,Alta Planning Commission Meeting 9-28-2021,,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2021-10-13,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/707847.html,Town Council Meeting &amp; Work Session,,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2021-11-16,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/716131.html,Town Council Meeting - Election Canvass,,,no repo record of this meeting date at all (lower confidence)
1602,Alta Planning Commission,2022-04-26,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/749811.html,"April 26, 2022 Alta Planning Commission Meeting",,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2022-11-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/792293.html,"November 9, 2022 Alta Town Council Meeting",,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2023-11-08,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/869663.html,"November 8, 2022 Alta Town Council Meeting and Work Session",,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2023-12-06,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/874311.html,"December 6, 2023 Alta Town Council Election Canvass Meeting",,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2024-09-11,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/938137.html,"September 11, 2024 Alta Town Council Meeting",,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2024-10-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/944689.html,"October 9, 2024 Alta Town Council Meeting",,,no repo record of this meeting date at all (lower confidence)
1601,Alta Town Council,2025-07-09,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1008835.html,Resolution 2025-R-18 Admitting the City of Holladay as a Member of the Central Wasatch Comission,,,no repo record of this meeting date at all (lower confidence)
1602,Alta Planning Commission,2026-02-25,agenda_only_gap,https://www.utah.gov/pmn/sitemap/notice/1061899.html,"February 25, 2026 Planning Commission Meeting and Public Hearings",,,no repo record of this meeting date at all (lower confidence)
