referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
22,medium,subject,Council,PlanningCommission,82,286,2022-11-17,"to send a positive recommendation to the city council for the Land Use Text Amendment to Section 17.78.050.J. reducing the minimum area requirement for detached accessory dwelling units from 12,000 sq.ft. to 10,000 sq.ft",19,2023-02-07,to approve the ordinance amending Section 17.78.050 of the Murray City Municipal Code relating to the minimum area required for detached accessory dwelling units,,0.395,
17,medium,subject,Council,PlanningCommission,-2,276,2022-10-06,"to forward a recommendation of approval to the city council for the requested amendment to the future land use map, re-designating the property located at 97 West Winchester Street from low density residential to residential business",14,2022-10-04,"to approve the ordinance relating to land use; amend the Zoning Map for the property located at 98 West Winchester Street, Murray City, Utah from R-1- 8 (Residential Low Density) to R-N-B (Residential Neighborhood Business)",,0.416,
16,medium,subject,Council,PlanningCommission,89,252,2022-07-07,"to forward a recommendation of approval to the city council for the requested amendments to the future land use map, re-designating the properties located at 787 and 825 East 4800 South for low density residential and office to medium density residential",13,2022-10-04,"to approve the ordinance relating to land use; amends the General Plan from Low-Density Residential and Office to Medium Density Residential and amends the Zoning Map from G-O (General Office) and R-1-8 (Single-Family Low-Density Residential) to R-M-15 (Multi-Family Medium Density Residential) for the properties located at 787 and 825-865 East 4800 South, Murray, Utah",,0.417,
1,medium,subject,Council,PlanningCommission,47,193,2021-09-02,that the Planning Commission forward a recommendation of approval to the City Council for the request to amend Chapter 5 the Land Use and Urban Design element of the 2017 Murray City General Plan,2,2021-10-19,"to adopt the ordinance related to Land Use; amends the General Plan, Chapter 5 – Land Use and Urban Design, to include “Village Mixed Use” and “Centers Mixed Use” Zones",,0.536,
2,medium,subject,Council,PlanningCommission,75,189,2021-09-02,to forward a recommendation of approval to the City Council for a Zone Map Amendment for the parcel of property generally addressed 5829 South Majestic Pine Drive,4,2021-11-16,to adopt the ordinance considering McDonough zone map amendment from R-M-10 to R-1-8 for 5829 & 5837 S. Majestic Pine Drive,,0.593,
4,medium,subject,Council,PlanningCommission,61,196,2021-10-07,"for the approval to the City Council for the proposed addition of a new Land Use category LU #2834, Radiopharmaceutical Manufacturing & Preparations to the Standard Land Use Code and a text amendment to Sections 17.144.020, 17.148.020, 17.160.020, and 17.174.020 as a Permitted Uses",5,2021-12-07,"to adopt an ordinance amending the Murray City Standard Land Use Code related to adding a land-use category for Radiopharmaceutical Manufacturing and Products; and amending section 17.144.020 of the Murray City Municipal Code identifying radiopharmaceutical Manufacturing and products as permitted uses in specified zoning districts and directs staff to exclude the following section 17.148.020, 17.160020, and 17.174.020",,0.614,
11,medium,subject,Council,PlanningCommission,61,262,2022-07-21,"to forward a recommendation of approval to the city council for the proposed amendment to the Fireclay Master Transportation Plan in the TOD Zone, as outlined. Motion",10,2022-09-20,to approve an ordinance amending the Fireclay Transportation Master Plan for the Fireclay Redevelopment Project Area,,0.81,
19,high,address+subject,Council,PlanningCommission,75,259,2022-07-21,"to forward a recommendation of approval to the city council for the requested amendment to the zoning map designation of the properties located at 64 and 72 West Woodrow Street from GO to R-1.8, as described in the staff report",15,2022-10-04,"to approve the ordinance relating to land use; amend the Zoning Map for the property located at 64 and 72 West Woodrow Street, Murray City, Utah from G-O (General Office) to R-1-8 (Residential Low Density)",72 w woodrow,0.252,
21,high,address+subject,Council,PlanningCommission,61,277,2022-10-06,"to forward a recommendation of approval to the city council for the requested amendment to the zoning map designation of the property located at 97 West Winchester Street from R-1-8, single family residential to RNB, residential neighborhood business",17,2022-12-06,"to approve the ordinance relating to land use; amend the General Plan from Low-Density Residential to Neighborhood Business and amend the Zoning Map from R-1-8 (Residential Low Density) to R-N-B (Residential Neighborhood Business) for the property located at 97 West Winchester Street, Murray, Utah",97 w winchester,0.325,
12,high,address+subject,Council,PlanningCommission,334,201,2021-10-21,"to forward a recommendation of an approval to the City Council for the requested amendment to the General Plan Future Land Use Map redesignating the property located at 861 East Winchester and 6520, 6550 & 6580 South 900 East from General Commercial to Village and Centers Mixed Use",12,2022-09-20,"to approve the ordinance request related to land use; amending the General Plan from General Commercial to Residential Medium Density and amending the Zoning Map from C-D (Commercial Development) to R-M-15 (Residential Medium Density) for the properties addressed 861 East Winchester Street and 6520, 6550 & 6580 South 900 East, Murray, Utah",6580 s 900 e,0.409,
