city,body,seat_id,district,person_name,person_key,start_date,end_date,start_event,end_event,election_year,first_vote,last_vote,sources,confidence,note
copperton,Council,MAYOR,At-Large,Sean Clayton,sean_clayton,2017-01-01,2020-01-01,elected,reelected,2016,2018-07-18,2018-07-18,"minutes:2018-07-18 (earliest recovered — present; 'Mayor Clayton, Chair, presided'; votes as the 5th roll 'Mayor Clayton voting Aye')",medium,"Founding metro-township council; the 2017-02->2018-06 record is a GENUINE PMN purge (honest gap). Chair titled 'Mayor' by courtesy (S.B.175, May 2018) and VOTES. seat_id MAYOR = the presiding-officer chain (the former township At-Large B seat)."
copperton,Council,MAYOR,At-Large,Sean Clayton,sean_clayton,2020-01-01,2024-01-17,reelected,reelected,2019,2020-03-18,2023-11-15,minutes:2019-11-19 (canvass — 'At Large B: Sean Clayton'); minutes:2022-01-19 (elected Mayor of the township council),high,2019 A/B/C general is absent from the county SOVC but the 2019-11-19 minutes canvass names the winner. Terms commence Jan 1 (per 2019-11-19 minutes).
copperton,Council,MAYOR,At-Large,Sean Clayton,sean_clayton,2024-01-17,2026-01-21,reelected,became-mayor,2023,,,"election:2023 (Council 'At-Large B' winner, 98, unopposed); minutes:2024-01-17 (oath — Clayton, Stitzer, Bailey; 'the mayor's seat would become an elected office going forward')",high,Last township chair-mayor term; converts to the directly-elected Town Mayor at the 2024-05-01 HB35 seam (first mayor election 2025).
copperton,Mayor,MAYOR,At-Large,Sean Clayton,sean_clayton,2026-01-21,,became-mayor,serving,2025,2026-05-20,2026-05-20,"election:2025 (first Town Mayor — UNOPPOSED, NOT tabulated by the county; honest gap); minutes:2026-01-21 (oath — 'Mayor Sean Clayton')",high,Converted from peer-selected Chair/'Mayor' to the DIRECTLY-ELECTED executive Town Mayor (HB35). Ran unopposed so the county published no tally; the 2026-01-21 oath documents the seating. Continues to VOTE (max roll 5).
copperton,Council,AL-A,At-Large,Kathleen Bailey,kathleen_bailey,2017-01-01,2020-01-01,elected,reelected,2016,2018-07-18,2018-07-18,minutes:2018-07-18 (present),medium,Founding metro-township council (pre-data; 2017 purge gap). Cohort A/B/C.
copperton,Council,AL-A,At-Large,Kathleen Bailey,kathleen_bailey,2020-01-01,2024-01-17,reelected,reelected,2019,2020-03-18,2023-11-15,minutes:2019-11-19 (canvass — 'At Large A: Kathleen Bailey'),high,2019 general absent from county SOVC; anchored to the minutes canvass. Terms commence Jan 1.
copperton,Council,AL-A,At-Large,Kathleen Bailey,kathleen_bailey,2024-01-17,,reelected,serving,2023,,,"election:2023 (Council 'At-Large A' winner, 118, unopposed); minutes:2024-01-17 (oath)",high,Long-serving member (Treasurer role).
copperton,Council,AL-C,At-Large,Ron Patrick,ron_patrick,2017-01-01,2020-01-01,elected,unknown,2016,2018-07-18,2018-07-18,minutes:2018-07-18 (present); minutes:2019-12-18 ('this is his final Council meeting'),medium,Founding metro-township council (pre-data; 2017 purge gap). Did not continue on seat C — the 2019 canvass gave At-Large C to Stitzer; mechanism (lost vs did-not-file) unrecorded -> unknown. Ran 2021 for seat E as a write-in and lost by 1 vote (see AL-E).
copperton,Council,AL-C,At-Large,Tessa Stitzer,tessa_stitzer,2020-01-01,2024-01-17,elected,reelected,2019,2020-03-18,2023-11-15,minutes:2019-11-19 (canvass — 'At Large C: Tessa Stitzer'); minutes:2020-01-15 (serving),high,"2019 general absent from county SOVC but named in the minutes canvass; terms commence Jan 1 (seated 2020-01-01, present 2020-01-15)."
copperton,Council,AL-C,At-Large,Tessa Stitzer,tessa_stitzer,2024-01-17,,reelected,serving,2023,2024-10-16,2025-05-21,"election:2023 (Council 'At-Large C' winner, 143, unopposed); minutes:2024-01-17 (oath); minutes:2026-01-21 (Mayor Pro Tempore)",high,Deputy Mayor / Mayor Pro Tempore.
