referral_id,confidence,match_method,primary_body,related_body,gap_days,related_application_id,related_date,related_title,primary_application_id,primary_date,primary_title,shared_address,subject_score,note
1,medium,subject,Council,PlanningCommission,22,61,2020-03-10,"Commissioner Wendel – I move that we send a positive recommendation to the City Council for a zoning text amendment to the Taylorsville Municipal Code, Chapter 13.19.010 D, adding Part 7, the SSD-IN (Institutional), File 5Z20",1,2020-04-01,"moved approve Ordinance No. 20-09, amending section 13.19.010 of the City of Taylorsville Municipal Code: Site Specific Development District Regulations Part D- District Designation",,0.263,
25,medium,subject,Council,PlanningCommission,22,182,2025-10-28,"Commissioner Quigley moved to send a positive recommendation to the | City Council for File #5Z25-DCA-000549-2025 to amend the Taylorsville Municipal Code related to on-premises signs, as specified in Exhibit A of | the staff report based on the findings outlined in the report with the addition that any signage located in an interior parking lot impacted by traffic must follow the same standards as the line of sight, clear-vision triangle, subject to review by the city engineer",50,2025-11-19,"moved adopt Ordinance No. 25-11, Approving a Zoning Text Amendment to the Taylorsville Municipal Code, Section 13.26.090(A)(3), Amending Standards Related to On-Premises Directional Signs",,0.561,
20,medium,subject,Council,PlanningCommission,36,153,2024-03-26,"Commissioner Quigley moved to send a positive recommendation to the City Council for File No. 1224 — DCA-000420-2024, a zoning text amendment to Taylorsville Municipal Code Section 13.20.020, amending minimum front setbacks for corner lots and lots in the Single-Family R- 4-7 zone, as specified in Exhibit G of the staff report",39,2024-05-01,"moved adopt Ordinance No. 24-04, approving a Zoning Text Amendment to Taylorsville Municipal Code Section 13.20.020, Amending Minimum Front Building Setback Standards in the R-1 and R-2 Zoning Districts",,0.574,
10,medium,subject,Council,PlanningCommission,22,91,2021-04-27,"Commissioner McElreath – I move that we send a positive recommendation to the City Council for File #8Z21 for an amendment to the Land Development Code related to drive-through facilities, as specified in Exhibit A, based on the Findings outlined in the Staff Report",13,2021-05-19,"moved adopt Ordinance No. 21- 10, approving a Zoning Map Amendment to Section 13. 08. 020; Section 13. 23. 170; Section 13. 24.080; Section 13.36. 030; Section 13. 36. 050 and Section 13.36. 190 of the Taylorsville Land Development Code, related to Drive-Through Facilities",,0.597,
4,medium,subject,Council,PlanningCommission,169,58,2020-01-14,"Commissioner Burggraaf I will move that we send a positive recommendation to the City Council for a zoning text amendment to the Taylorsville Municipal Code, Section 13.08.020 (E ) Permitted Lane Use Matrix by the Commercial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development Districts, and Chapter 13.36 Definitions, File #15Z19, in accordance with the Staff Report and the exhibits attached with the exclusion of the recommended changes related to Auto, Truck, RV, Indoor and Outdoor Storage. Ms. Price – Plus the definitions. Commissioner Burggraaf – I think I mentione",6,2020-07-01,"moved adopt Ordinance No. 20-15, approving text amendments to Taylorsville Municipal Code Section 13.08.020(E): Permitted Land Use Matrix by the Commercial, Office, Industrial, Mixed Use, Transit Corridor, and Research and Development Districts, and Section 13.23.160: Alcoholic Beverages; Distance Requirements",,0.624,
11,medium,subject,Council,PlanningCommission,43,104,2022-02-22,"Commissioner Quigley - | move that we send a positive recommendation to the City Council for File #2Z22 for an amendment to the Land Development Code related to the minimum land area required to establish a zoning district, as specified in Exhibit A, based on the findings outlined in the Staff Report",20,2022-04-06,"moved adopt Ordinance No. 22-02, approving a Text Amendment to Taylorsville Municipal Code Section 13.04.090 related to Minimum Land Area Required to Establish a Zoning District as presented",,0.631,
27,medium,subject,Council,PlanningCommission,22,187,2025-12-16,"Commissioner Quigley moved to send a positive recommendation to the City. Council for File No. 9Z25-DCA-000570-2025 to amend Section ~ 413.08.020(E) of the Taylorsville Municipal Code Amending Bar Establishment Use in RC Zone from Prohibited to NC requiring a Nonadministrative Conditional Use Approval Within 250 Feet of a Residential Zone based on the Findings Outlined in the Staff Report. Before the motion was seconded, Commissioner Wright wished those present to understand that an approval of this application would not be a blank check to open the neighborhood to more bars. There was a proce",57,2026-01-07,"moved adopt Ordinance No. 26-02, Approving a Zoning Text Amendment to Taylorsville Municipal Code Section 13.08.020(E) Amending Bar Establishment License in RC Zones From Prohibited Within 250 Feet of a Residential Zone to Require Nonadministrative Conditional Use Approval",,0.743,
24,medium,subject,Council,PlanningCommission,29,171,2025-04-08,Commissioner Wilkey moved to forward a positive recommendation to the City Council Regarding the Taylorsville Expressway Station Area Plan,47,2025-05-07,"moved adopt Ordinance No. 25- 05, Approving a 205 General Plan Amendment Adopting the Taylorsville Expressway BRT Station 206 Area Plan",,0.799,
16,medium,subject,Council,PlanningCommission,64,125,2022-12-13,"la Commissioner Quigley —I would move that we postpone making any recommendation at this time to the City Council for File # 8Z22/ DCA- 000298- 2022 for an Zoning Text Amendment to the Land Development Code Sections 13. 07. 020; 13. 08. 020; 13. 09. 030; 13. 10. 020; 13. 11. 040; 13. 26. 080; and Chapter 13. 36: Definitions, related to home occupation standards provided in Exhibit A, based on the Findings outlined in the Staff Report and request that Staff evaluate and explore options based on discussions this evening",30,2023-02-15,"moved adopt Ordinance No. 23-02 as presented, approving a Zoning Text Amendment to the Taylorsville Municipal Code Sections 05.06.040, 13.07.020, 13.08.020, 13.09.030, 13.10.020, 13.11.040, 13.26.080; and Chapters 13.36 and 5.54, related to Home Occupation Standards",,0.809,
3,medium,subject,Council,PlanningCommission,22,65,2020-03-10,"Commissioner Barbieri - I move that we send a positive recommendation to the City Council for a zoning text amendment to the Taylorsville Municipal Code, Sections 13.07.010 D, Residential Development Standards 13.20.060, Planned Unit Development Districts, 13.20.070, Residential Multi-Family Districts, 13.24.080, Parking Space Requirements, 13.30.030, Application and Review Process, 13.30.110, Street Dedication, and Chapter 13.36, File #1Z20, with all the necessary facts and findings",4,2020-04-01,"moved approve Ordinance 20-12, approving a Zoning Text Amendment to the Taylorsville Municipal Code, Sections 13.07.010(B), Residential Development Standards; 13.20.060, Planned Unit Development (PUD) District; 13.20.070 Residential Multi-Family (RM) District; 13.24.080(B), Parking Space Requirements; 13.30.030(C), Application and Review Process; 13.30.110 Street Dedication, and 13.36, Definitions",,0.891,
