application_id,app_key,body_id,name,rep_title
1,Council|s|pmn_backfill/text/2020-01-21_combined-city-council-redevelopment-agency-meeting.txt|2,1,,Council Member Zander made a motion to recess the City Council meeting and move to a Redevelopment Agency meeting
2,RDA|s|pmn_backfill/text/2020-01-21_combined-city-council-redevelopment-agency-meeting.txt|3,4,,"Board Member McGuire made a motion to approve Resolution RDA 2020-01, with the amendment that they use the family definition in the current city code"
3,RDA|s|pmn_backfill/text/2020-01-21_combined-city-council-redevelopment-agency-meeting.txt|4,4,,"Board Member Zander made a motion to approve Resolution RDA 2020-02, with the amendment that the definition of family come from the city code"
4,Council|s|pmn_backfill/text/2020-02-04_city-council-regular-meeting.txt|5,1,,"Council Member Harris made a motion to approve Rezone Ordinance 2020-02-Z, and to allow staff the same latitude as approved in the development agreement"
5,Council|s|minutes/2020/2020-08-17/2020-08-18_city-council-regular-meeting.md|2,1,,Council Member Zander made a motion to approve zoning Ordinance 2020-10-Z
6,Council|s|minutes/2020/2020-08-31/2020-09-01_combined-city-council-redevelopment-agency-meeting.md|2,1,,Council Member Zander made a motion to recess the City Council meeting and move to a Redevelopment Agency Meeting
7,Council|s|minutes/2020/2020-08-31/2020-09-01_combined-city-council-redevelopment-agency-meeting.md|5,1,,Council Member Zander made a motion to approve Zoning Ordinance 2020-06-Z
8,RDA|s|minutes/2020/2020-08-31/2020-09-01_combined-city-council-redevelopment-agency-meeting.md|3,4,,Board Member Marlor made a motion to approve Resolution RDA 2020-06
9,Council|s|minutes/2020/2020-09-14/2020-09-15_city-council-regular-meeting.md|3,1,,"Council Member McGuire made a motion to approve Resolution R2020-51, and to add language to the Development Agreement to increase the buffer on South Jordan Parkway by an additional 10 ft"
10,Council|s|minutes/2020/2020-09-14/2020-09-15_city-council-regular-meeting.md|4,1,,Council Member McGuire made a motion to approve Rezone Ordinance 2020-07-Z
11,Council|s|minutes/2021/2021-01-18/2021-01-19_city-council-regular-meeting.md|3,1,,Council Member Zander made a motion to recess the City Council meeting and move to a Redevelopment Agency meeting
12,Council|s|minutes/2021/2021-01-18/2021-01-19_city-council-regular-meeting.md|5,1,,Board Member Shelton made a motion to adjourn the Redevelopment Agency Meeting and return to City Council meeting
13,RDA|s|minutes/2021/2021-01-18/2021-01-19_city-council-regular-meeting.md|4,4,,Board Member Shelton made a motion to approve Resolution RDA 2021-01
14,Council|s|minutes/2021/2021-03-01/2021-03-02_city-council-regular-meeting.md|2,1,,Council Member Marlor made a motion to approve Zoning Ordinance 2021-01-Z
15,Council|s|minutes/2021/2021-03-15/2021-03-16_city-council-regular-meeting.md|2,1,,Council Member Shelton made a motion to approve Zoning Ordinance 2021-02-Z
16,Council|s|minutes/2021/2021-04-05/2021-04-06_city-council-regular-meeting.md|3,1,,Council Member Zander made a motion to recess the City Council meeting and move to a Redevelopment Agency meeting
17,Council|s|minutes/2021/2021-04-05/2021-04-06_city-council-regular-meeting.md|5,1,,Board Member Shelton made a motion to adjourn the Redevelopment Agency Meeting and return to City Council meeting
18,RDA|s|minutes/2021/2021-04-05/2021-04-06_city-council-regular-meeting.md|4,4,,Board Member Shelton made a motion to approve Resolution RDA 2021-05
19,Council|s|minutes/2021/2021-04-19/2021-04-20_city-council-regular-meeting.md|6,1,,Council Member Harris made a motion to recess the City Council meeting and move to a Redevelopment Agency meeting
20,Council|s|minutes/2021/2021-04-19/2021-04-20_city-council-regular-meeting.md|8,1,,Board Member Zander made a motion to adjourn the Redevelopment Agency Meeting and move to Municipal Building Authority meeting
21,MBA|s|minutes/2021/2021-04-19/2021-04-20_city-council-regular-meeting.md|9,2,,Board Member McGuire made a motion to approve Resolution MBA 2021-01
22,RDA|s|minutes/2021/2021-04-19/2021-04-20_city-council-regular-meeting.md|7,4,,Board Member Marlor made a motion to approve Resolution RDA 2021-02
23,Council|s|minutes/2021/2021-05-17/2021-05-18_city-council-regular-meeting.md|3,1,,"Council Member Zander made a motion to approve Ordinance 2021-05-Z, rezoning the property at 11381 South Temple Drive"
24,Council|s|minutes/2021/2021-05-17/2021-05-18_city-council-regular-meeting.md|4,1,,"Council Member Shelton made a motion to approve Ordinance 2021-04-Z, South Jordan Recreation Center Park rezone from A-5 to OS-P"
25,Council|s|minutes/2021/2021-06-14/2021-06-15_city-council-study-meeting.md|1,1,,Council Member Zander motioned to recess the Council Study Meeting and move to the Redevelopment Agency Study Meeting
26,Council|s|minutes/2021/2021-06-14/2021-06-15_city-council-study-meeting.md|3,1,,Council Member Zander motioned to adjourn the Redevelopment Agency study meeting and return to the regular City Council study meeting
27,Council|s|minutes/2021/2021-06-14/2021-06-15_city-council-regular-meeting.md|5,1,,Council Member McGuire motioned to recess the City Council Meeting and move to the Redevelopment Agency (RDA) Meeting
28,Council|s|minutes/2021/2021-06-14/2021-06-15_city-council-regular-meeting.md|7,1,,Board Member Harris motioned to adjourn the Redevelopment Agency Meeting and return to the regular City Council Meeting
29,Council|s|minutes/2021/2021-06-14/2021-06-15_city-council-regular-meeting.md|10,1,,"Council Member Shelton motioned to approve Ordinance 2021-13, amending Chapter 6.04 and Chapter 6.12 of the City Municipal Code to include that the vehicle is stationary"
