meeting_id,body_id,meeting_date,title,source_file
1,1,2020-01-07,01-07-2020 City Council Regular Meeting Minutes,pmn_backfill/text/2020-01-07_city-council-regular-meeting.txt
2,1,2020-01-07,01-07-2020 City Council Study Meeting Minutes,pmn_backfill/text/2020-01-07_city-council-study-meeting.txt
3,1,2020-01-21,01-21-2020 City Council Study Meeting Minutes,pmn_backfill/text/2020-01-21_city-council-study-meeting.txt
4,1,2020-01-21,01-21-2020 Combined City Council & Redevelopment Agency Meeting Minutes,pmn_backfill/text/2020-01-21_combined-city-council-redevelopment-agency-meeting.txt
5,4,2020-01-21,01-21-2020 Combined City Council & Redevelopment Agency Meeting Minutes,pmn_backfill/text/2020-01-21_combined-city-council-redevelopment-agency-meeting.txt
6,1,2020-01-29,01-29-2020 City Council Budget Meeting Minutes,pmn_backfill/text/2020-01-29_city-council-budget-meeting.txt
7,1,2020-02-04,02-04-2020 City Council Regular Meeting Minutes,pmn_backfill/text/2020-02-04_city-council-regular-meeting.txt
8,1,2020-02-04,02-04-2020 City Council Study Meeting Minutes,pmn_backfill/text/2020-02-04_city-council-study-meeting.txt
9,1,2020-02-18,02-18-2020 City Council Regular Meeting Minutes,pmn_backfill/text/2020-02-18_city-council-regular-meeting.txt
10,1,2020-02-18,02-18-2020 City Council Study Meeting Minutes,pmn_backfill/text/2020-02-18_city-council-study-meeting.txt
11,1,2020-07-24,07-24-2020 City Council Emergency Meeting Minutes,pmn_backfill/text/2020-07-24_city-council-emergency-meeting.txt
12,1,2020-08-04,08-04-2020 City Council Regular Meeting Minutes,pmn_backfill/text/2020-08-04_city-council-regular-meeting.txt
13,1,2020-08-04,08-04-2020 City Council Study Meeting Minutes,pmn_backfill/text/2020-08-04_city-council-study-meeting.txt
14,1,2020-08-18,City Council Electronic Meeting,minutes/2020/2020-08-17/2020-08-18_city-council-regular-meeting.md
15,1,2020-08-18,City Council Study Session Electronic Meeting,minutes/2020/2020-08-17/2020-08-18_city-council-study-meeting.md
16,1,2020-09-01,City Council Study Session Electronic Meeting,minutes/2020/2020-08-31/2020-09-01_city-council-study-meeting.md
17,1,2020-09-01,COMBINED CITY COUNCIL - REDEVELOPMENT AGENCY ELECTRONIC MEETING MUNICIPAL BUILDING AUTHORITY,minutes/2020/2020-08-31/2020-09-01_combined-city-council-redevelopment-agency-meeting.md
18,4,2020-09-01,COMBINED CITY COUNCIL - REDEVELOPMENT AGENCY ELECTRONIC MEETING MUNICIPAL BUILDING AUTHORITY,minutes/2020/2020-08-31/2020-09-01_combined-city-council-redevelopment-agency-meeting.md
19,1,2020-09-15,City Council Electronic Meeting,minutes/2020/2020-09-14/2020-09-15_city-council-regular-meeting.md
20,1,2020-09-15,City Council Study Session Electronic Meeting,minutes/2020/2020-09-14/2020-09-15_city-council-study-meeting.md
21,1,2020-10-06,City Council Electronic Meeting,minutes/2020/2020-10-05/2020-10-06_city-council-regular-meeting.md
22,1,2020-10-06,City Council Study Session Electronic Meeting,minutes/2020/2020-10-05/2020-10-06_city-council-study-meeting.md
23,1,2020-10-20,City Council Electronic Meeting,minutes/2020/2020-10-19/2020-10-20_city-council-regular-meeting.md
24,1,2020-10-20,City Council Study Session Electronic Meeting,minutes/2020/2020-10-19/2020-10-20_city-council-study-meeting.md
25,1,2020-10-27,CITY COUNCIL ELECTRONIC STRATEGIC PLANNING MEETING,minutes/2020/2020-10-26/2020-10-27_city-council-strategic-planning-meeting.md
