name,date,clip_id,duration_s,media_url,mp4_url
Appeals and Variance Hearing Officer,2016-06-15,1294,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1294,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Appeals and Variance Hearing Officer,2017-03-30,953,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=953,https://archive-video.granicus.com/draper/draper_02db1e95-63eb-4c8c-be50-dc888c6d495d.mp4
Appeals and Variance Hearing Officer,2019-03-29,954,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=954,https://archive-video.granicus.com/draper/draper_02db1e95-63eb-4c8c-be50-dc888c6d495d.mp4
Appeals and Variance Hearing Officer,2020-08-10,309,2640,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=309,https://archive-video.granicus.com/draper/draper_d2985d13-19fb-4eca-84c9-319cf52647da.mp4
Appeals and Variance Hearing Officer,2020-09-22,333,1620,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=333,https://archive-video.granicus.com/draper/draper_1c554bd6-1296-4045-b9f0-3cac0340de7f.mp4
Appeals and Variance Hearing Officer,2020-11-05,353,1980,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=353,https://archive-video.granicus.com/draper/draper_44b1eb22-fa12-4e26-b5a2-d22f2786a34b.mp4
Appeals and Variance Hearing Officer,2021-08-30,487,1560,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=487,https://archive-video.granicus.com/draper/draper_bd007be1-eca9-4f6f-91ca-22a81721ab59.mp4
Appeals and Variance Hearing Officer,2022-01-12,528,4020,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=528,https://archive-video.granicus.com/draper/draper_5924e43b-a74a-4cf3-bbb1-5cefd4909265.mp4
Appeals and Variance Hearing Officer,2022-03-28,565,300,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=565,https://archive-video.granicus.com/draper/draper_a781ce81-732a-4546-88ee-7631899d3271.mp4
Appeals and Variance Hearing Officer,2022-09-19,623,4020,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=623,https://archive-video.granicus.com/draper/draper_a0eac774-665c-4f5e-bbe0-8cd2d3d4f308.mp4
Appeals and Variance Hearing Officer,2023-01-05,653,360,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=653,https://archive-video.granicus.com/draper/draper_1ca012ac-45d8-4d3b-84c9-b875c3c49511.mp4
Appeals and Variance Hearing Officer,2025-03-25,1880,2880,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1880,https://archive-video.granicus.com/draper/draper_7da8ffe4-15eb-4b1b-b64d-479e80450e72.mp4
Appeals and Variance Hearing Officer,2025-09-23,1962,2220,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1962,https://archive-video.granicus.com/draper/draper_ca9387b8-1520-493a-abd8-154337cf14e6.mp4
Appeals and Variance Hearing Officer,2026-01-09,1996,4320,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1996,https://archive-video.granicus.com/draper/draper_41e8d156-ab1d-4cdb-8649-24c823b06261.mp4
Appeals and Variance Officer,2026-03-31,2071,2940,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=2071,https://archive-video.granicus.com/draper/draper_88eb45d5-5cd8-4d7b-9aa0-2e13b3cd80a9.mp4
Arena Advisory Board,2018-01-24,798,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=798,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-02-07,799,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=799,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-02-28,800,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=800,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-03-14,801,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=801,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-03-28,802,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=802,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-04-18,803,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=803,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-04-25,804,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=804,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-05-02,805,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=805,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-06-27,806,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=806,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-08-22,807,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=807,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-09-26,808,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=808,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
Arena Advisory Board,2018-10-17,1236,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1236,https://archive-video.granicus.com/draper/draper_78acb351-5afc-4301-b51d-50588e2d0a0d.mp4
City,2017-05-26,1305,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1305,https://archive-video.granicus.com/draper/draper_4dc5df5b-bd33-4566-8a9a-d4003a248385.mp4
City Council,2012-01-03,1641,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1641,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-01-17,1642,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1642,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-01-24,1643,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1643,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-01-31,1644,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1644,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-02-07,1645,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1645,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-02-28,1646,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1646,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-03-06,1647,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1647,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-03-20,1648,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1648,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-03-27,1649,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1649,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-04-03,1651,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1651,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-04-10,1652,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1652,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-04-24,1653,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1653,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-05-01,1654,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1654,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
City Council,2012-05-15,1655,60,https://draper.granicus.com/MediaPlayer.php?view_id=1&clip_id=1655,https://archive-video.granicus.com/draper/draper_a9d2225e-f1ec-45bf-9529-d18247341fff.mp4
