city,candidate,election_year,office,seat,raised,spent,n_filings,n_live,basis,review_flag
alta,John J. Byrne III,2021,Council,,5000.0,239.89,1,1,summary,
alta,Carolyn Anctil,2021,Council,,0.0,0.0,1,1,summary,
alta,Margaret E. Bourke,2021,Council,,0.0,0.0,1,1,summary,
alta,Roger Bourke,2021,Mayor,,0.0,0.0,1,1,summary,
alta,(multiple - combined bundle),2021,Mayor; Council,,0.0,0.0,1,1,summary,
alta,Dan Schilling,2023,Council,,0.0,69.96,4,1,single,
alta,Elise Morgan,2023,Council,,0.0,0.0,4,1,single,
alta,Sheridan J. Davis,2023,Council,,0.0,0.0,4,1,single,
alta,Carolyn Anctil,2025,Council,,0.0,0.0,3,1,summary,
alta,Craig Heimark,2025,Council,,0.0,0.0,3,1,summary,
alta,Paul T. Moxley,2025,Council,,0.0,0.0,1,1,summary,
alta,John J. Byrne III,2025,Mayor,,4725.11,4725.11,1,1,summary,
alta,Roger Bourke,2025,Mayor,,2000.0,0.0,3,3,sum-interim,
