date,candidate,office,election_year,filing_type,reporting_period,title,source_url,retrieved_date,format,extraction_method,path,source,date_precision,is_incremental,matched_election_candidate,join_confidence,sha256,notes
2021-11-02,(multiple - combined bundle),Mayor; Council,2021,summary,Combined bundle of all 2021 candidate reports,"2021 Town of Alta - combined campaign financial disclosures (all candidates, bundle)",http://municipal.utah.gov/salt%20lake/2021/Town%20of%20Alta/All%20campaign%20financial%20disclosures.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2021_all-campaign-financial-disclosures.pdf,state_lg_municipal_disclosures,cycle_anchor_general_election_day,no,,none,383939ba3e16de76dd40b67d474c4abac9232adf7a7d0516e0ca302d30a7e393,DUPLICATE bundle: contains the individual Anctil/Byrne/R.Bourke/M.Bourke reports (some pages duplicated). Do not sum with the individual files.
2021-10-10,Carolyn Anctil,Council,2021,summary,Single cycle report,2021 Carolyn Anctil (Council At-Large) - campaign financial report,http://municipal.utah.gov/salt%20lake/2021/Town%20of%20Alta/Anctil%20Campaign%20Financial%20Report.1.pdf,2026-07-13,text,none (raw acquisition; OCR/vision deferred),raw/2021_anctil_campaign-financial-report.pdf,state_lg_municipal_disclosures,form_signature_date,no,CAROLYN ANCTIL,high,6f46c6362e3eb954db55b7be22b5a6889290542dfc7147abbeb7ae5676080ce4,All $0 (nil report; under threshold).
2021-10-20,John J. Byrne III,Council,2021,summary,Single cycle report,2021 John J. Byrne III (Council At-Large) - campaign financial report,http://municipal.utah.gov/salt%20lake/2021/Town%20of%20Alta/Byrne%20Campaign%20Financial%20Report.1.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2021_byrne_campaign-financial-report.pdf,state_lg_municipal_disclosures,form_signature_date,no,JOHN BYRNE,high,4973b48e27b752fd5d2b65cdeb329dfed073813df485b75681c8fbca1b952282,"Contributions $5,000.00; expenses $239.89; balance $4,760.11 (above threshold - the one non-nil 2021 filer)."
2021-10-08,Roger Bourke,Mayor,2021,summary,Single cycle report,2021 Roger Bourke (Mayor) - campaign financial report,http://municipal.utah.gov/salt%20lake/2021/Town%20of%20Alta/Campaign%20Financial%20Disclosure%20report.1.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2021_campaign-financial-disclosure-report.pdf,state_lg_municipal_disclosures,form_signature_date,no,ROGER BOURKE,high,3a7d956311553b88405e7a49321d48592d089aebd7a279a0dbc762cd43ba5203,"Source filename generic ('Campaign Financial Disclosure report.1.pdf'); candidate/office read from the form (Roger Bourke, Mayor). All $0 (nil; ran unopposed after Sondak withdrew)."
2021-10-10,Margaret E. Bourke,Council,2021,summary,Single cycle report,2021 Margaret E. Bourke (Council At-Large) - campaign financial report,http://municipal.utah.gov/salt%20lake/2021/Town%20of%20Alta/M%20Bourke%20campaign%20finance%20report.1.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2021_m-bourke_campaign-finance-report.pdf,state_lg_municipal_disclosures,form_signature_date,no,MARGARET E. BOURKE,high,3a374d96541b2eb1f67820698dc806ee700a82869355fe68e62256c50f77983e,All $0 (nil; did not win). Distinct person from Mayor Roger Bourke.
2023-12-09,Elise Morgan,Council,2023,summary,Year-end summary,2023 Elise Morgan (Council At-Large) - year-end campaign financial report,http://municipal.utah.gov/salt%20lake/2023/Alta/2023-12-9%20Morgan%20Finance%20Disclosure.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_morgan_finance-disclosure.pdf,state_lg_municipal_disclosures,form_signature_date,no,ELISE MORGAN,high,aabe7f2857497e7401c6cd832a02deaa60afd704f736ffe30fbaf8d0c195dbc5,All $0 (nil).
2023-12-11,Dan Schilling,Council,2023,summary,Year-end summary,2023 Dan Schilling (Council At-Large) - year-end campaign financial report,http://municipal.utah.gov/salt%20lake/2023/Alta/2023-12-11%20Schilling%20Finance%20Disclosure.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_schilling_finance-disclosure.pdf,state_lg_municipal_disclosures,form_signature_date,no,DAN SCHILLING,high,a0a71666ca42df61cf78d01897479040f5732eb47e6b5f383b9162e34bc1208b,"Contributions $0; expenditures $69.96; balance -$69.96 (de minimis, under threshold)."
2023-12-20,Sheridan J. Davis,Council,2023,summary,Year-end summary,2023 Sheridan J. Davis (Council At-Large) - year-end campaign financial report,http://municipal.utah.gov/salt%20lake/2023/Alta/2023-12-20%20Davis%20Financial%20Disclosure.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_davis_financial-disclosure.pdf,state_lg_municipal_disclosures,form_signature_date,no,SHERIDAN J. DAVIS,high,2b1b84f20f9ee3e8f883466084316e945ca657922d64bdbeda7b8b1f9af3d4db,All $0 (nil; did not win).
2023-10-19,Elise Morgan,Council,2023,interim,Interim (Jan 1 - Oct 19),"2023 Elise Morgan (Council At-Large) - financial declarations, Interim (Jan 1 - Oct 19)",https://storage.googleapis.com/juniper-media-library/130/2024/08/Financial%20Declarations%20%28January%201%20%E2%80%93%20October%2019%29%20Elise%20Morgan.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_morgan_financial-declarations_jan1-oct19.pdf,town_website,reporting_period_end,yes,ELISE MORGAN,high,86c0ddbd39aa08c4c1adf498e70b2d3ed726976093e0048c78ace34fff01fedb,Town-published period slice (complements the state year-end summary).
2023-11-09,Elise Morgan,Council,2023,interim,Interim (Oct 20 - Nov 9),"2023 Elise Morgan (Council At-Large) - financial declarations, Interim (Oct 20 - Nov 9)",https://storage.googleapis.com/juniper-media-library/130/2024/08/Financial%20Declarations%20%28October%2020%20%E2%80%93%20November%209%29%20Elise%20Morgan.pdf,2026-07-13,scanned,none (raw acquisition; OCR/vision deferred),raw/2023_morgan_financial-declarations_oct20-nov9.pdf,town_website,reporting_period_end,yes,ELISE MORGAN,high,244574dd5aae3046b9365632a2ac8b28535b1a1b24205d3016e3a1052dfe9ee9,Town-published period slice (complements the state year-end summary).
