date,body,clip_id,source_url,bytes,note
2020-01-07,Council,clip325,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=325&meta_id=20717,8097565,>4MB HEAD; recoverable by URL
2020-01-23,PlanningCommission,clip328,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/514302/PC_Packet_Jan_23__2020.pdf,5827434,>4MB HEAD; recoverable by URL
2020-02-13,PlanningCommission,clip337,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/529992/2020-02-13.PC.Packet.pdf,13635944,>4MB HEAD; recoverable by URL
2020-02-18,Council,clip338,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/530323/Hidden_Pines_StormWater_Impact_Fee_Reimbursement.pdf,6579721,>4MB HEAD; recoverable by URL
2020-04-09,PlanningCommission,clip346,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/566115/2020-04-09.PC.Packet_Final.pdf,4904883,>4MB HEAD; recoverable by URL
2020-05-05,Council,clip353,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/584455/FY_2021_Mayors_Budget.pdf,16378588,>4MB HEAD; recoverable by URL
2020-05-05,Council,clip356,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/584455/FY_2021_Mayors_Budget.pdf,16378588,>4MB HEAD; recoverable by URL
2020-05-14,PlanningCommission,clip357,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/591139/2020-05-14.PC.Packet.pdf,5028615,>4MB HEAD; recoverable by URL
2020-05-19,Council,clip358,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/592400/RD_Development_Rezone_Staff_Report.pdf,6638174,>4MB HEAD; recoverable by URL
2020-05-19,Council,clip359,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/592400/RD_Development_Rezone_Staff_Report.pdf,6638174,>4MB HEAD; recoverable by URL
2020-05-28,PlanningCommission,clip362,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/601843/2020-05-28.PC.Packet.pdf,12462629,>4MB HEAD; recoverable by URL
2020-06-02,Council,clip363,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/604555/FY_2021_City_Council_Proposed_Budget.pdf,16352501,>4MB HEAD; recoverable by URL
2020-06-02,Council,clip363,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/604960/FY_2021_City_Council_Proposed_Budget.pdf,16352501,>4MB HEAD; recoverable by URL
2020-06-11,PlanningCommission,clip365,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/615055/2020-06-11.PC.Packet_compressed.pdf,7833476,>4MB HEAD; recoverable by URL
2020-06-16,Council,clip366,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/617977/FY_2021_City_Council_Proposed_Budget.pdf,17138938,>4MB HEAD; recoverable by URL
2020-07-09,PlanningCommission,clip372,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/635706/2020-07-09.PC.Packet__compressed_.pdf,8481405,>4MB HEAD; recoverable by URL
2020-07-21,Council,clip373,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/644548/General_Plan_Amendment_Staff_Report.pdf,12176559,>4MB HEAD; recoverable by URL
2020-08-04,Council,clip375,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=375&meta_id=26941,5187494,>4MB HEAD; recoverable by URL
2020-08-04,Council,clip375,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=375&meta_id=26959,13204358,>4MB HEAD; recoverable by URL
2020-08-04,Council,clip375,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=375&meta_id=26981,13370875,>4MB HEAD; recoverable by URL
2020-08-04,Council,clip375,https://rivertoncity.granicus.com/MetaViewer.php?view_id=1&clip_id=375&meta_id=26984,4773887,>4MB HEAD; recoverable by URL
2020-08-13,PlanningCommission,clip376,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/664977/2020-08-13.PC.Packet.pdf,25108331,>4MB HEAD; recoverable by URL
2020-08-18,Council,clip377,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/666899/General_Plan_Amendment_Staff_Report.pdf,10305342,>4MB HEAD; recoverable by URL
2020-09-01,Council,clip380,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/673617/Riverton_City_Park_Court_Improvements.pdf,15671578,>4MB HEAD; recoverable by URL
2020-09-10,PlanningCommission,clip381,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/688450/2020-09-10.PC.Packet_Compressed.pdf,14159512,>4MB HEAD; recoverable by URL
2020-09-15,Council,clip382,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/688166/Error_In_Recorded_Vacation_Staff_Report.pdf,4223476,>4MB HEAD; recoverable by URL
2020-09-15,Council,clip382,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/688725/19.10.16-RivertonArtsCouncil.pdf,17839362,>4MB HEAD; recoverable by URL
2020-09-15,Council,clip383,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/688166/Error_In_Recorded_Vacation_Staff_Report.pdf,4223476,>4MB HEAD; recoverable by URL
2020-09-15,Council,clip383,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/688725/19.10.16-RivertonArtsCouncil.pdf,17839362,>4MB HEAD; recoverable by URL
2020-10-06,Council,clip385,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/705914/RFSA_map.PDF,4346470,>4MB HEAD; recoverable by URL
2020-10-08,PlanningCommission,clip386,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/710780/2020-10-08.PC.Packet.pdf,9155573,>4MB HEAD; recoverable by URL
2020-10-16,Council,clip387,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/721344/RFSA_map.PDF,4346470,>4MB HEAD; recoverable by URL
2020-10-22,PlanningCommission,clip394,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/726260/2020-10-22.Riverton_PC_Agenda___Packet.pdf,20678155,>4MB HEAD; recoverable by URL
2020-11-12,PlanningCommission,clip402,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/744618/2020-11-12.PC.Packet.pdf,6698655,>4MB HEAD; recoverable by URL
2020-11-17,Council,clip403,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/745929/Newman-Withers_Rezone_Staff_Report.pdf,5177107,>4MB HEAD; recoverable by URL
2020-12-01,Council,clip408,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/757564/RIVERTON_CITY_STANDARDS_AND_PLANS_REV6.pdf,13858267,>4MB HEAD; recoverable by URL
2020-12-10,PlanningCommission,clip409,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/771906/2020-12-10.PC.Packet_compressed.pdf,33952748,>4MB HEAD; recoverable by URL
2020-12-15,RDA,clip411,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/772837/Restated_Salt_Lake_County_ILA-_Exhibits.pdf,20679372,>4MB HEAD; recoverable by URL
2021-01-05,Council,clip415,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/791495/What_s_the_Point_City_Council_Presentation_9-8-20.v2.pdf,5134157,>4MB HEAD; recoverable by URL
2021-01-05,Council,clip415,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/783258/Ordinance_21-03_-Schroff_Rezone_Staff_Report.pdf,4384933,>4MB HEAD; recoverable by URL
2021-01-05,Council,clip415,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/783159/Ordinance_21-02_-DEJ_Holdings_Rezone_Staff_Report.pdf,4378003,>4MB HEAD; recoverable by URL
2021-01-28,PlanningCommission,clip423,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/808403/2021.01.28.PC.Packet_Compressed.pdf,13449234,>4MB HEAD; recoverable by URL
2021-02-02,Council,clip424,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/808158/Ordinance_21-03_-Schroff_Rezone_Reconsideration_Staff_Report.pdf,4514971,>4MB HEAD; recoverable by URL
2021-02-11,PlanningCommission,clip426,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/822717/2021.02.11_PC_Packet.pdf,31244957,>4MB HEAD; recoverable by URL
2021-02-16,Council,clip427,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/823630/Ordinance_21-02_-DEJ_Holdings_Rezone_Staff_Report.pdf,4006764,>4MB HEAD; recoverable by URL
2021-02-25,PlanningCommission,clip429,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/834939/2021.02.25.PC.Packet.pdf,7450205,>4MB HEAD; recoverable by URL
2021-03-02,Council,clip430,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/834932/APPRAISAL_S-Curve_Lester_Parcel__2_takings_.pdf,4989955,>4MB HEAD; recoverable by URL
2021-03-02,Council,clip430,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/839612/21-1053-07_-_Beck_Construction_Agreement.pdf,9587028,>4MB HEAD; recoverable by URL
2021-03-11,PlanningCommission,clip432,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/850923/2021.03.11.PC_Packet.pdf,10326351,>4MB HEAD; recoverable by URL
2021-03-25,PlanningCommission,clip435,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/864378/2021.03.25.PC_Packet.pdf,18853765,>4MB HEAD; recoverable by URL
2021-04-06,Council,clip440,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/867332/Interlocal_Cooperation_Agreement_with_SL_County_Elections_4.6.21.pdf,8882940,>4MB HEAD; recoverable by URL
2021-04-08,PlanningCommission,clip438,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/877508/2021.04.08.PC.Packet.pdf,17735126,>4MB HEAD; recoverable by URL
2021-04-22,PlanningCommission,clip443,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/895056/2021.04.22.PC.Packet.pdf,16491856,>4MB HEAD; recoverable by URL
2021-05-04,Council,clip444,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/908225/FY_2022_Mayor_s_Tentative_Budget.pdf,9555012,>4MB HEAD; recoverable by URL
2021-05-04,Council,clip444,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/910099/McDougal_Amendments_Public_Comment.pdf,18947046,>4MB HEAD; recoverable by URL
2021-05-04,Council,clip444,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/910126/Ordinance_21-13_Ivory_GPlan___Rezone_Amendment_Staff_Report.pdf,11287413,>4MB HEAD; recoverable by URL
2021-05-04,Council,clip444,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/910155/Ivory_3600_Comments.pdf,15388929,>4MB HEAD; recoverable by URL
2021-05-13,PlanningCommission,clip446,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/921841/2021.05.13.PC.Packet.pdf,23487294,>4MB HEAD; recoverable by URL
2021-05-27,PlanningCommission,clip450,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/939145/2021.05.27.PC_Packet.pdf,24813831,>4MB HEAD; recoverable by URL
2021-06-01,Council,clip451,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/938256/Ordinance_21-14__Dragonfly_GP___Rezone_Staff_Report.pdf,7206194,>4MB HEAD; recoverable by URL
2021-06-01,Council,clip451,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/942029/FY_2022_Mayor_s_Tentative_Budget_with_Council_Changes.pdf,11909029,>4MB HEAD; recoverable by URL
2021-06-10,PlanningCommission,clip453,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/985487/2021.07.08.PC.Packet.pdf,22968920,>4MB HEAD; recoverable by URL
2021-06-15,Council,clip455,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/951796/FY_2022_Mayor_s_Tentative_Budget_with_Council_Changes.pdf,9727412,>4MB HEAD; recoverable by URL
2021-06-24,PlanningCommission,clip459,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/972092/2021.06.24.PC.Packet.pdf,46290859,>4MB HEAD; recoverable by URL
2021-07-08,PlanningCommission,clip460,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/985487/2021.07.08.PC.Packet.pdf,22968920,>4MB HEAD; recoverable by URL
2021-07-20,Council,clip461,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/996285/CRA_Areas-Exhibit_A.pdf,5904730,>4MB HEAD; recoverable by URL
2021-08-03,Council,clip462,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1007781/RTN__2807__78k_Corr_Pres.pdf,12088705,>4MB HEAD; recoverable by URL
2021-08-12,PlanningCommission,clip464,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1025362/2021.08.12.PC.Staff_Report.pdf,19743499,>4MB HEAD; recoverable by URL
2021-08-17,Council,clip465,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1023819/Ordinance_21-14_Reconsideration__Dragonfly_GP___Rezone_Staff_Report.pdf,6938821,>4MB HEAD; recoverable by URL
2021-08-17,Council,clip465,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1023844/Error_In_Recorded_Vacation_Staff_Report.pdf,4223532,>4MB HEAD; recoverable by URL
2021-08-26,PlanningCommission,clip466,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1040165/2021.08.26.PC.Packet.pdf,16567133,>4MB HEAD; recoverable by URL
2021-09-09,PlanningCommission,clip470,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1056109/2021.09.09.PC.Packet.pdf,7110554,>4MB HEAD; recoverable by URL
2021-09-23,PlanningCommission,clip473,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1073245/2021.09.23.PC.Packet.pdf,15995672,>4MB HEAD; recoverable by URL
2021-10-05,Council,clip474,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1081908/Response_-_Olympus.pdf,4345998,>4MB HEAD; recoverable by URL
2021-10-05,RDA,clip475,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1055515/Settlement_Agreement_with_Riverton_Hardware.pdf,6309186,>4MB HEAD; recoverable by URL
2021-10-14,PlanningCommission,clip477,https://legistarweb-production.s3.amazonaws.com/uploads/attachment/pdf/1098771/2021.10.14.PC_Packet.pdf,31428340,>4MB HEAD; recoverable by URL
