week_ending,period_start,n_comments,n_meetings,n_motions,n_contested,meeting_types
2020-01-14,2020-01-08,0,1,3,1,city council
2020-01-28,2020-01-22,0,1,4,2,city council
2020-02-11,2020-02-05,0,1,2,0,city council
2020-02-25,2020-02-19,0,1,4,0,city council
2020-03-31,2020-03-25,0,1,3,0,city council
2020-04-14,2020-04-08,0,1,4,0,city council
2020-04-28,2020-04-22,0,1,0,0,city council
2020-05-12,2020-05-06,0,1,7,0,city council
2020-05-26,2020-05-20,0,1,6,1,city council
2020-06-16,2020-06-10,0,1,9,0,city council
2020-07-07,2020-07-01,0,1,2,0,city council
2020-07-14,2020-07-08,39,1,6,2,city council
2020-08-11,2020-08-05,4,1,6,1,city council
2020-09-01,2020-08-26,0,1,2,1,city council
2020-09-08,2020-09-02,0,1,3,0,city council
2020-10-13,2020-10-07,0,1,4,2,city council
2020-10-27,2020-10-21,0,1,3,0,city council
2020-11-10,2020-11-04,4,1,6,0,city council
2020-11-17,2020-11-11,0,1,2,0,city council
2020-12-08,2020-12-02,7,1,13,2,city council
2021-01-26,2021-01-20,10,2,5,0,city council; city council retreat
2021-02-09,2021-02-03,7,1,1,0,city council
2021-02-23,2021-02-17,7,1,4,0,city council
2021-03-09,2021-03-03,14,1,4,0,city council
2021-03-23,2021-03-17,3,1,4,0,city council
2021-06-15,2021-06-09,0,0,3,0,
2021-07-13,2021-07-07,0,1,6,0,city council
2021-07-27,2021-07-21,0,1,2,0,special city council
2021-08-10,2021-08-04,0,1,2,1,special city council
2021-08-24,2021-08-18,0,1,3,0,city council
2021-09-14,2021-09-08,0,1,6,0,city council
2021-09-28,2021-09-22,0,1,4,0,city council
2021-10-26,2021-10-20,0,1,6,1,city council
2021-11-16,2021-11-10,0,1,2,0,city council
2021-11-23,2021-11-17,0,1,3,0,city council
2021-12-14,2021-12-08,0,1,8,0,city council
2022-01-04,2021-12-29,0,1,1,0,special city council
2022-01-11,2022-01-05,0,1,4,2,city council
2022-01-25,2022-01-19,0,1,9,3,city council
2022-02-08,2022-02-02,0,1,7,1,city council
2022-02-22,2022-02-16,0,1,8,0,city council
2022-03-15,2022-03-09,0,1,7,0,city council
2022-03-22,2022-03-16,0,1,5,0,city council
2022-04-12,2022-04-06,0,1,6,0,city council
2022-04-26,2022-04-20,0,1,3,0,city council
2022-05-10,2022-05-04,0,1,9,0,city council
2022-05-24,2022-05-18,0,1,6,0,city council
2022-06-14,2022-06-08,0,1,8,0,city council
2022-06-28,2022-06-22,0,1,4,0,city council
2022-07-12,2022-07-06,0,1,7,1,city council
2022-08-02,2022-07-27,0,1,2,1,city council
2022-08-23,2022-08-17,0,1,6,0,city council
2022-09-13,2022-09-07,0,1,8,0,city council
2022-09-27,2022-09-21,0,1,8,1,city council
2022-10-11,2022-10-05,0,1,8,3,city council
2022-10-25,2022-10-19,0,1,7,0,city council
2022-11-15,2022-11-09,0,1,3,0,city council
2022-11-22,2022-11-16,0,1,2,0,special city council
2022-12-13,2022-12-07,0,1,7,0,city council
2023-01-10,2023-01-04,0,1,3,0,city council
2023-01-24,2023-01-18,0,1,3,0,city council
2023-02-28,2023-02-22,0,1,9,0,city council
2023-03-14,2023-03-08,0,1,10,3,city council
2023-03-28,2023-03-22,0,1,4,0,city council
2023-04-11,2023-04-05,0,1,2,0,city council
2023-04-25,2023-04-19,0,1,4,0,city council
2023-05-09,2023-05-03,0,1,8,0,city council
2023-05-16,2023-05-10,0,1,8,2,city council
2023-06-13,2023-06-07,0,1,11,0,city council
2023-06-27,2023-06-21,0,1,2,0,city council
2023-07-11,2023-07-05,0,1,1,0,city council
2023-08-01,2023-07-26,0,1,4,0,city council
2023-08-22,2023-08-16,0,1,4,1,city council
2023-09-19,2023-09-13,0,1,3,0,special city council
2023-09-26,2023-09-20,0,1,2,0,city council
2023-10-10,2023-10-04,0,1,4,0,city council
