date,year,title,slug,path,source,source_url,format
2020-01-08,2020,Planning Commission — 010820 CHPC Mtg- Approved Minutes.pdf,planning-commission,minutes/2020/2020-01-06/2020-01-08_planning-commission.md,pmn,https://www.utah.gov/pmn/files/573717.pdf,pdf-text
2020-03-04,2020,Planning Commission — 030420 CHPC - Approved Minutes .pdf,planning-commission,minutes/2020/2020-03-02/2020-03-04_planning-commission.md,pmn,https://www.utah.gov/pmn/files/594425.pdf,pdf-text
2020-03-11,2020,Planning Commission — 2020_03_11 ADM - Minutes.pdf,administrative-hearing,minutes/2020/2020-03-09/2020-03-11_administrative-hearing.md,pmn,https://www.utah.gov/pmn/files/585471.pdf,pdf-text
2020-04-15,2020,Planning Commission — 041520 CHPC - Approved Minutes.pdf,planning-commission,minutes/2020/2020-04-13/2020-04-15_planning-commission.md,pmn,https://www.utah.gov/pmn/files/599001.pdf,pdf-text
2020-05-06,2020,Planning Commission — 050620 CHPC - Approved Minutes.pdf,planning-commission,minutes/2020/2020-05-04/2020-05-06_planning-commission.md,pmn,https://www.utah.gov/pmn/files/608129.pdf,pdf-text
2020-06-03,2020,Planning Commission — 060320 CHPC - Approved Minutes .pdf,planning-commission,minutes/2020/2020-06-01/2020-06-03_planning-commission.md,pmn,https://www.utah.gov/pmn/files/619093.pdf,pdf-text
2020-06-17,2020,Planning Commission — 6-17-20 Admin Hearing -Approved Minutes.pdf,administrative-hearing,minutes/2020/2020-06-15/2020-06-17_administrative-hearing.md,pmn,https://www.utah.gov/pmn/files/617491.pdf,pdf-text
2020-07-01,2020,Planning Commission — 2020_07_01 ADM - Approved Minutes.pdf,administrative-hearing,minutes/2020/2020-06-29/2020-07-01_administrative-hearing.md,pmn,https://www.utah.gov/pmn/files/619871.pdf,pdf-text
2020-07-15,2020,Planning Commission — 071520 CHPC Mtg Minutes APPROVED.pdf,planning-commission,minutes/2020/2020-07-13/2020-07-15_planning-commission.md,pmn,https://www.utah.gov/pmn/files/646077.pdf,pdf-text
2020-08-05,2020,Planning Commission — 080520 CHPC - Approved Minutes.pdf,planning-commission,minutes/2020/2020-08-03/2020-08-05_planning-commission.md,pmn,https://www.utah.gov/pmn/files/635573.pdf,pdf-text
2020-09-02,2020,Planning Commission — 2020_09_02 ADM - Approved Minutes.pdf,administrative-hearing,minutes/2020/2020-08-31/2020-09-02_administrative-hearing.md,pmn,https://www.utah.gov/pmn/files/643581.pdf,pdf-text
2020-10-07,2020,Planning Commission — 100720 CHPC - Approved Minutes .pdf,planning-commission,minutes/2020/2020-10-05/2020-10-07_planning-commission.md,pmn,https://www.utah.gov/pmn/files/664789.pdf,pdf-text
