year,election_type,office,district,contest,contest_verbatim,n_seats,n_candidates,voting_method,total_votes,total_first_choice_votes,winner,winner_votes,winner_pct,runner_up,runner_up_votes,margin_votes,margin_pct,registered_voters,ballots_cast,turnout_pct,uncontested,suppressed_precincts,note,source_file
2016,municipal general,Council,1,Magna City Council District 1,MAGNA METRO TOWNSHIP CNCL #1,1,2,plurality,1433,,STEVE PROKOPIS,829,57.85,GEORGIA YORK,604,225,15.7,2093,1607,76.78,False,False,,2016-11-08-general-election-sovc.xlsx
2016,municipal general,Council,2,Magna City Council District 2,MAGNA METRO TOWNSHIP CNCL #2,1,2,plurality,1251,,BRINT D. PEEL,643,51.4,MARK E ELIESON,608,35,2.8,1918,1457,75.96,False,False,,2016-11-08-general-election-sovc.xlsx
2016,municipal general,Council,3,Magna City Council District 3,MAGNA METRO TOWNSHIP CNCL #3,1,2,plurality,1475,,DAN W. PEAY,740,50.17,BENNION GARDNER,735,5,0.34,2108,1693,80.31,False,False,,2016-11-08-general-election-sovc.xlsx
2016,municipal general,Council,4,Magna City Council District 4,MAGNA METRO TOWNSHIP CNCL #4,1,2,plurality,1127,,TRISH HULL,631,55.99,JOHN SUDBURY,496,135,11.98,1729,1322,76.46,False,False,,2016-11-08-general-election-sovc.xlsx
2016,municipal general,Council,5,Magna City Council District 5,MAGNA METRO TOWNSHIP CNCL #5,1,2,plurality,1135,,ERIC FERGUSON,662,58.33,STEVEN NOSACK,473,189,16.65,1879,1457,77.54,False,False,,2016-11-08-general-election-sovc.xlsx
2017,municipal general,Council,2,Magna City Council District 2,MAGNA METRO TOWNSHIP CNCL 2,1,1,plurality,513,,BRINT D. PEEL,513,100.0,,0,513,100.0,1762,,,True,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2017,municipal general,Council,4,Magna City Council District 4,MAGNA METRO TOWNSHIP CNCL 4,1,1,plurality,396,,TRISH HULL,396,100.0,,0,396,100.0,1620,,,True,False,,2017-11-07-general-election-statement-of-votes-cast.zip
2019,municipal general,Council,1,Magna City Council District 1,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 1,1,1,plurality,538,,STEVE PROKOPIS,538,100.0,,0,538,100.0,2124,,,True,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,3,Magna City Council District 3,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 3,1,1,plurality,470,,DAN W. PEAY,470,100.0,,0,470,100.0,2111,,,True,False,,2019-11-05-general-election-sovc.xlsx
2019,municipal general,Council,5,Magna City Council District 5,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 5,1,1,plurality,435,,AUDREY PIERCE,435,100.0,,0,435,100.0,1899,,,True,False,,2019-11-05-general-election-sovc.xlsx
2021,municipal general,Council,2,Magna City Council District 2,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 2,1,3,plurality,581,,ERIC G BARNEY,347,59.72,BRINT D. PEEL,190,157,27.02,2367,584,24.67,False,False,,2021-11-02-general-election-sovc.xlsx
2021,municipal general,Council,4,Magna City Council District 4,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 4,1,1,plurality,283,,TRISH HULL,283,100.0,,0,283,100.0,2081,327,15.71,True,False,,2021-11-02-general-election-sovc.xlsx
2025,municipal general,Council,2,Magna City Council District 2,MAGNA CITY COUNCIL DISTRICT 2,1,2,plurality,630,,MEGAN L. OLSEN,431,68.41,ERIC GORDON BARNEY,199,232,36.83,2253,641,28.45,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Council,4,Magna City Council District 4,MAGNA CITY COUNCIL DISTRICT 4,1,2,plurality,612,,TERRY GEORGE,323,52.78,TRISH A. HULL,289,34,5.56,2647,617,23.31,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal general,Mayor,,Magna City Mayor,MAGNA CITY MAYOR,1,2,plurality,3456,,MICKEY M SUDBURY,2260,65.39,ALEXANDER J. ADRIANO,1196,1064,30.79,12113,3472,28.66,False,False,,2025-general-election-statementofvotescastrpt.xlsx
2025,municipal primary,Council,2,Magna City Council District 2,MAGNA CITY COUNCIL DISTRICT 2,1,3,plurality,488,,MEGAN L. OLSEN,231,47.34,ERIC GORDON BARNEY,186,45,9.22,2324,500,21.51,False,False,,final_official_statementofvotescastrpt_20250826.xlsx
2025,municipal primary,Council,4,Magna City Council District 4,MAGNA CITY COUNCIL DISTRICT 4,1,3,plurality,443,,TRISH A. HULL,179,40.41,TERRY GEORGE,174,5,1.13,2676,454,16.97,False,False,,final_official_statementofvotescastrpt_20250826.xlsx
2025,municipal primary,Mayor,,Magna City Mayor,MAGNA CITY MAYOR,1,4,plurality,2641,,MICKEY M SUDBURY,1142,43.24,ALEXANDER J. ADRIANO,555,587,22.23,12301,2652,21.56,False,False,,final_official_statementofvotescastrpt_20250826.xlsx
2023,municipal general,Council,1,Magna City Council District 1,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 1,1,1,plurality,,,STEVE PROKOPIS,,,,,,,,,,True,False,"cancelled_certification (Utah Code 20A-1-206; Res 2023-09-02) — the Nov-21-2023 Magna Metro Township election was CANCELLED; the three unopposed candidates were deemed elected eff. 2024-01-01 (Res 23-09-02, verbatim in the 2023-09-26 minutes). NO votes were cast — all tally/percentage columns intentionally blank. District from the 2023 D1/D3/D5 odd-cycle seat map (Prokopis was the D1 incumbent).",Resolution_2023-09-02.txt
2023,municipal general,Council,3,Magna City Council District 3,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 3,1,1,plurality,,,MICK SUDBURY,,,,,,,,,,True,False,"cancelled_certification (Utah Code 20A-1-206; Res 2023-09-02) — the Nov-21-2023 Magna Metro Township election was CANCELLED; the three unopposed candidates were deemed elected eff. 2024-01-01 (Res 23-09-02, verbatim in the 2023-09-26 minutes). NO votes were cast — all tally/percentage columns intentionally blank. District: Sudbury took the D3 seat vacated by Peay (roster lists Sudbury D3; later elected first city Mayor 2025).",Resolution_2023-09-02.txt
2023,municipal general,Council,5,Magna City Council District 5,MAGNA METRO TOWNSHIP COUNCIL DISTRICT 5,1,1,plurality,,,AUDREY PIERCE,,,,,,,,,,True,False,"cancelled_certification (Utah Code 20A-1-206; Res 2023-09-02) — the Nov-21-2023 Magna Metro Township election was CANCELLED; the three unopposed candidates were deemed elected eff. 2024-01-01 (Res 23-09-02, verbatim in the 2023-09-26 minutes). NO votes were cast — all tally/percentage columns intentionally blank. District from the 2023 D1/D3/D5 odd-cycle seat map (Pierce was the D5 incumbent).",Resolution_2023-09-02.txt
